source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r
255, 182, 201, 10000000, 1, 23, 162, 27, 135, 871, 0.891121, 1, 0.879001, 0.890691, 1
871, 201, 212, 10000200, 2, 368, 23, 13, 840, 870, 1, 1, 0.752636, 0.667695, 0.626954
135, 201, 241, 10000200, 2, 368, 13, 23, 840, 870, 1, 1, 1, 0.625656, 0.573631
162, 239, 198, 10000200, 2, 664, 236, 750, 508, 23, 1, 1, 1, 0.758549, 0.891101
23, 201, 280, 10000200, 2, 340, 13, 368, 854, 817, 1, 1, 0.717133, 0.719279, 0.71561
27, 272, 198, 10000200, 2, 664, 443, 258, 784, 327, 1, 0.805458, 0.715422, 0.673154, 0.666691
13, 198, 319, 10000536, 3, 65, 209, 290, 821, 780, 1, 1, 1, 1, 1
236, 420, 198, 10004400, 3, 500, 49, 125, 118, 88, 1, 1, 0.804821, 1, 0.888555
821, 212, 398, 10005146, 4, 772, 45, 65, 582, 18, 1, 1, 1, 0.671163, 0.666409
88, 491, 198, 10009894, 4, 657, 353, 500, 49, 125, 1, 0.861777, 0.878647, 0.77721, 0.55555
45, 279, 398, 10017346, 5, 686, 565, 772, 777, 521, 1, 0.997095, 0.993797, 1, 0.857813
65, 201, 482, 10017346, 5, 217, 740, 818, 746, 568, 1, 0.999346, 0.994684, 0.779526, 0.669232
18, 317, 401, 10017346, 5, 169, 224, 834, 816, 772, 1, 1, 1, 1, 1
521, 387, 401, 10021547, 6, 347, 115, 413, 104, 224, 0.997826, 0.999064, 1, 0.997736, 1
565, 401, 412, 10021547, 6, 461, 104, 701, 115, 24, 1, 0.997736, 0.665783, 0.668371, 0.888721
686, 401, 412, 10021547, 6, 104, 24, 569, 224, 347, 0.997736, 0.999812, 0.570974, 1, 0.554593
224, 401, 429, 10021922, 7, 104, 115, 461, 741, 569, 0.997695, 0.668329, 0.555198, 0.554556, 0.501639
104, 401, 464, 10021922, 7, 741, 569, 347, 230, 701, 1, 1, 0.667391, 0.668751, 0.600967
24, 481, 398, 10021922, 7, 711, 334, 413, 53, 611, 0.993965, 1, 1, 0.99884, 0.800516
569, 398, 587, 10021922, 7, 108, 96, 465, 165, 431, 1, 0.887006, 0.753553, 0.889569, 0.670293
568, 198, 587, 10025547, 6, 450, 311, 411, 107, 233, 0.991048, 1, 0.991808, 1, 1
746, 198, 587, 10025547, 6, 790, 107, 233, 217, 67, 1, 1, 0.999799, 1, 0.888617
818, 201, 612, 10025547, 6, 181, 107, 762, 67, 233, 0.998708, 1, 0.750344, 0.888617, 0.999799
217, 201, 642, 10025547, 6, 523, 67, 380, 107, 10, 1, 0.999694, 0.670372, 0.778102, 0.667558
67, 201, 686, 10025961, 7, 262, 762, 311, 852, 726, 1, 1, 0.890937, 0.779423, 0.745484
10, 198, 716, 10025961, 7, 450, 262, 523, 380, 762, 1, 0.998833, 0.998033, 0.997802, 0.997208
49, 516, 201, 10026094, 5, 235, 353, 140, 303, 423, 0.997391, 0.998509, 0.997595, 1, 1
125, 557, 201, 10026094, 5, 114, 235, 353, 140, 303, 1, 0.997391, 0.998509, 0.997595, 1
500, 587, 201, 10026095, 5, 711, 114, 288, 803, 86, 1, 1, 1, 1, 0.997934
353, 601, 214, 10026095, 5, 718, 114, 414, 755, 211, 0.753095, 1, 0.6667, 0.665393, 0.572232
53, 520, 401, 10026122, 8, 302, 711, 403, 547, 123, 1, 1, 1, 0.998167, 0.99857
413, 587, 401, 10026122, 8, 388, 127, 21, 81, 182, 1, 0.989223, 0.873396, 0.980807, 1
611, 587, 401, 10026122, 8, 21, 81, 182, 302, 403, 0.873396, 0.980807, 1, 1, 1
711, 601, 412, 10026122, 8, 21, 85, 182, 133, 260, 0.889057, 0.665617, 1, 0.597177, 0.556526
334, 617, 398, 10026122, 8, 21, 182, 302, 711, 403, 0.873396, 1, 1, 1, 1
182, 601, 442, 10026380, 9, 388, 85, 454, 21, 133, 1, 0.75194, 0.623609, 0.873368, 0.556927
21, 601, 484, 10026381, 9, 316, 510, 260, 85, 388, 0.99836, 0.99969, 1, 1, 0.797611
85, 598, 519, 10026381, 9, 4, 316, 563, 614, 425, 0.997153, 1, 0.997724, 1, 0.997776
133, 598, 556, 10026381, 9, 208, 4, 316, 563, 454, 0.976075, 1, 1, 0.997724, 0.997505
85, 598, 519, 10026782, 10, 4, 316, 563, 614, 425, 0.997103, 1, 0.997679, 1, 0.997732
165, 444, 598, 10030122, 8, 416, 16, 96, 454, 289, 1, 0.777567, 0.996975, 0.570618, 0.554665
96, 480, 598, 10030123, 8, 614, 416, 289, 563, 322, 1, 1, 0.875731, 0.836025, 0.88903
108, 398, 732, 10030123, 8, 320, 427, 82, 184, 659, 1, 0.999137, 0.776943, 0.873951, 1
465, 398, 787, 10030123, 8, 82, 184, 320, 552, 427, 0.887935, 0.998801, 1, 1, 1
311, 198, 782, 10030161, 8, 3, 139, 287, 450, 548, 0.997536, 0.997315, 1, 1, 0.999744
726, 198, 787, 10030161, 8, 3, 139, 287, 548, 450, 0.997536, 0.997315, 1, 1, 1
852, 198, 787, 10030161, 8, 3, 139, 287, 548, 450, 0.997536, 0.997315, 1, 1, 1
762, 201, 812, 10030161, 8, 3, 139, 287, 548, 450, 0.997536, 0.997315, 1, 1, 1
262, 201, 818, 10030161, 8, 3, 139, 287, 548, 450, 0.997536, 0.997315, 1, 1, 1
114, 601, 259, 10030295, 6, 711, 515, 306, 47, 182, 1, 0.994458, 0.750023, 0.83309, 0.601302
414, 598, 387, 10030295, 6, 182, 21, 711, 403, 123, 1, 0.872941, 1, 1, 0.99805
755, 598, 387, 10030295, 6, 182, 21, 302, 403, 711, 1, 0.872941, 1, 1, 0.998199
450, 212, 798, 10030433, 9, 595, 849, 3, 222, 735, 0.749226, 0.71513, 0.997506, 0.666408, 0.598424
548, 212, 798, 10030433, 9, 3, 361, 95, 595, 139, 0.997506, 0.622687, 0.622974, 0.570616, 0.997285
287, 218, 798, 10030433, 9, 3, 320, 95, 361, 473, 0.997506, 0.663661, 0.747569, 0.572204, 0.571362
139, 243, 798, 10030433, 9, 320, 659, 431, 595, 770, 1, 1, 1, 0.749226, 0.747444
427, 412, 798, 10030524, 9, 82, 33, 775, 184, 352, 0.998883, 0.775734, 0.572737, 0.997646, 0.55559
659, 401, 812, 10030524, 9, 82, 184, 320, 552, 427, 0.998883, 0.997646, 1, 1, 0.999092
233, 234, 598, 10033747, 7, 527, 185, 748, 20, 107, 1, 1, 0.6637, 0.748135, 0.999506
107, 266, 598, 10033747, 7, 20, 620, 748, 165, 185, 1, 0.748496, 0.572241, 0.501727, 0.570291
67, 201, 687, 10033747, 7, 262, 762, 311, 852, 726, 1, 1, 0.890166, 0.778748, 0.744045
47, 598, 319, 10034495, 7, 21, 302, 711, 403, 547, 0.999259, 1, 1, 1, 0.997241
306, 598, 380, 10034495, 7, 182, 21, 302, 711, 403, 1, 0.872485, 1, 1, 1
515, 598, 387, 10034495, 7, 133, 182, 21, 302, 711, 0.969645, 1, 0.872485, 1, 1
322, 581, 601, 10034596, 9, 4, 189, 131, 316, 454, 0.999718, 0.999757, 1, 1, 0.996597
563, 601, 612, 10034596, 9, 208, 4, 189, 19, 848, 0.989719, 0.999718, 1, 0.664511, 0.572335
416, 612, 598, 10034596, 9, 4, 374, 293, 708, 189, 0.999718, 1, 0.987645, 0.987606, 0.999757
614, 612, 598, 10034596, 9, 4, 665, 293, 189, 131, 0.999718, 1, 0.987645, 0.999757, 0.999136
289, 619, 598, 10034596, 9, 730, 497, 661, 189, 4, 1, 0.799989, 0.776228, 0.999757, 0.777558
770, 387, 801, 10034885, 10, 82, 184, 273, 320, 552, 0.9984, 0.997164, 0.665384, 1, 1
595, 401, 812, 10034885, 10, 82, 184, 320, 427, 552, 0.9984, 0.997164, 1, 0.998609, 0.996975
131, 639, 598, 10035010, 10, 491, 585, 293, 708, 730, 1, 0.992772, 0.802137, 0.750068, 0.665632
189, 601, 643, 10035010, 10, 234, 366, 4, 861, 253, 1, 1, 1, 0.714792, 0.664925
4, 601, 686, 10035010, 10, 234, 208, 848, 861, 253, 0.998209, 1, 0.858452, 0.857751, 0.856662
665, 812, 598, 10035011, 10, 94, 134, 277, 730, 588, 1, 1, 1, 1, 1
184, 441, 798, 10035169, 10, 798, 676, 506, 33, 638, 1, 1, 0.972598, 1, 0.746672
82, 480, 798, 10035170, 10, 257, 676, 859, 798, 373, 1, 0.99741, 0.995122, 0.834835, 0.778684
33, 523, 801, 10035170, 10, 197, 257, 676, 638, 393, 0.998343, 0.999581, 1, 1, 1
208, 598, 755, 10035334, 11, 112, 257, 676, 638, 393, 1, 0.999563, 1, 1, 0.999957
253, 598, 780, 10035334, 11, 112, 197, 257, 6, 798, 1, 0.887399, 0.999563, 0.77601, 1
848, 598, 787, 10035334, 11, 6, 197, 434, 112, 257, 0.886869, 0.998324, 0.663531, 0.997248, 0.999563
861, 598, 787, 10035334, 11, 6, 197, 112, 676, 638, 0.997727, 0.998324, 1, 1, 1
373, 587, 801, 10035441, 11, 355, 6, 197, 112, 676, 0.995003, 0.997715, 0.998313, 1, 1
859, 587, 801, 10035441, 11, 120, 6, 112, 197, 798, 0.99752, 0.997715, 0.997236, 0.887389, 1
676, 612, 798, 10035441, 11, 120, 6, 579, 197, 472, 0.99752, 0.997715, 0.626023, 0.887389, 0.499295
798, 612, 798, 10035441, 11, 709, 120, 524, 6, 197, 0.995938, 0.99752, 0.977485, 0.997715, 0.887389
257, 617, 798, 10035441, 11, 472, 355, 524, 120, 6, 1, 0.995003, 0.990522, 0.985828, 0.997715
6, 681, 798, 10035925, 12, 550, 524, 472, 240, 359, 1, 0.990285, 0.776508, 0.777578, 0.6653
20, 317, 601, 10037947, 8, 96, 165, 324, 710, 620, 1, 1, 0.998063, 1, 1
185, 358, 601, 10037947, 8, 563, 176, 96, 165, 157, 0.979387, 1, 0.996112, 1, 1
620, 412, 598, 10037947, 8, 614, 322, 96, 165, 79, 1, 0.871846, 1, 0.998985, 0.998693
620, 412, 598, 10038374, 9, 614, 322, 96, 165, 79, 1, 0.8718, 1, 0.998938, 0.998646
710, 412, 598, 10038374, 9, 96, 322, 563, 165, 79, 1, 0.752183, 0.665799, 1, 0.998646
324, 417, 598, 10038375, 9, 614, 96, 16, 165, 563, 1, 1, 0.747102, 1, 0.500924
165, 444, 598, 10038375, 9, 416, 96, 289, 16, 454, 1, 1, 0.664989, 0.776855, 0.569947
96, 480, 598, 10038375, 9, 563, 614, 416, 289, 322, 1, 1, 0.998214, 0.874828, 0.888216
711, 601, 412, 10038695, 8, 21, 510, 182, 85, 133, 0.887817, 0.663736, 1, 0.66469, 0.595686
302, 601, 418, 10038695, 8, 684, 85, 510, 21, 133, 0.990534, 0.750781, 0.663736, 0.872028, 0.665681
182, 601, 442, 10038695, 8, 388, 85, 454, 21, 133, 1, 0.750781, 0.622653, 0.872028, 0.556164
21, 601, 484, 10038695, 8, 316, 510, 260, 85, 388, 0.986235, 1, 1, 1, 0.795657
322, 581, 601, 10038750, 10, 4, 189, 131, 316, 563, 0.999256, 0.999296, 1, 1, 0.996358
563, 601, 612, 10038750, 10, 208, 4, 189, 19, 848, 0.987689, 0.999256, 1, 0.664205, 0.571995
614, 612, 598, 10038750, 10, 4, 665, 293, 189, 131, 0.999256, 1, 0.983609, 0.999296, 0.998675
289, 619, 598, 10038750, 10, 730, 497, 661, 189, 4, 1, 0.799325, 0.775871, 0.999296, 0.777199
189, 601, 643, 10039190, 11, 234, 366, 4, 861, 253, 1, 1, 1, 0.714366, 0.664617
4, 601, 686, 10039190, 11, 234, 208, 848, 861, 253, 0.997169, 1, 0.857938, 0.857239, 0.856151
19, 598, 715, 10039190, 11, 112, 676, 638, 798, 234, 1, 1, 1, 0.997137, 1
588, 801, 612, 10039211, 11, 434, 621, 313, 94, 706, 1, 0.993845, 0.828384, 0.997059, 0.751839
730, 801, 612, 10039211, 11, 264, 94, 313, 174, 134, 0.971337, 0.886275, 0.667465, 0.664397, 1
277, 801, 617, 10039211, 11, 94, 174, 134, 37, 430, 0.997059, 0.664397, 1, 0.500496, 0.443413
134, 801, 639, 10039211, 11, 434, 94, 550, 706, 174, 0.746446, 1, 0.664317, 0.667461, 0.553664
94, 801, 679, 10039211, 11, 434, 313, 264, 550, 621, 0.980906, 0.828384, 0.748422, 0.665654, 0.666996
21, 601, 484, 10042895, 9, 316, 510, 260, 388, 85, 0.982167, 1, 1, 0.794993, 1
85, 598, 518, 10042896, 9, 4, 316, 563, 614, 425, 1, 1, 1, 1, 0.995953
133, 598, 556, 10042896, 9, 208, 4, 316, 563, 454, 0.960591, 1, 1, 1, 1
388, 598, 587, 10042896, 9, 798, 759, 676, 366, 4, 1, 1, 1, 1, 0.998797
4, 601, 686, 10043167, 10, 234, 208, 848, 861, 253, 0.996181, 1, 0.857451, 0.856752, 0.855665
311, 198, 782, 10045947, 8, 3, 139, 287, 450, 548, 0.995793, 0.995573, 0.998506, 0.999791, 0.997994
726, 198, 787, 10045947, 8, 3, 139, 287, 548, 450, 1, 0.995573, 0.998506, 1, 1
852, 198, 787, 10045947, 8, 3, 139, 287, 548, 450, 0.995793, 0.995573, 1, 1, 1
762, 201, 812, 10045947, 8, 3, 139, 287, 548, 450, 1, 0.995573, 1, 1, 1
450, 212, 798, 10046662, 9, 595, 3, 849, 95, 222, 0.747711, 1, 0.713474, 0.74606, 0.665209
548, 212, 798, 10046662, 9, 3, 95, 361, 595, 139, 1, 0.74606, 0.621431, 0.569298, 0.995495
287, 218, 798, 10046662, 9, 95, 3, 473, 320, 361, 0.870404, 1, 0.71255, 0.660106, 0.570879
139, 244, 798, 10046663, 9, 320, 431, 659, 595, 770, 1, 1, 0.990328, 0.74771, 0.744434
3, 272, 798, 10046663, 9, 427, 222, 530, 595, 825, 0.996671, 0.996071, 0.872629, 0.853946, 0.831172
134, 801, 639, 10047411, 12, 434, 94, 550, 706, 174, 0.744926, 1, 0.662512, 0.66564, 0.553162
94, 801, 679, 10047411, 12, 434, 313, 264, 550, 621, 0.976977, 0.82726, 0.746894, 0.664746, 0.666389
37, 798, 723, 10047411, 12, 136, 69, 264, 550, 434, 1, 0.884824, 0.998314, 1, 0.997142
174, 798, 758, 10047411, 12, 69, 136, 264, 550, 434, 1, 1, 1, 1, 1
313, 798, 779, 10047747, 13, 69, 136, 264, 550, 434, 1, 1, 1, 1, 1
621, 798, 787, 10047747, 13, 69, 136, 264, 550, 434, 1, 0.886786, 0.998276, 1, 1
434, 801, 812, 10047747, 13, 69, 74, 136, 264, 10000000, 1, 1, 1, 1, 0
550, 801, 812, 10047747, 13, 69, 136, 264, 74, 203, 1, 0.886786, 1, 0.554704, 0.4972
264, 801, 819, 10047747, 13, 69, 136, 74, 10000000, 10000000, 1, 1, 0.500078, 0, 0
264, 801, 819, 10048070, 14, 69, 136, 74, 10000000, 10000000, 1, 1, 0.500058, 0, 0
136, 801, 844, 10048071, 14, 69, 10000000, 10000000, 10000000, 10000000, 0.995354, 0, 0, 0, 0
74, 798, 923, 10048071, 14, 69, 10000000, 10000000, 10000000, 10000000, 0.747852, 0, 0, 0, 0
240, 774, 801, 10052126, 13, 69, 136, 264, 550, 434, 0.994908, 0.99715, 1, 1, 1
359, 787, 801, 10052126, 13, 69, 136, 264, 74, 550, 1, 1, 1, 0.776208, 1
524, 812, 798, 10052126, 13, 69, 136, 264, 550, 434, 0.994908, 1, 1, 1, 0.996622
434, 801, 812, 10056326, 14, 69, 74, 136, 264, 10000000, 1, 1, 1, 1, 0
550, 801, 812, 10056326, 14, 69, 136, 264, 74, 203, 1, 0.885943, 1, 0.554176, 0.496494
264, 801, 819, 10056326, 14, 69, 136, 74, 10000000, 10000000, 1, 1, 0.499543, 0, 0
136, 801, 844, 10056326, 14, 69, 10000000, 10000000, 10000000, 10000000, 0.994446, 0, 0, 0, 0
139, 244, 798, 10058863, 10, 320, 431, 659, 595, 770, 1, 0.994142, 0.978506, 0.746575, 0.742187
3, 272, 798, 10058863, 10, 427, 222, 530, 595, 825, 0.993651, 0.992052, 0.871303, 0.852466, 0.82949
95, 322, 801, 10058863, 10, 184, 320, 427, 82, 552, 1, 1, 1, 0.885112, 0.994333
361, 387, 801, 10058863, 10, 775, 861, 859, 82, 184, 1, 0.958692, 0.961107, 0.995751, 1
222, 357, 801, 10059121, 11, 33, 82, 184, 320, 427, 0.993801, 1, 1, 1, 1
530, 401, 812, 10059121, 11, 82, 184, 320, 427, 552, 0.995722, 1, 1, 0.99593, 0.994305
595, 401, 812, 10059121, 11, 82, 184, 320, 427, 552, 0.995722, 1, 0.997676, 0.99593, 0.994305
427, 412, 798, 10059121, 11, 82, 33, 184, 775, 352, 0.995722, 0.773283, 1, 0.570401, 0.553831
208, 598, 755, 10059367, 11, 112, 257, 759, 676, 638, 1, 0.996902, 1, 1, 1
253, 598, 780, 10059367, 11, 197, 112, 257, 6, 798, 0.99567, 1, 0.996902, 0.773948, 1
848, 598, 787, 10059367, 11, 6, 197, 434, 112, 257, 0.995076, 1, 0.658282, 0.994599, 0.996902
861, 598, 787, 10059367, 11, 6, 197, 112, 676, 638, 1, 1, 1, 1, 1
234, 601, 826, 10059368, 11, 6, 197, 112, 257, 798, 0.884512, 0.99567, 0.994599, 0.886135, 0.994912
184, 441, 798, 10059444, 12, 798, 676, 506, 373, 33, 1, 1, 1, 0.871601, 1
82, 480, 798, 10059444, 12, 257, 676, 859, 373, 798, 1, 0.98548, 0.983247, 0.887528, 0.831465
33, 523, 801, 10059444, 12, 6, 197, 257, 676, 638, 0.995067, 1, 0.996894, 1, 1
775, 587, 801, 10059445, 12, 550, 533, 6, 197, 112, 0.990436, 0.955943, 0.995067, 1, 0.994591
112, 601, 855, 10059717, 12, 197, 6, 10000000, 10000000, 10000000, 0.995632, 0.773918, 0, 0, 0
798, 612, 798, 10059717, 12, 709, 120, 524, 6, 197, 0.972427, 1, 0.954827, 1, 0.995632
257, 618, 798, 10059717, 12, 355, 472, 237, 524, 120, 1, 0.993408, 1, 0.978755, 0.974171
136, 801, 844, 10060271, 15, 69, 10000000, 10000000, 10000000, 10000000, 0.994013, 0, 0, 0, 0
74, 798, 923, 10060271, 15, 69, 10000000, 10000000, 10000000, 10000000, 0.746717, 0, 0, 0, 0
120, 742, 801, 10071917, 13, 69, 264, 136, 550, 434, 0.869908, 1, 0.884416, 1, 1
434, 801, 812, 10088117, 14, 69, 74, 136, 264, 10000000, 1, 1, 1, 1, 0
550, 801, 812, 10088117, 14, 69, 136, 264, 74, 203, 1, 0.882835, 1, 0.552231, 0.493896
264, 801, 819, 10088117, 14, 69, 136, 74, 10000000, 10000000, 1, 1, 0.497567, 0, 0
136, 801, 844, 10092317, 15, 69, 10000000, 10000000, 10000000, 10000000, 0.990507, 0, 0, 0, 0
74, 798, 923, 10092318, 15, 69, 10000000, 10000000, 10000000, 10000000, 0.74375, 0, 0, 0, 0
11, 1, 89, 11000000, 1, 522, 179, 656, 591, 168, 1, 0.807527, 0.802252, 0.801428, 0.802398
168, -1, 143, 11000200, 2, 32, 247, 549, 445, 820, 1, 1, 1, 1, 1
522, -1, 187, 11000200, 2, 573, 32, 223, 56, 247, 1, 1, 1, 0.803976, 1
591, -1, 187, 11000200, 2, 799, 32, 223, 56, 247, 1, 1, 1, 0.803976, 1
656, -1, 187, 11000200, 2, 298, 32, 223, 56, 247, 1, 1, 1, 0.803976, 1
279, 198, 167, 12000000, 1, 13, 23, 135, 162, 325, 1, 1, 1, 1, 1
135, 201, 267, 12000200, 2, 780, 13, 23, 817, 840, 1, 1, 1, 0.671452, 0.600504
13, 198, 291, 12000200, 2, 821, 763, 780, 732, 368, 1, 1, 1, 1, 1
23, 201, 307, 12000200, 2, 65, 483, 486, 368, 340, 1, 1, 1, 0.780187, 0.758948
732, 201, 412, 12001072, 3, 191, 45, 65, 209, 290, 1, 0.900125, 1, 1, 1
780, 201, 412, 12001072, 3, 746, 229, 191, 45, 65, 1, 1, 1, 0.900125, 1
368, 201, 414, 12001072, 3, 818, 45, 191, 65, 209, 1, 1, 1, 1, 1
191, 270, 398, 12011305, 4, 777, 655, 391, 295, 834, 1, 1, 1, 0.753, 0.717772
65, 201, 508, 12011305, 4, 746, 457, 446, 740, 344, 1, 1, 0.859001, 0.833809, 0.860289
229, 198, 546, 12011306, 4, 67, 217, 680, 571, 463, 1, 1, 1, 1, 1
746, 198, 587, 12011306, 4, 107, 233, 350, 67, 217, 1, 1, 1, 1, 1
350, 226, 598, 12011655, 5, 107, 233, 20, 324, 329, 1, 1, 0.500108, 0.402483, 0.300867
233, 256, 598, 12011655, 5, 185, 107, 20, 527, 748, 0.748745, 1, 0.700151, 0.504247, 0.400696
217, 201, 667, 12011655, 5, 107, 193, 67, 233, 513, 0.802931, 1, 1, 0.901168, 0.757165
