source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
11, 1, 81, 10299999, 1, 243, 159, 29, 170, 38, 0.137433, 0.953006, 0.754121, 0.379921, 0.215527, 165, 1, 0, 0, 0, 1
29, -1, 115, 10300200, 2, 32, 170, 207, 197, 159, 0.971014, 1, 0.863673, 0.754233, 1, 165, 0, 0, 1, 0, 0
159, -1, 151, 10300200, 2, 32, 170, 207, 197, 168, 1, 1, 0.971632, 0.754233, 0.614015, 165, 0, 0, 1, 0, 0
170, 1, 248, 10304400, 3, 168, 32, 64, 56, 197, 0.863643, 1, 0.603371, 0.645394, 0.861591, 165, 0, 0, 0, 0, 0
32, 1, 281, 10304400, 3, 168, 64, 43, 10000000, 10000000, 0.686299, 0.756055, 0.274113, 0, 0, 165, 0, 0, 0, 1, 1
64, -1, 317, 10304788, 4, 43, 168, 110, 245, 182, 1, 1, 0.539211, 0.137378, 0.137477, 165, 0, 0, 0, 1, 1
168, -1, 358, 10304788, 4, 245, 43, 110, 50, 10000000, 0.137378, 1, 0.647053, 0.465296, 0, 165, 1, 0, 0, 0, 1
43, 1, 476, 10305177, 5, 283, 157, 50, 245, 244, 0.794861, 0.755299, 0.966209, 0.646556, 0.568607, 165, 1, 0, 0, 0, 0
50, -1, 520, 10305177, 5, 283, 236, 28, 157, 244, 1, 0.862019, 1, 0.969924, 1, 165, 1, 1, 0, 0, 0
50, -1, 520, 10309377, 6, 283, 236, 28, 157, 244, 1, 0.861629, 1, 0.969485, 1, 165, 1, 1, 0, 0, 0
245, -1, 579, 10309377, 6, 34, 128, 262, 195, 236, 0.861514, 0.967307, 1, 1, 1, 165, 0, 0, 1, 0, 0
283, 1, 612, 10309377, 6, 34, 128, 236, 2, 28, 0.969204, 1, 1, 0.965217, 1, 165, 0, 0, 0, 0, 0
244, 1, 618, 10309377, 6, 34, 128, 236, 28, 195, 0.861514, 1, 1, 1, 0.752641, 165, 0, 0, 0, 0, 0
157, 1, 648, 10309377, 6, 236, 252, 34, 219, 128, 0.969333, 0.159223, 0.753825, 1, 0.75235, 165, 1, 1, 0, 0, 0
236, 19, 598, 10309648, 7, 34, 103, 128, 107, 67, 0.969175, 0.722468, 1, 0.189662, 0.136961, 165, 0, 0, 0, 0, 1
128, 44, 598, 10309648, 7, 34, 103, 67, 107, 10000000, 0.969175, 0.722468, 0.241436, 0.137245, 0, 165, 0, 0, 1, 1, 1
28, 1, 682, 10309649, 7, 128, 34, 2, 219, 252, 0.752328, 0.538431, 1, 0.685192, 0.703338, 165, 0, 0, 0, 0, 0
2, -1, 718, 10309649, 7, 299, 262, 289, 210, 189, 1, 1, 0.971156, 0.863508, 0.755499, 165, 1, 1, 1, 1, 0
34, 79, 598, 10313849, 8, 103, 107, 67, 10000000, 10000000, 0.962804, 0.234048, 0.136882, 0, 0, 165, 0, 0, 1, 1, 1
103, 112, 601, 10313849, 8, 107, 191, 67, 55, 10, 0.969969, 0.862072, 0.754897, 0.215495, 0, 165, 0, 0, 0, 1, 1
103, 112, 601, 10314289, 9, 107, 191, 67, 55, 10, 0.969923, 0.862031, 0.754861, 0.215485, 0, 165, 0, 0, 0, 1, 1
212, 201, 24, 11299999, 1, 180, 98, 240, 117, 60, 0.964576, 1, 0.754107, 1, 0.755529, 179, 0, 0, 0, 0, 0
117, 201, 62, 11300200, 2, 240, 180, 98, 226, 60, 0.969545, 0.799628, 1, 0.607728, 0.863443, 179, 0, 0, 0, 1, 0
98, 201, 87, 11300200, 2, 13, 267, 180, 226, 126, 1, 1, 0.968411, 0.648629, 0.609859, 179, 0, 1, 0, 0, 0
60, 198, 89, 11300200, 2, 23, 126, 267, 226, 240, 0.967923, 1, 1, 0.972944, 1, 179, 0, 0, 1, 1, 0
180, 198, 140, 11300200, 2, 13, 23, 126, 226, 267, 1, 1, 1, 1, 1, 179, 0, 0, 0, 0, 1
240, 198, 173, 11300200, 2, 23, 126, 153, 27, 226, 1, 1, 0.97233, 0.861248, 1, 179, 0, 0, 0, 0, 0
267, 201, 212, 11300510, 3, 265, 23, 174, 27, 126, 1, 1, 0.862205, 0.968872, 1, 179, 1, 0, 0, 0, 0
