source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
507, 212, -1, 10299999, 1, 358, 7, 126, 173, 98, 1, 0.972295, 1, 1, 0.860543, 309, 0, 0, 0, 0, 0
173, 248, -1, 10300200, 2, 450, 152, 62, 550, 7, 0.874309, 0.755987, 0.797433, 0.638977, 0.972274, 309, 0, 0, 0, 0, 0
126, 201, 49, 10300200, 2, 520, 483, 352, 275, 135, 1, 0.862066, 0.778227, 0.700703, 0.569247, 309, 0, 0, 0, 0, 0
7, 280, -1, 10300200, 2, 550, 450, 300, 411, 311, 1, 1, 0.911682, 0.871987, 0.798071, 309, 0, 0, 0, 0, 0
311, 380, 1, 10304400, 3, 48, 161, 100, 5, 224, 0.971705, 1, 0.761001, 1, 0.794895, 309, 0, 0, 0, 0, 0
450, 401, 12, 10304400, 3, 141, 100, 48, 455, 527, 0.948395, 0.963925, 1, 0.64738, 0.635776, 309, 0, 0, 0, 0, 0
411, 412, -1, 10304400, 3, 48, 161, 5, 421, 204, 0.971705, 1, 1, 0.77175, 0.753361, 309, 0, 0, 0, 0, 0
300, 420, -1, 10304400, 3, 61, 5, 469, 460, 204, 1, 1, 0.759267, 0.79838, 0.797095, 309, 0, 0, 0, 0, 0
275, 198, 179, 10308400, 3, 585, 565, 485, 13, 242, 1, 0.884549, 0.782794, 0.876946, 0.769285, 309, 0, 0, 0, 0, 0
483, 198, 187, 10308400, 3, 516, 443, 196, 27, 23, 1, 1, 0.916528, 1, 0.969145, 309, 0, 0, 0, 0, 0
520, 198, 187, 10308400, 3, 23, 13, 27, 414, 135, 1, 0.909338, 1, 0.789418, 1, 309, 0, 0, 0, 0, 0
352, 201, 212, 10308400, 3, 585, 13, 27, 565, 23, 1, 0.957717, 1, 0.6878, 0.861463, 309, 0, 0, 0, 0, 0
48, 401, 79, 10308600, 4, 118, 272, 455, 363, 141, 0.910989, 0.955388, 0.862782, 0.645301, 0.646921, 309, 0, 0, 0, 0, 0
100, 398, 115, 10308600, 4, 41, 118, 323, 558, 493, 0.971446, 0.969053, 0.97051, 1, 1, 309, 0, 0, 0, 0, 0
455, 398, 187, 10308601, 4, 523, 41, 118, 117, 88, 1, 0.971446, 0.969053, 0.96859, 0.859586, 309, 0, 0, 0, 0, 0
135, 201, 245, 10308723, 4, 443, 328, 242, 574, 344, 0.94245, 0.885394, 0.906846, 0.774802, 0.754101, 309, 0, 0, 0, 0, 0
27, 277, 198, 10308723, 4, 117, 254, 323, 531, 232, 0.919474, 1, 0.910484, 0.959557, 0.882268, 309, 0, 0, 0, 0, 0
23, 201, 285, 10308723, 4, 565, 344, 522, 196, 587, 0.949314, 1, 0.967439, 0.943627, 0.843929, 309, 0, 0, 0, 0, 0
13, 198, 315, 10308724, 4, 65, 209, 328, 414, 565, 0.97043, 0.967622, 1, 1, 1, 309, 0, 0, 0, 0, 0
414, 212, 398, 10308724, 4, 45, 65, 290, 191, 514, 1, 1, 0.688215, 1, 0.604454, 309, 0, 0, 0, 0, 0
196, 198, 351, 10309047, 5, 65, 209, 328, 414, 286, 0.970396, 0.967588, 1, 1, 0.967709, 309, 0, 0, 0, 0, 0
344, 198, 387, 10309047, 5, 45, 65, 191, 226, 209, 0.967761, 1, 1, 0.770469, 0.967588, 309, 0, 0, 0, 0, 0
522, 198, 387, 10309047, 5, 45, 65, 191, 209, 226, 0.967761, 1, 0.967822, 1, 0.770469, 309, 0, 0, 0, 0, 0
565, 201, 412, 10309047, 5, 45, 65, 191, 209, 286, 0.967761, 1, 1, 1, 0.967709, 309, 0, 0, 0, 0, 0
286, 219, 398, 10309305, 6, 291, 45, 191, 418, 65, 1, 1, 1, 0.548494, 0.862551, 309, 0, 0, 0, 0, 0
209, 201, 446, 10309305, 6, 492, 113, 65, 226, 419, 0.950002, 0.846191, 1, 0.647092, 0.604403, 309, 0, 0, 0, 0, 0
191, 248, 398, 10309305, 6, 546, 45, 290, 478, 418, 0.697775, 1, 0.645283, 0.604918, 0.548494, 309, 0, 0, 0, 0, 0
65, 201, 486, 10309305, 6, 331, 226, 288, 113, 492, 0.962019, 1, 0.697903, 0.846191, 0.687424, 309, 0, 0, 0, 0, 0
493, 412, 198, 10312801, 5, 41, 88, 125, 49, 118, 1, 0.966598, 0.7928, 0.822936, 0.968615, 309, 0, 0, 0, 0, 0
558, 412, 198, 10312801, 5, 41, 88, 49, 118, 117, 1, 1, 0.844871, 0.968615, 1, 309, 0, 0, 0, 0, 0
323, 401, 220, 10312801, 5, 340, 41, 234, 118, 546, 0.824121, 1, 0.646227, 0.968615, 0.483269, 309, 0, 0, 0, 0, 0
118, 401, 245, 10312801, 5, 523, 41, 427, 489, 546, 0.879022, 1, 0.602622, 0.566274, 0.477627, 309, 0, 0, 0, 0, 0
113, 198, 532, 10313505, 7, 67, 337, 214, 288, 230, 0.967346, 0.967411, 0.966581, 1, 0.859253, 309, 0, 0, 0, 0, 0
226, 198, 564, 10313505, 7, 67, 230, 107, 214, 337, 1, 0.96666, 0.859031, 1, 0.967411, 309, 0, 0, 0, 0, 0
331, 198, 584, 10313505, 7, 107, 230, 67, 337, 214, 0.96641, 1, 1, 1, 0.966581, 309, 0, 0, 0, 0, 0
492, 198, 587, 10313505, 7, 107, 230, 67, 337, 214, 1, 1, 1, 1, 1, 309, 0, 0, 0, 0, 0
288, 201, 618, 10313506, 7, 107, 230, 67, 519, 258, 0.96641, 0.96801, 1, 0.872896, 0.779505, 309, 0, 0, 0, 0, 0
337, 216, 598, 10313959, 8, 408, 107, 20, 230, 325, 1, 1, 0.795484, 1, 0.538416, 309, 0, 0, 0, 0, 0
230, 236, 598, 10313959, 8, 320, 107, 20, 484, 96, 0.916536, 1, 0.686025, 0.475426, 0.441241, 309, 0, 0, 0, 0, 0
214, 201, 645, 10313959, 8, 107, 362, 230, 67, 10, 0.858989, 1, 0.966613, 1, 0.842107, 309, 0, 0, 0, 0, 0
67, 201, 691, 10313959, 8, 258, 480, 519, 307, 470, 1, 0.844387, 1, 0.928415, 0.842482, 309, 0, 0, 0, 0, 0
232, 422, 198, 10316924, 5, 125, 88, 49, 41, 299, 0.930432, 1, 0.844451, 0.862732, 0.637622, 309, 0, 0, 0, 0, 0
41, 401, 288, 10317001, 6, 234, 546, 329, 116, 489, 1, 0.906092, 0.721757, 0.846439, 0.699863, 309, 0, 0, 0, 0, 0
427, 398, 387, 10317001, 6, 334, 227, 104, 24, 169, 1, 0.877993, 1, 0.969394, 1, 309, 0, 0, 0, 0, 0
