source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
17, 112, 201, 10299999, 1, 27, 153, 267, 226, 215, 1, 1, 1, 0.96917, 1, 203, 0, 0, 1, 0, 0, 1
215, 181, 201, 10300200, 2, 178, 27, 23, 153, 126, 0.88246, 1, 1, 1, 0.971262, 203, 0, 0, 0, 0, 0, 0
267, 201, 212, 10300200, 2, 259, 254, 27, 174, 23, 0.60475, 0.2751, 0.971198, 0.845592, 0.969531, 203, 1, 1, 0, 0, 0, 1
153, 241, 198, 10300200, 2, 178, 218, 27, 23, 71, 1, 0.825996, 1, 0.75408, 0.539366, 203, 0, 1, 0, 0, 0, 0
27, 278, 198, 10300200, 2, 221, 264, 292, 218, 71, 1, 0.846738, 0.687988, 0.703928, 0.755113, 203, 0, 1, 1, 0, 0, 1
71, 323, 201, 10300510, 3, 88, 112, 280, 221, 292, 0.971123, 1, 0.970231, 1, 1, 203, 0, 0, 1, 0, 1, 0
218, 380, 201, 10300510, 3, 88, 41, 112, 221, 292, 1, 1, 0.971392, 1, 1, 203, 0, 0, 0, 0, 1, 0
264, 387, 201, 10300510, 3, 292, 268, 216, 88, 41, 1, 1, 0.438134, 1, 1, 203, 1, 1, 1, 0, 0, 0
292, 412, 198, 10300510, 3, 49, 88, 41, 112, 216, 0.95076, 1, 1, 1, 0.430635, 203, 0, 0, 0, 0, 1, 0
221, 418, 198, 10300511, 3, 266, 88, 41, 112, 216, 0.648198, 1, 0.861716, 1, 0.551065, 203, 1, 0, 0, 0, 1, 1
112, 448, 198, 10300912, 4, 266, 216, 88, 116, 49, 0.635503, 0.551034, 1, 0.726496, 0.79766, 203, 1, 1, 0, 0, 0, 0
88, 495, 198, 10300912, 4, 266, 216, 102, 131, 116, 0.964168, 0.96431, 0.12103, 0.703454, 0.75509, 203, 1, 0, 1, 0, 0, 1
216, 581, 201, 10300912, 4, 266, 209, 270, 86, 194, 1, 0.137245, 0.159735, 0.932949, 0.137898, 203, 1, 1, 1, 0, 1, 0
116, 553, 201, 10305112, 5, 266, 190, 75, 214, 194, 1, 0.121066, 0.120725, 0.190174, 0.18902, 203, 1, 1, 1, 1, 1, 0
216, 581, 201, 10305112, 5, 266, 209, 270, 86, 194, 1, 0.137166, 0.159628, 0.932036, 0.137818, 203, 1, 1, 1, 0, 1, 0
266, 587, 201, 10305112, 5, 47, 102, 209, 295, 249, 0.932272, 1, 0.304488, 0.189917, 0.303187, 203, 0, 0, 1, 1, 1, 1
131, 648, 198, 10305112, 5, 295, 214, 270, 249, 274, 0.759668, 0.699587, 0.60214, 0.469849, 0.431373, 203, 1, 1, 1, 1, 1, 0
102, 677, 198, 10305526, 6, 295, 270, 274, 227, 120, 0.604308, 0.478852, 0.468921, 0.323821, 0.242216, 203, 1, 1, 1, 1, 1, 1
47, 598, 316, 10305526, 6, 21, 85, 187, 138, 114, 0.970279, 0.784446, 1, 0.754541, 0.537609, 203, 0, 0, 0, 0, 1, 1
187, 598, 359, 10305811, 7, 21, 114, 124, 35, 85, 1, 0.860149, 0.611451, 0.646496, 0.430025, 203, 0, 0, 0, 0, 0, 0
21, 601, 487, 10305811, 7, 287, 220, 124, 85, 10000000, 0.648247, 0.722581, 0.754178, 0.860051, 0, 203, 1, 0, 0, 0, 1, 1
85, 598, 515, 10306173, 8, 287, 4, 220, 250, 124, 1, 1, 1, 0.863852, 1, 203, 1, 0, 0, 1, 0, 0
124, 598, 552, 10306173, 8, 4, 296, 287, 250, 263, 1, 0.787222, 1, 0.971833, 0.304771, 203, 0, 1, 1, 1, 1, 0
220, 598, 580, 10306173, 8, 84, 4, 287, 122, 213, 0.862436, 1, 0.972333, 0.971014, 0.433906, 203, 0, 0, 1, 0, 1, 0
287, 598, 587, 10306173, 8, 296, 4, 122, 250, 84, 1, 1, 1, 1, 0.754631, 203, 1, 0, 0, 0, 0, 1
250, 620, 598, 10306457, 9, 84, 137, 122, 4, 90, 1, 0.724162, 1, 0.860893, 0.603492, 203, 0, 0, 0, 0, 0, 0
122, 642, 598, 10306458, 9, 137, 90, 84, 273, 228, 0.878294, 0.963325, 1, 0.5397, 0.465717, 203, 0, 0, 0, 1, 1, 1
4, 601, 690, 10306458, 9, 296, 263, 213, 185, 84, 1, 0.648143, 0.956722, 0.963164, 0.539006, 203, 1, 1, 0, 0, 0, 1
23, 201, 285, 10308400, 3, 259, 265, 174, 13, 254, 1, 0.5657, 1, 0.968506, 0.635595, 203, 1, 1, 0, 0, 0, 0
174, 198, 351, 10308400, 3, 265, 65, 259, 186, 254, 1, 1, 1, 1, 1, 203, 1, 0, 1, 0, 0, 0
259, 198, 387, 10308400, 3, 45, 172, 65, 186, 251, 0.971016, 1, 0.967406, 1, 1, 203, 0, 0, 0, 0, 0, 1
251, 219, 398, 10308723, 4, 45, 172, 162, 65, 18, 1, 1, 0.645698, 0.859886, 0.431754, 203, 0, 0, 0, 0, 0, 0
