source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
180, 198, 153, 10299999, 1, 174, 13, 23, 126, 226, 1, 1, 1, 1, 1, 101, 0, 0, 0, 0, 0
226, 201, 218, 10300200, 2, 259, 174, 23, 206, 265, 0.7257, 0.825274, 0.969531, 0.60338, 0.361788, 101, 1, 0, 0, 1, 1
126, 201, 244, 10300200, 2, 265, 13, 259, 186, 23, 0.872602, 1, 0.469335, 0.413203, 1, 101, 1, 0, 1, 1, 0
23, 201, 285, 10312400, 3, 259, 174, 265, 13, 254, 1, 1, 0.565274, 0.968089, 0.635191, 101, 1, 0, 1, 0, 0
13, 198, 315, 10312400, 3, 265, 259, 239, 65, 186, 1, 1, 0.862244, 0.96699, 1, 101, 1, 1, 1, 0, 0
259, 198, 387, 10312400, 3, 45, 65, 172, 186, 251, 0.970597, 0.96699, 1, 1, 1, 101, 0, 0, 0, 0, 0
259, 198, 387, 10316600, 4, 45, 65, 172, 186, 251, 0.970158, 0.966554, 1, 1, 1, 101, 0, 0, 0, 0, 0
265, 201, 412, 10316600, 4, 65, 45, 172, 186, 251, 1, 0.862362, 1, 1, 1, 101, 0, 0, 0, 0, 0
186, 201, 446, 10316600, 4, 65, 45, 172, 10000000, 10000000, 1, 0.754567, 0.860938, 0, 0, 101, 0, 0, 0, 1, 1
251, 219, 398, 10317040, 5, 45, 172, 162, 65, 186, 1, 1, 0.645121, 0.859118, 0.966848, 101, 0, 0, 0, 0, 0
186, 201, 446, 10317040, 5, 65, 45, 172, 10000000, 10000000, 1, 0.754531, 0.860897, 0, 0, 101, 0, 0, 0, 1, 1
172, 248, 398, 10317041, 5, 18, 45, 162, 255, 65, 0.961195, 1, 0.723978, 0.568261, 0.751728, 101, 0, 0, 0, 1, 0
65, 201, 486, 10317041, 5, 67, 191, 10000000, 10000000, 10000000, 0.215611, 0.685595, 0, 0, 0, 101, 1, 0, 1, 1, 1
191, 201, 646, 10317429, 6, 279, 67, 10, 107, 10000000, 0.215421, 1, 0.844538, 0.646396, 0, 101, 1, 0, 0, 0, 1
67, 201, 690, 10321629, 7, 279, 223, 10, 55, 173, 0.322985, 1, 0.861601, 0.43823, 0.322042, 101, 1, 0, 0, 0, 0
10, 198, 713, 10321629, 7, 279, 248, 173, 55, 223, 1, 0.860239, 1, 0.968917, 1, 101, 1, 1, 0, 0, 0
279, 201, 812, 10321630, 7, 3, 130, 248, 55, 59, 1, 1, 1, 1, 1, 101, 0, 0, 0, 0, 0
248, 220, 798, 10322057, 8, 196, 3, 95, 258, 130, 0.793095, 0.968376, 0.823662, 0.643917, 1, 101, 0, 0, 0, 1, 0
130, 248, 798, 10322057, 8, 196, 288, 3, 258, 204, 0.929893, 0.79445, 1, 0.635606, 0.478184, 101, 0, 1, 0, 1, 0
55, 201, 880, 10322057, 8, 248, 3, 130, 10000000, 10000000, 0.860199, 0.645584, 0.752218, 0, 0, 101, 1, 0, 0, 1, 1
3, 275, 798, 10322057, 8, 288, 204, 258, 196, 95, 0.753044, 0.751287, 0.723385, 0.685037, 0.75349, 101, 1, 0, 1, 0, 0
59, 198, 919, 10322057, 8, 199, 106, 55, 10000000, 10000000, 0.754895, 0.645807, 1, 0, 0, 101, 1, 0, 0, 1, 1
95, 318, 801, 10322367, 9, 82, 288, 258, 204, 196, 1, 1, 1, 1, 1, 101, 0, 1, 1, 0, 0
196, 354, 801, 10322367, 9, 82, 288, 258, 31, 204, 1, 1, 1, 0.861706, 1, 101, 0, 1, 1, 0, 0
204, 381, 801, 10322367, 9, 82, 294, 31, 52, 288, 1, 0.758416, 1, 0.686954, 1, 101, 0, 1, 0, 0, 1
258, 387, 801, 10322367, 9, 33, 82, 263, 31, 52, 1, 1, 0.779532, 1, 1, 101, 0, 0, 1, 0, 0
288, 387, 801, 10322367, 9, 294, 82, 31, 33, 135, 1, 1, 1, 0.537414, 0.361253, 101, 1, 0, 0, 0, 0
31, 401, 882, 10322730, 10, 82, 10000000, 10000000, 10000000, 10000000, 0.64481, 0, 0, 0, 0, 101, 0, 1, 1, 1, 1
82, 483, 798, 10322730, 10, 234, 135, 271, 294, 33, 0.911267, 0.957875, 0.843285, 0.793978, 0.537393, 101, 1, 0, 1, 1, 0
135, 551, 801, 10322730, 10, 6, 175, 217, 296, 263, 1, 0.968024, 1, 1, 1, 101, 0, 0, 0, 1, 1
45, 282, 398, 10325241, 6, 160, 162, 255, 18, 198, 1, 0.843806, 0.645013, 0.841718, 0.215022, 101, 0, 0, 1, 0, 1
18, 311, 401, 10325241, 6, 24, 160, 255, 198, 256, 0.965279, 1, 1, 0.967598, 0.967384, 101, 0, 0, 1, 0, 1
162, 354, 401, 10325241, 6, 256, 24, 104, 160, 198, 1, 1, 0.966066, 1, 1, 101, 1, 0, 0, 0, 0
255, 401, 416, 10325512, 7, 24, 104, 79, 148, 160, 0.965251, 1, 0.214471, 0.188372, 0.966716, 101, 0, 0, 1, 1, 0
160, 445, 398, 10325512, 7, 138, 24, 53, 35, 104, 0.906776, 1, 0.754575, 0.437251, 0.751363, 101, 0, 0, 0, 0, 0
24, 486, 398, 10325512, 7, 35, 114, 138, 53, 21, 0.874502, 0.565554, 0.645359, 0.754575, 0.215154, 101, 0, 0, 0, 0, 1
53, 516, 401, 10325770, 8, 35, 81, 114, 21, 138, 1, 0.907615, 1, 0.753018, 1, 101, 0, 0, 0, 0, 0
138, 555, 401, 10325771, 8, 35, 21, 114, 211, 81, 1, 0.860592, 1, 0.322076, 0.411807, 101, 0, 0, 0, 1, 0
114, 644, 398, 10325771, 8, 260, 93, 81, 211, 35, 0.645013, 0.1207, 0.925624, 0.751511, 1, 101, 1, 1, 0, 0, 0
33, 520, 801, 10326930, 11, 6, 175, 217, 294, 271, 1, 1, 1, 1, 1, 101, 0, 0, 0, 1, 1
135, 551, 801, 10326930, 11, 6, 175, 217, 296, 263, 1, 0.967587, 1, 1, 1, 101, 0, 0, 0, 1, 1
234, 578, 801, 10326930, 11, 6, 175, 217, 296, 263, 1, 1, 1, 1, 1, 101, 0, 0, 0, 1, 1
294, 587, 801, 10326930, 11, 6, 175, 217, 296, 263, 1, 0.967587, 1, 1, 1, 101, 0, 0, 0, 1, 1
263, 598, 787, 10327266, 12, 6, 175, 297, 217, 109, 0.967946, 1, 1, 1, 0.902916, 101, 0, 0, 1, 0, 0
296, 598, 787, 10327266, 12, 6, 175, 217, 225, 109, 1, 1, 1, 0.322687, 0.536311, 101, 0, 0, 0, 1, 0
217, 619, 798, 10327266, 12, 6, 175, 272, 200, 192, 1, 0.967552, 0.410322, 0.361819, 0.231567, 101, 0, 0, 1, 0, 1
175, 648, 798, 10327266, 12, 272, 6, 192, 200, 127, 1, 1, 0.378464, 0.375509, 0.317629, 101, 1, 0, 0, 0, 1
6, 685, 798, 10327266, 12, 272, 200, 225, 57, 192, 0.860901, 0.70054, 0.537812, 0.431744, 0.429779, 101, 1, 0, 1, 0, 0
272, 812, 798, 10327668, 13, 57, 192, 69, 51, 127, 0.969259, 1, 0.966763, 0.644472, 1, 101, 0, 0, 0, 0, 0
200, 821, 798, 10327668, 13, 51, 57, 192, 229, 69, 0.949039, 0.969259, 1, 0.602785, 0.859345, 101, 0, 0, 0, 0, 0
192, 850, 798, 10327668, 13, 57, 177, 51, 291, 284, 1, 0.722231, 0.751884, 0.636808, 0.546999, 101, 0, 0, 0, 1, 1
192, 850, 798, 10328069, 14, 57, 177, 51, 291, 284, 1, 0.722196, 0.751851, 0.636768, 0.546969, 101, 0, 0, 0, 1, 1
