source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
270, 219, -1, 10299999, 1, 341, 380, 413, 157, 303, 1, 0.798601, 0.871829, 0.137896, 0.361702, 63, 1, 1, 1, 1, 1, 1
380, 387, 1, 10300200, 2, 5, 159, 48, 157, 258, 0.971886, 1, 0.862408, 1, 1, 63, 0, 0, 0, 0, 0, 0
341, 401, 12, 10300200, 2, 139, 5, 48, 100, 418, 0.864131, 0.971886, 0.862408, 0.761681, 0.646044, 63, 0, 0, 0, 0, 1, 1
48, 401, 79, 10300614, 3, 264, 346, 418, 100, 139, 0.864158, 0.823863, 0.757938, 0.912839, 0.726736, 63, 1, 1, 1, 0, 0, 0
100, 398, 115, 10300614, 3, 118, 439, 389, 322, 41, 0.972915, 1, 1, 1, 0.863313, 63, 0, 1, 1, 1, 0, 0
139, 398, 156, 10300615, 3, 118, 41, 454, 428, 332, 0.972915, 0.863313, 1, 1, 1, 63, 0, 0, 1, 1, 1, 1
332, 387, 201, 10300951, 4, 41, 88, 118, 117, 49, 1, 0.97103, 1, 1, 0.725315, 63, 0, 0, 0, 0, 0, 0
428, 387, 201, 10300951, 4, 41, 88, 118, 117, 228, 1, 0.97103, 1, 0.967704, 0.647783, 63, 0, 0, 0, 0, 1, 0
454, 387, 201, 10300951, 4, 218, 420, 41, 88, 324, 1, 1, 1, 0.97103, 0.776325, 63, 0, 1, 0, 0, 1, 0
118, 401, 245, 10300951, 4, 438, 317, 218, 324, 41, 0.87752, 0.773728, 0.756387, 0.603579, 1, 63, 1, 1, 0, 1, 0, 1
41, 401, 287, 10300951, 4, 480, 388, 324, 228, 438, 0.885326, 0.795058, 0.754205, 0.971674, 0.635196, 63, 1, 1, 1, 0, 1, 0
41, 401, 287, 10301274, 5, 480, 388, 324, 228, 438, 0.8852, 0.795017, 0.754179, 0.97164, 0.635163, 63, 1, 1, 1, 0, 1, 0
324, 398, 387, 10301274, 5, 224, 24, 115, 104, 167, 1, 0.972753, 0.944103, 0.970917, 1, 63, 0, 0, 0, 0, 0, 0
