source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
249, 201, 218, 10299999, 1, 363, 366, 305, 399, 386, 0.773277, 0.569345, 0.5378, 0.482919, 0.431075, 203, 1, 1, 1, 1, 1, 1
165, -1, 137, 11299999, 1, 32, 176, 379, 346, 284, 0.970853, 1, 1, 1, 1, 321, 0, 0, 1, 1, 0, 0
379, 1, 212, 11300200, 2, 56, 32, 216, 348, 176, 0.972064, 1, 1, 0.756419, 1, 321, 0, 0, 0, 1, 0, 0
346, 1, 212, 11300200, 2, 348, 191, 56, 32, 216, 0.648359, 0.159005, 0.972064, 1, 1, 321, 1, 1, 0, 0, 0, 0
284, 1, 225, 11300200, 2, 191, 32, 348, 56, 43, 0.870586, 1, 0.540299, 0.864056, 0.10781, 321, 0, 0, 1, 0, 1, 0
176, 1, 259, 11300200, 2, 348, 32, 56, 64, 191, 1, 1, 0.756049, 0.758524, 0.468603, 321, 1, 0, 0, 0, 0, 1
32, 1, 297, 11304400, 3, 348, 174, 282, 43, 64, 0.972098, 1, 0.724953, 0.411902, 0.96011, 321, 1, 0, 0, 0, 0, 0
64, -1, 305, 11304400, 3, 43, 348, 191, 282, 174, 1, 1, 1, 1, 1, 321, 0, 1, 0, 0, 0, 0
348, -1, 386, 11304400, 3, 110, 43, 221, 191, 50, 0.970596, 1, 1, 1, 0.822886, 321, 0, 0, 0, 0, 0, 1
191, 1, 459, 11304401, 3, 328, 370, 374, 390, 340, 1, 0.863697, 0.685251, 0.647343, 0.323423, 321, 1, 1, 1, 1, 1, 0
221, 40, 398, 11304671, 4, 274, 336, 262, 110, 83, 0.871409, 0.870496, 0.845417, 1, 0.753483, 321, 0, 1, 0, 0, 0, 1
191, 1, 459, 11304672, 4, 328, 370, 374, 390, 340, 1, 0.863672, 0.685225, 0.647324, 0.323413, 321, 1, 1, 1, 1, 1, 0
43, 1, 488, 11304672, 4, 370, 390, 328, 340, 374, 1, 0.755211, 0.635654, 0.539022, 0.540104, 321, 1, 1, 1, 1, 1, 1
50, -1, 508, 11304672, 4, 374, 328, 390, 370, 340, 1, 1, 1, 1, 1, 321, 1, 1, 1, 1, 1, 0
340, -1, 587, 11308872, 5, 34, 134, 214, 28, 259, 0.967591, 1, 1, 1, 1, 321, 0, 0, 0, 0, 0, 0
370, -1, 587, 11308872, 5, 103, 34, 134, 28, 259, 1, 0.967591, 1, 1, 1, 321, 0, 0, 0, 0, 0, 1
390, -1, 587, 11308872, 5, 103, 34, 134, 28, 259, 1, 0.967591, 1, 1, 1, 321, 0, 0, 0, 0, 0, 0
374, 1, 612, 11308872, 5, 34, 134, 28, 259, 275, 0.967591, 1, 1, 1, 0.700212, 321, 0, 0, 0, 0, 1, 0
328, 1, 612, 11308872, 5, 34, 134, 28, 242, 259, 0.860081, 1, 1, 0.821353, 1, 321, 0, 0, 0, 0, 0, 0
259, 25, 598, 11309130, 6, 34, 103, 189, 134, 210, 1, 0.957337, 0.698569, 1, 0.430483, 321, 0, 0, 0, 0, 1, 0
134, 55, 598, 11309130, 6, 103, 34, 276, 189, 210, 0.967613, 1, 0.362763, 0.36267, 0.273686, 321, 0, 0, 1, 1, 1, 0
103, 95, 601, 11309130, 6, 107, 276, 210, 189, 67, 0.971637, 1, 0.860966, 1, 0.75438, 321, 0, 0, 0, 0, 0, 1
28, 1, 698, 11309130, 6, 242, 275, 214, 34, 142, 0.972022, 0.726349, 0.725692, 0.537536, 0.322469, 321, 0, 0, 0, 0, 0, 1
189, 146, 601, 11309531, 7, 107, 210, 276, 20, 67, 0.971595, 1, 1, 0.796484, 0.862112, 321, 0, 0, 0, 0, 0, 0
107, 286, 598, 11309532, 7, 162, 182, 20, 96, 154, 0.569738, 0.688567, 0.962665, 0.215388, 0.18981, 321, 0, 0, 0, 0, 1, 1
20, 300, 601, 11309816, 8, 96, 162, 154, 79, 182, 1, 1, 0.86235, 0.755029, 1, 321, 0, 0, 0, 0, 0, 0
182, 344, 601, 11309816, 8, 96, 162, 154, 79, 16, 1, 1, 1, 0.86289, 0.378983, 321, 0, 0, 0, 0, 0, 1
