source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
367, 1, 212, 10299999, 1, 56, 32, 217, 177, 175, 0.969203, 0.96785, 1, 1, 0.484397, 227, 0, 0, 0, 0, 0, 1
177, 1, 247, 10300200, 2, 369, 192, 32, 64, 56, 0.430379, 0.703877, 0.967829, 0.761405, 0.753808, 227, 1, 0, 0, 0, 0, 0
217, 45, 198, 10300200, 2, 408, 17, 243, 56, 313, 1, 0.962104, 0.724023, 1, 0.479763, 227, 1, 0, 0, 0, 1, 1
32, 1, 281, 10300200, 2, 369, 175, 64, 286, 192, 0.823017, 1, 0.725185, 0.53791, 0.476274, 227, 1, 0, 0, 0, 0, 1
64, -1, 319, 10304400, 3, 369, 318, 43, 192, 286, 1, 0.96746, 0.969173, 1, 1, 227, 1, 1, 0, 0, 0, 0
175, -1, 355, 10304400, 3, 369, 43, 192, 222, 461, 1, 0.969173, 1, 0.967508, 0.302776, 227, 1, 0, 0, 0, 1, 0
286, -1, 381, 10304400, 3, 272, 43, 110, 222, 192, 0.875369, 1, 0.861998, 1, 1, 227, 0, 0, 0, 0, 0, 0
369, -1, 387, 10304400, 3, 476, 110, 43, 50, 222, 1, 0.969748, 1, 0.879285, 1, 227, 1, 0, 0, 0, 0, 1
222, 30, 398, 10304658, 4, 83, 266, 110, 158, 467, 0.958505, 0.688132, 0.969721, 0.646678, 0.603037, 227, 0, 0, 0, 0, 1, 0
110, 60, 398, 10304658, 4, 83, 266, 467, 481, 421, 1, 0.84768, 0.823473, 0.6361, 0.648151, 227, 0, 0, 1, 1, 1, 1
43, 1, 474, 10304658, 4, 461, 410, 446, 488, 476, 1, 1, 0.879734, 0.752432, 0.687205, 227, 1, 1, 1, 1, 1, 1
50, -1, 520, 10304659, 4, 446, 414, 349, 488, 476, 1, 1, 0.967629, 0.967413, 1, 227, 1, 1, 1, 1, 1, 0
56, 83, 198, 10308400, 3, 160, 313, 17, 243, 130, 1, 1, 1, 0.686767, 0.687075, 227, 0, 0, 0, 0, 0, 0
17, 112, 201, 10308400, 3, 160, 253, 313, 408, 335, 0.969091, 1, 1, 1, 1, 227, 0, 0, 0, 1, 1, 1
243, 181, 201, 10308400, 3, 71, 27, 23, 465, 133, 0.933178, 1, 0.967499, 0.781796, 1, 227, 0, 0, 0, 1, 0, 0
83, 121, 401, 10308858, 5, 45, 189, 278, 316, 481, 0.967736, 1, 1, 1, 1, 227, 0, 0, 0, 0, 1, 1
266, 179, 401, 10308859, 5, 324, 45, 65, 189, 206, 1, 0.967736, 0.967765, 0.966876, 1, 227, 1, 0, 0, 0, 0, 0
