source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
249, 201, 218, 10299999, 1, 363, 366, 305, 399, 386, 0.773277, 0.569345, 0.5378, 0.482919, 0.431075, 63, 1, 1, 1, 1, 1, 1
170, 261, -1, 11299999, 1, 320, 288, 373, 254, 158, 0.920064, 0.363042, 0.323283, 0.275502, 0.159614, 51, 1, 1, 1, 1, 1, 0
60, 198, 73, 12299999, 1, 132, 249, 313, 368, 23, 1, 1, 1, 1, 0.861759, 281, 0, 0, 1, 1, 0, 0
313, 201, 215, 12300200, 2, 229, 23, 13, 132, 193, 0.933238, 1, 0.966726, 1, 0.797479, 281, 0, 0, 0, 0, 0, 1
132, 201, 271, 12308400, 3, 299, 311, 229, 23, 366, 0.932897, 0.931164, 1, 1, 0.757561, 281, 0, 1, 0, 0, 1, 0
13, 198, 287, 12308400, 3, 205, 299, 311, 363, 65, 0.970118, 1, 1, 1, 0.861554, 281, 0, 0, 1, 1, 0, 0
23, 201, 312, 12308400, 3, 363, 305, 366, 229, 311, 0.951742, 1, 0.963299, 1, 0.698373, 281, 1, 1, 1, 0, 1, 0
193, 198, 324, 12308400, 3, 65, 205, 299, 311, 363, 1, 1, 1, 1, 1, 281, 0, 0, 0, 1, 1, 0
229, 198, 361, 12308400, 3, 222, 65, 205, 299, 274, 1, 0.969249, 1, 1, 1, 281, 0, 0, 0, 0, 0, 1
299, 201, 434, 12308672, 4, 210, 276, 65, 205, 188, 1, 0.867265, 1, 1, 0.970272, 281, 0, 0, 0, 0, 0, 0
205, 201, 472, 12308672, 4, 276, 65, 222, 113, 67, 0.791091, 1, 0.863215, 0.755776, 0.323764, 281, 0, 0, 0, 0, 0, 0
65, 201, 512, 12308672, 4, 10, 210, 276, 222, 67, 1, 0.686765, 0.634174, 0.722821, 0.323764, 281, 0, 0, 0, 0, 0, 1
222, 198, 542, 12312872, 5, 67, 210, 276, 271, 136, 1, 1, 1, 0.137025, 0.136767, 281, 0, 0, 0, 1, 1, 1
276, 201, 630, 12325072, 6, 324, 67, 107, 210, 10, 0.189242, 1, 0.860749, 1, 0.645926, 281, 1, 0, 0, 0, 0, 1
210, 201, 671, 12333272, 7, 246, 324, 67, 178, 107, 1, 1, 1, 0.752826, 0.644993, 281, 0, 1, 0, 0, 0, 0
10, 198, 682, 12333273, 7, 324, 271, 190, 246, 295, 0.965763, 0.752163, 1, 1, 1, 281, 1, 1, 0, 0, 0, 0
67, 201, 720, 12333273, 7, 324, 246, 295, 55, 190, 0.965763, 0.93909, 0.960253, 0.565498, 0.476068, 281, 1, 0, 0, 0, 0, 1
295, 198, 763, 12337473, 8, 271, 55, 136, 59, 190, 1, 1, 0.859701, 1, 1, 281, 0, 0, 0, 0, 0, 0
324, 201, 815, 12337473, 8, 136, 3, 271, 55, 190, 1, 0.85878, 1, 1, 1, 281, 0, 0, 0, 0, 0, 1
246, 201, 835, 12337473, 8, 136, 3, 271, 55, 190, 0.967163, 0.751433, 1, 1, 1, 281, 0, 0, 0, 0, 0, 0
190, 201, 873, 12337473, 8, 136, 3, 172, 55, 271, 0.752238, 0.644085, 1, 1, 0.859227, 281, 0, 0, 0, 0, 1, 0
271, 235, 798, 12337731, 9, 352, 3, 136, 215, 95, 0.953427, 0.966101, 1, 0.750882, 0.843197, 281, 1, 0, 0, 0, 0, 1
190, 201, 873, 12337731, 9, 136, 3, 172, 55, 271, 0.752217, 0.644067, 1, 1, 0.859203, 281, 0, 0, 0, 0, 1, 0
55, 201, 905, 12337731, 9, 296, 136, 3, 172, 10000000, 1, 0.537298, 0.322034, 1, 0, 281, 0, 1, 0, 0, 1, 1
136, 271, 798, 12345931, 10, 352, 227, 215, 3, 95, 1, 0.75301, 0.842017, 0.965251, 0.937991, 281, 1, 0, 0, 0, 0, 0
95, 289, 801, 12345931, 10, 82, 181, 292, 352, 304, 1, 1, 0.964535, 1, 1, 281, 0, 0, 0, 1, 1, 0
3, 304, 798, 12345931, 10, 352, 181, 304, 227, 292, 0.96532, 0.751148, 0.749974, 0.75301, 0.600077, 281, 1, 0, 1, 0, 1, 0
215, 327, 801, 12345931, 10, 82, 181, 169, 292, 352, 1, 1, 0.107437, 0.960123, 1, 281, 0, 0, 1, 0, 1, 0
352, 387, 801, 12345932, 10, 82, 33, 181, 31, 257, 1, 1, 1, 1, 0.763147, 281, 0, 0, 0, 0, 0, 1
181, 472, 798, 12346229, 11, 257, 384, 358, 317, 82, 0.959685, 0.859035, 0.857998, 0.860573, 1, 281, 0, 1, 1, 1, 0, 0
33, 496, 801, 12346229, 11, 194, 240, 337, 387, 384, 0.967471, 1, 1, 1, 1, 281, 0, 0, 1, 1, 1, 0
