source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
243, 181, 201, 10299999, 1, 71, 27, 23, 465, 133, 0.93501, 1, 0.968374, 0.786965, 1, 153, 0, 0, 0, 1, 0, 1
133, 201, 244, 10300200, 2, 406, 486, 481, 458, 327, 0.882358, 0.646782, 0.60611, 0.602847, 0.484041, 153, 1, 1, 1, 1, 1, 0
23, 201, 284, 10300200, 2, 234, 458, 494, 472, 327, 1, 0.759272, 0.755453, 0.723741, 0.688457, 153, 0, 1, 1, 1, 1, 1
27, 277, 198, 10300200, 2, 454, 226, 332, 428, 322, 1, 0.82336, 0.647493, 0.6468, 0.604556, 153, 1, 1, 1, 1, 1, 1
332, 387, 201, 10304400, 3, 41, 88, 118, 117, 49, 1, 0.970668, 1, 1, 0.725012, 153, 0, 0, 0, 0, 0, 0
428, 387, 201, 10304400, 3, 41, 88, 118, 117, 228, 1, 0.970668, 1, 0.967345, 0.647541, 153, 0, 0, 0, 0, 1, 0
322, 412, 198, 10304400, 3, 291, 41, 49, 244, 88, 1, 1, 0.972431, 0.864177, 1, 153, 0, 0, 0, 0, 0, 0
226, 422, 198, 10304400, 3, 291, 88, 244, 49, 41, 1, 1, 0.799111, 0.864383, 0.862961, 153, 0, 0, 0, 0, 0, 1
234, 198, 379, 10308400, 3, 65, 113, 189, 45, 206, 0.967812, 0.880143, 0.966924, 0.860252, 0.971555, 153, 0, 0, 0, 0, 0, 1
327, 198, 387, 10308400, 3, 223, 45, 65, 319, 189, 1, 0.967783, 0.967812, 0.792957, 0.966924, 153, 0, 0, 0, 1, 0, 0
458, 198, 387, 10308400, 3, 45, 65, 189, 206, 278, 0.967783, 0.967812, 0.966924, 1, 1, 153, 0, 0, 0, 0, 0, 0
494, 198, 387, 10308400, 3, 45, 189, 206, 65, 278, 0.967783, 0.966924, 1, 0.860278, 1, 153, 0, 0, 0, 0, 0, 0
472, 201, 412, 10308400, 3, 45, 65, 189, 206, 113, 0.967783, 0.967812, 0.966924, 1, 0.634821, 153, 0, 0, 0, 0, 0, 0
88, 495, 198, 10308601, 4, 138, 291, 123, 420, 334, 1, 1, 0.963655, 0.724982, 0.687309, 153, 0, 0, 0, 1, 1, 1
49, 513, 201, 10308601, 4, 420, 384, 334, 289, 102, 1, 0.859449, 0.967287, 0.752183, 0.968147, 153, 1, 1, 1, 1, 0, 0
244, 581, 201, 10308601, 4, 47, 114, 420, 334, 237, 0.907311, 0.96966, 1, 0.967287, 0.189783, 153, 0, 0, 1, 1, 1, 0
206, 201, 446, 10308827, 4, 280, 319, 223, 65, 113, 0.441839, 0.859871, 0.846919, 0.967768, 0.759155, 153, 1, 1, 0, 0, 0, 0
65, 201, 486, 10308827, 4, 319, 223, 113, 280, 67, 0.949374, 0.754997, 0.82464, 0.538332, 0.465399, 153, 1, 0, 0, 0, 0, 1
113, 198, 532, 10309125, 5, 67, 211, 280, 179, 319, 0.97161, 0.967791, 1, 0.765861, 1, 153, 0, 0, 0, 0, 1, 0
223, 198, 564, 10309125, 5, 185, 433, 67, 10, 211, 0.120975, 0.240825, 1, 0.908568, 0.967791, 153, 1, 1, 0, 0, 0, 1
123, 553, 201, 10312801, 5, 384, 420, 334, 237, 114, 1, 1, 1, 0.305238, 0.86153, 153, 1, 1, 1, 1, 0, 0
334, 587, 201, 10312801, 5, 491, 207, 450, 340, 460, 1, 0.932798, 0.865533, 0.786774, 0.762279, 153, 1, 0, 1, 1, 1, 0
420, 587, 201, 10312801, 5, 379, 294, 114, 102, 47, 0.909767, 0.915556, 1, 1, 0.756408, 153, 1, 0, 0, 0, 0, 0
291, 620, 198, 10312801, 5, 493, 460, 399, 340, 390, 1, 1, 1, 0.698287, 0.647517, 153, 1, 1, 1, 1, 1, 1
211, 201, 645, 10313325, 6, 376, 433, 345, 107, 67, 0.608852, 0.431743, 0.189172, 0.847076, 1, 153, 1, 1, 1, 0, 0, 0
67, 201, 691, 10313325, 6, 433, 376, 345, 250, 179, 0.954882, 0.644579, 0.756688, 0.912969, 1, 153, 1, 1, 1, 0, 0, 1
10, 198, 712, 10313325, 6, 345, 433, 376, 275, 191, 0.968248, 0.971422, 0.966868, 0.860152, 1, 153, 1, 1, 1, 1, 0, 0
390, 787, 201, 10317002, 6, 58, 127, 307, 254, 99, 1, 1, 1, 1, 1, 153, 0, 0, 0, 0, 0, 0
460, 812, 198, 10317002, 6, 58, 127, 254, 307, 99, 0.97019, 1, 1, 0.84545, 1, 153, 0, 0, 0, 0, 0, 1
254, 801, 219, 10321202, 7, 58, 127, 40, 188, 111, 1, 1, 0.567917, 0.410642, 0.158694, 153, 0, 0, 0, 0, 1, 0
127, 801, 246, 10321202, 7, 40, 58, 188, 111, 10000000, 0.928811, 1, 0.31696, 0.215169, 0, 153, 0, 0, 0, 1, 1, 1
99, 878, 198, 10321202, 7, 119, 307, 44, 127, 58, 0.240527, 0.965739, 0.965975, 0.646693, 0.538751, 153, 1, 0, 0, 1, 0, 0
179, 198, 757, 10321525, 7, 433, 376, 345, 442, 427, 1, 1, 0.967395, 0.378648, 0.303416, 153, 1, 1, 1, 1, 1, 0
376, 198, 787, 10321525, 7, 3, 137, 275, 55, 59, 0.966891, 1, 0.966819, 1, 0.955713, 153, 0, 0, 0, 0, 0, 0
433, 198, 787, 10321525, 7, 3, 137, 275, 55, 191, 0.966891, 1, 0.966819, 1, 1, 153, 0, 0, 0, 0, 0, 1
345, 201, 812, 10321526, 7, 3, 137, 275, 495, 55, 0.966891, 1, 0.966819, 1, 1, 153, 0, 0, 0, 1, 0, 0
250, 201, 820, 10321526, 7, 137, 3, 55, 275, 427, 1, 0.752026, 1, 0.859395, 0.927041, 153, 0, 0, 0, 0, 1, 0
275, 220, 798, 10321888, 8, 393, 3, 95, 137, 216, 0.874547, 1, 0.794484, 1, 0.636703, 153, 1, 0, 0, 0, 0, 0
137, 247, 798, 10321888, 8, 95, 326, 3, 216, 232, 1, 0.72367, 1, 0.696538, 0.60189, 153, 0, 1, 0, 0, 0, 1
191, 201, 846, 10321888, 8, 275, 372, 442, 495, 427, 0.751941, 0.753868, 0.699571, 0.633102, 0.53777, 153, 1, 1, 1, 1, 1, 0
55, 201, 880, 10321888, 8, 3, 137, 173, 300, 10000000, 0.537141, 0.647123, 0.792791, 1, 0, 153, 0, 1, 0, 0, 1, 1
58, 801, 289, 10325402, 8, 40, 188, 111, 10000000, 10000000, 0.845382, 0.482616, 0.27388, 0, 0, 153, 0, 0, 0, 1, 1, 0
40, 798, 322, 10325402, 8, 111, 387, 407, 328, 287, 0.967822, 0.965192, 0.968169, 0.967596, 0.858006, 153, 0, 1, 1, 1, 1, 1
188, 798, 359, 10325402, 8, 111, 387, 469, 407, 328, 1, 1, 1, 1, 1, 153, 0, 1, 1, 1, 1, 0
3, 276, 798, 10326088, 9, 232, 216, 326, 393, 95, 1, 0.957494, 0.843854, 0.722851, 0.724183, 153, 0, 0, 1, 1, 0, 0
95, 318, 801, 10326088, 9, 82, 182, 308, 296, 393, 1, 1, 1, 1, 1, 153, 0, 0, 0, 0, 1, 1
232, 381, 801, 10326088, 9, 142, 82, 182, 33, 31, 0.910713, 1, 1, 0.756637, 1, 153, 0, 0, 0, 0, 0, 0
326, 387, 801, 10326088, 9, 142, 82, 182, 52, 31, 1, 1, 1, 1, 1, 153, 0, 0, 0, 0, 0, 0
393, 387, 801, 10326489, 10, 371, 82, 182, 261, 31, 0.273889, 1, 1, 0.695863, 1, 153, 1, 0, 0, 1, 0, 0
308, 419, 798, 10326489, 10, 398, 261, 142, 82, 338, 1, 1, 0.934655, 1, 0.723464, 153, 1, 0, 0, 0, 1, 0
182, 444, 798, 10326489, 10, 261, 451, 358, 82, 33, 0.927817, 0.757478, 0.720869, 1, 0.751096, 153, 0, 1, 1, 0, 0, 0
82, 484, 798, 10326489, 10, 6, 338, 398, 142, 478, 1, 0.965897, 0.960686, 0.959711, 0.860471, 153, 0, 1, 1, 0, 1, 1
142, 551, 801, 10326904, 11, 195, 6, 245, 112, 453, 1, 0.858911, 1, 0.966224, 1, 153, 0, 0, 0, 0, 1, 0
338, 587, 801, 10326904, 11, 6, 195, 112, 245, 453, 0.966275, 1, 1, 1, 1, 153, 0, 0, 0, 0, 1, 1
398, 587, 801, 10326904, 11, 6, 195, 112, 245, 453, 0.966275, 1, 1, 1, 1, 153, 0, 0, 0, 0, 1, 0
478, 587, 801, 10326904, 11, 6, 195, 112, 245, 109, 0.966275, 1, 1, 1, 0.863665, 153, 0, 0, 0, 0, 0, 0
453, 612, 798, 10331104, 12, 6, 195, 112, 245, 323, 0.965839, 1, 1, 1, 0.376922, 153, 0, 0, 0, 0, 1, 0
245, 619, 798, 10331104, 12, 227, 6, 195, 252, 112, 0.752731, 0.965839, 1, 0.321653, 0.965789, 153, 1, 0, 0, 1, 0, 0
112, 601, 858, 10331104, 12, 320, 6, 220, 195, 109, 0.601158, 0.643893, 0.945621, 0.753077, 0.722998, 153, 1, 0, 0, 0, 0, 0
195, 646, 798, 10331104, 12, 6, 323, 252, 227, 134, 1, 0.565383, 0.360747, 0.215278, 0.120334, 153, 0, 1, 1, 1, 1, 0
6, 685, 798, 10331104, 12, 227, 323, 212, 57, 252, 0.901113, 0.901421, 0.603562, 0.378641, 0.321653, 153, 1, 1, 0, 0, 1, 1
323, 812, 798, 10331532, 13, 57, 51, 69, 212, 134, 1, 0.84462, 0.968985, 1, 1, 153, 0, 0, 0, 0, 0, 0
227, 822, 798, 10331532, 13, 51, 57, 329, 350, 212, 1, 1, 0.756861, 0.721308, 1, 153, 0, 0, 1, 1, 0, 1
212, 849, 798, 10331803, 14, 231, 57, 329, 256, 51, 0.759107, 1, 0.756822, 0.646316, 0.6851, 153, 1, 0, 1, 0, 0, 0
57, 889, 798, 10331803, 14, 256, 231, 329, 396, 51, 1, 0.905456, 0.868835, 0.686322, 0.844592, 153, 0, 1, 1, 1, 0, 1
173, 198, 956, 10334088, 9, 219, 106, 10000000, 10000000, 10000000, 0.861212, 0.64431, 0, 0, 0, 153, 0, 0, 1, 1, 1, 0
300, 198, 979, 10334088, 9, 106, 219, 10000000, 10000000, 10000000, 0.85908, 1, 0, 0, 0, 153, 0, 0, 1, 1, 1, 0
51, 920, 801, 10336003, 15, 231, 63, 396, 329, 204, 1, 0.751647, 1, 1, 0.860183, 153, 0, 0, 1, 1, 0, 0
256, 980, 801, 10336003, 15, 63, 204, 231, 101, 396, 1, 1, 1, 0.600898, 1, 153, 0, 0, 0, 0, 1, 1
396, 1001, 812, 10336003, 15, 153, 63, 101, 204, 441, 1, 1, 0.755693, 1, 0.681601, 153, 0, 0, 0, 0, 1, 0
396, 1001, 812, 10336261, 16, 153, 63, 101, 204, 441, 1, 1, 0.755657, 1, 0.681577, 153, 0, 0, 0, 0, 1, 0
231, 1001, 818, 10336261, 16, 153, 63, 101, 354, 475, 1, 1, 0.841231, 0.76822, 0.685616, 153, 0, 0, 0, 1, 1, 0
204, 1001, 841, 10336261, 16, 101, 153, 63, 422, 441, 0.950613, 0.7531, 1, 0.793765, 0.643367, 153, 0, 0, 0, 1, 1, 0
63, 1001, 879, 10336261, 16, 153, 415, 354, 462, 342, 1, 1, 1, 0.820731, 0.681609, 153, 0, 1, 1, 1, 1, 1
342, 998, 991, 10336533, 17, 153, 262, 475, 462, 441, 0.968243, 1, 1, 1, 1, 153, 0, 1, 1, 1, 1, 0
462, 998, 991, 10336533, 17, 153, 262, 475, 441, 415, 0.968243, 1, 1, 1, 1, 153, 0, 1, 1, 1, 1, 0
354, 991, 1001, 10336533, 17, 153, 422, 262, 462, 441, 0.968243, 1, 1, 1, 1, 153, 0, 1, 1, 1, 1, 0
44, 914, 201, 10337402, 8, 119, 229, 307, 193, 10000000, 0.859469, 0.968166, 1, 1, 0, 153, 0, 0, 0, 0, 1, 0
307, 980, 201, 10337402, 8, 119, 229, 92, 392, 10000000, 1, 1, 0.474289, 0.137188, 0, 153, 0, 0, 0, 1, 1, 0
109, 598, 924, 10339304, 13, 320, 343, 401, 257, 141, 1, 0.968168, 0.964995, 0.858297, 0.751504, 153, 1, 1, 1, 1, 0, 0
220, 598, 965, 10339304, 13, 141, 80, 257, 401, 343, 0.966219, 0.750318, 1, 1, 1, 153, 0, 0, 0, 1, 1, 0
320, 598, 985, 10339304, 13, 80, 141, 257, 401, 343, 0.842142, 1, 1, 1, 1, 153, 0, 0, 0, 1, 1, 0
343, 612, 998, 10339744, 14, 36, 80, 141, 148, 285, 1, 1, 1, 0.548605, 0.429802, 153, 0, 0, 0, 0, 0, 0
401, 612, 998, 10339744, 14, 80, 36, 141, 148, 285, 1, 0.720707, 1, 0.643125, 0.599843, 153, 0, 0, 0, 0, 0, 0
257, 619, 998, 10339744, 14, 80, 437, 141, 36, 148, 1, 0.60182, 1, 0.63332, 0.535938, 153, 0, 1, 0, 0, 0, 0
229, 1001, 227, 10341602, 9, 302, 92, 119, 385, 122, 0.844182, 0.819131, 1, 0.377007, 0.273013, 153, 0, 0, 0, 1, 0, 0
119, 1001, 257, 10341602, 9, 249, 385, 92, 302, 122, 1, 0.754014, 0.963466, 0.750653, 0.644681, 153, 0, 1, 0, 0, 0, 0
92, 998, 310, 10341913, 10, 25, 128, 249, 392, 385, 0.966031, 1, 1, 1, 1, 153, 0, 0, 0, 1, 1, 0
122, 998, 353, 10341913, 10, 25, 128, 249, 392, 385, 1, 1, 1, 1, 1, 153, 0, 0, 0, 1, 1, 0
302, 998, 378, 10341913, 10, 213, 72, 395, 25, 362, 1, 1, 0.870115, 0.966031, 0.769288, 153, 0, 0, 1, 0, 1, 0
385, 1001, 412, 10341913, 10, 395, 25, 72, 128, 370, 1, 1, 0.749719, 1, 0.603368, 153, 1, 0, 0, 0, 1, 0
249, 1001, 419, 10341913, 10, 447, 25, 72, 497, 259, 1, 1, 0.841999, 0.723302, 0.696267, 153, 1, 0, 0, 1, 1, 0
25, 1001, 482, 10342327, 11, 447, 497, 395, 213, 72, 0.930068, 0.84381, 0.819124, 0.85722, 1, 153, 1, 1, 1, 0, 0, 0
72, 998, 521, 10342327, 11, 54, 146, 259, 447, 424, 0.963844, 1, 1, 1, 1, 153, 0, 0, 0, 1, 1, 0
497, 998, 587, 10342327, 11, 396, 54, 146, 259, 447, 1, 0.963844, 1, 1, 1, 153, 1, 0, 0, 0, 1, 0
447, 1001, 612, 10342328, 11, 54, 204, 39, 146, 314, 1, 0.748914, 0.752844, 1, 0.642315, 153, 0, 0, 0, 0, 0, 0
146, 1001, 643, 10342690, 12, 54, 39, 396, 152, 231, 1, 0.752814, 0.428259, 0.43001, 0.375297, 153, 0, 0, 1, 0, 0, 0
54, 1001, 686, 10342690, 12, 63, 231, 314, 39, 396, 1, 0.902491, 0.963435, 1, 0.634851, 153, 0, 0, 0, 0, 1, 0
39, 998, 711, 10342690, 12, 63, 204, 396, 231, 314, 1, 0.967011, 1, 0.963723, 1, 153, 0, 0, 1, 0, 0, 0
39, 998, 711, 10343052, 13, 63, 204, 396, 231, 314, 1, 0.966973, 1, 0.963686, 1, 153, 0, 0, 1, 0, 0, 0
314, 998, 780, 10343052, 13, 63, 204, 101, 231, 396, 1, 1, 0.767181, 1, 1, 153, 0, 0, 0, 0, 1, 0
396, 1001, 812, 10343052, 13, 153, 63, 101, 204, 441, 1, 1, 0.754688, 1, 0.680946, 153, 0, 0, 0, 0, 1, 0
231, 1001, 818, 10343052, 13, 153, 63, 101, 354, 475, 1, 1, 0.840545, 0.764233, 0.684979, 153, 0, 0, 0, 1, 1, 0
422, 991, 1001, 10344733, 18, 153, 354, 262, 462, 441, 0.96739, 1, 1, 1, 1, 153, 0, 1, 1, 1, 1, 0
441, 998, 991, 10344733, 18, 153, 262, 475, 462, 415, 0.96739, 1, 1, 1, 1, 153, 0, 1, 1, 1, 1, 0
462, 998, 991, 10344733, 18, 153, 262, 475, 441, 415, 0.96739, 1, 1, 1, 1, 153, 0, 1, 1, 1, 1, 0
262, 998, 983, 10344733, 18, 153, 10000000, 10000000, 10000000, 10000000, 0.96739, 0, 0, 0, 0, 153, 0, 1, 1, 1, 1, 0
