source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
243, 181, 201, 10299999, 1, 365, 332, 346, 27, 23, 1, 1, 0.785573, 1, 0.968372, 227, 1, 1, 1, 0, 0
365, 198, 187, 10300200, 2, 472, 458, 27, 23, 13, 1, 1, 1, 0.968351, 0.874363, 227, 1, 1, 0, 0, 0
23, 201, 284, 10300200, 2, 333, 403, 481, 234, 327, 0.920304, 0.915412, 0.90916, 1, 0.794462, 227, 1, 1, 1, 0, 1
27, 277, 198, 10300200, 2, 428, 322, 332, 198, 439, 1, 0.934469, 0.916446, 1, 0.705156, 227, 1, 1, 1, 0, 1
27, 277, 198, 10300640, 3, 428, 322, 332, 198, 439, 1, 0.934373, 0.916323, 1, 0.705084, 227, 1, 1, 1, 0, 1
23, 201, 284, 10300640, 3, 333, 403, 481, 234, 327, 0.92018, 0.915289, 0.909039, 1, 0.794407, 227, 1, 1, 1, 0, 1
13, 198, 315, 10300640, 3, 481, 472, 403, 333, 486, 1, 1, 0.970256, 0.968359, 1, 227, 1, 1, 1, 1, 1
198, 356, 201, 10308840, 4, 88, 118, 117, 41, 226, 0.970202, 1, 1, 0.862544, 1, 227, 0, 0, 0, 0, 0
332, 387, 201, 10308840, 4, 438, 41, 88, 118, 384, 1, 1, 0.970202, 1, 0.793535, 227, 1, 0, 0, 0, 1
428, 387, 201, 10308840, 4, 218, 41, 384, 88, 118, 1, 1, 0.869339, 0.970202, 1, 227, 0, 0, 1, 0, 0
322, 412, 198, 10308840, 4, 334, 420, 244, 114, 41, 1, 0.483306, 0.968379, 0.107737, 1, 227, 1, 1, 0, 1, 0
118, 401, 245, 10309202, 5, 317, 470, 438, 228, 41, 1, 1, 1, 0.845564, 0.970325, 227, 1, 1, 1, 0, 0
41, 401, 288, 10309202, 5, 218, 391, 104, 324, 438, 0.936154, 0.964391, 0.784756, 0.861182, 0.788302, 227, 0, 1, 0, 1, 1
88, 495, 198, 10309203, 5, 334, 420, 114, 291, 123, 1, 0.845749, 0.241661, 0.7578, 0.844017, 227, 1, 1, 1, 0, 0
234, 198, 379, 10312840, 4, 206, 65, 45, 278, 316, 0.971088, 0.859864, 0.85984, 1, 1, 227, 0, 0, 0, 0, 0
327, 198, 387, 10312840, 4, 45, 189, 206, 65, 278, 0.96732, 0.966461, 1, 0.859864, 1, 227, 0, 0, 0, 0, 0
403, 201, 412, 10312840, 4, 45, 189, 65, 223, 206, 0.96732, 0.966461, 0.859864, 0.684837, 1, 227, 0, 0, 0, 0, 0
481, 201, 412, 10312840, 4, 65, 189, 45, 206, 223, 0.967347, 0.966461, 0.85984, 0.971088, 0.547869, 227, 0, 0, 0, 0, 0
324, 398, 387, 10313403, 6, 104, 24, 224, 167, 115, 1, 0.971478, 0.78291, 1, 0.765642, 227, 0, 0, 0, 0, 0
