source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
197, 45, 198, 10299999, 1, 56, 17, 215, 123, 226, 1, 0.825027, 0.685898, 0.638892, 0.484844, 1, 0, 0, 0, 0, 1
56, 82, 198, 10300200, 2, 123, 215, 17, 27, 226, 0.961666, 0.861017, 0.860221, 0.431643, 0.430733, 1, 0, 0, 0, 0, 1
17, 112, 201, 10300200, 2, 27, 153, 267, 226, 240, 1, 1, 1, 0.969149, 0.863321, 1, 0, 0, 1, 0, 1
123, 159, 201, 10300200, 2, 178, 27, 126, 153, 23, 1, 1, 0.971262, 1, 0.861806, 1, 0, 0, 0, 0, 0
215, 181, 201, 10300200, 2, 23, 178, 27, 126, 153, 1, 0.88246, 1, 0.971262, 1, 1, 0, 0, 0, 0, 0
17, 112, 201, 10300549, 3, 27, 153, 267, 226, 240, 1, 1, 1, 0.969112, 0.863289, 1, 0, 0, 1, 0, 1
123, 159, 201, 10300549, 3, 178, 27, 126, 153, 23, 1, 1, 0.971225, 1, 0.861773, 1, 0, 0, 0, 0, 0
215, 181, 201, 10300549, 3, 23, 178, 27, 126, 153, 1, 0.882324, 1, 0.971225, 1, 1, 0, 0, 0, 0, 0
126, 201, 244, 10300937, 4, 265, 13, 23, 174, 259, 0.872322, 1, 1, 0.540438, 0.469254, 1, 1, 0, 0, 0, 1
153, 241, 198, 10300937, 4, 178, 218, 27, 292, 264, 1, 0.825913, 1, 0.322885, 0.362855, 1, 0, 1, 0, 1, 1
178, 356, 201, 10300938, 4, 280, 88, 292, 268, 41, 1, 1, 1, 1, 0.861676, 1, 1, 0, 1, 1, 0
280, 398, 187, 10301300, 5, 41, 112, 88, 221, 111, 1, 1, 0.863147, 1, 0.60337, 1, 0, 0, 0, 0, 0
268, 412, 198, 10301300, 5, 41, 88, 216, 49, 112, 1, 1, 0.787759, 0.79761, 1, 1, 0, 0, 1, 0, 0
292, 412, 198, 10301300, 5, 41, 49, 88, 112, 216, 1, 0.950618, 1, 1, 0.430599, 1, 0, 0, 0, 0, 1
88, 495, 198, 10301300, 5, 266, 102, 216, 131, 116, 0.964123, 0.121024, 0.964258, 0.70339, 0.755059, 1, 1, 1, 0, 0, 0
221, 418, 198, 10301597, 6, 266, 88, 41, 112, 216, 0.648122, 1, 0.861615, 1, 0.550982, 1, 1, 0, 0, 0, 1
112, 448, 198, 10301597, 6, 266, 216, 88, 116, 49, 0.635434, 0.550982, 1, 0.726435, 0.797573, 1, 1, 1, 0, 0, 0
41, 401, 287, 10301597, 6, 198, 255, 201, 111, 256, 1, 0.93393, 0.754015, 0.824874, 0.604948, 1, 0, 1, 0, 0, 1
111, 398, 347, 10301920, 7, 104, 198, 255, 256, 201, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0
201, 398, 375, 10301920, 7, 104, 198, 255, 160, 24, 1, 1, 1, 0.861486, 0.752655, 1, 0, 0, 1, 0, 0
256, 398, 387, 10301920, 7, 104, 24, 198, 160, 255, 1, 0.9677, 1, 0.969172, 1, 1, 0, 0, 0, 0, 1
255, 401, 415, 10301920, 7, 104, 24, 160, 198, 79, 1, 0.9677, 0.969172, 1, 0.215015, 1, 0, 0, 0, 0, 1
116, 553, 201, 10305500, 6, 266, 190, 75, 214, 194, 1, 0.12106, 0.12072, 0.19016, 0.189006, 1, 1, 1, 1, 1, 1
216, 581, 201, 10305500, 6, 266, 209, 270, 194, 86, 1, 0.137159, 0.159618, 0.137811, 0.931952, 1, 1, 1, 1, 1, 0
