source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
490, 8, -1, 10299999, 1, 492, 484, 347, 409, 351, 1, 1, 1, 0.972487, 0.786189, 36, 1, 1, 1, 1, 1
347, 8, -1, 10300199, 2, 11, 8, 38, 161, 151, 1, 0.972787, 0.863252, 1, 0.754882, 36, 0, 0, 0, 0, 0
409, 8, -1, 10300199, 2, 351, 11, 288, 449, 8, 1, 1, 0.773157, 0.774195, 1, 36, 1, 0, 1, 1, 0
484, 8, -1, 10300199, 2, 492, 490, 409, 347, 436, 1, 1, 1, 1, 0.539154, 36, 1, 1, 1, 1, 1
492, 8, -1, 10300199, 2, 436, 11, 38, 8, 161, 0.913978, 1, 0.949148, 1, 1, 36, 1, 0, 0, 0, 0
161, 1, 41, 10300536, 3, 405, 171, 351, 448, 419, 0.215047, 0.159123, 0.158857, 0.120779, 0.705149, 36, 1, 1, 1, 1, 1
8, 79, -1, 10300536, 3, 448, 425, 436, 364, 344, 1, 0.933779, 0.862616, 0.86205, 0.755745, 36, 1, 1, 1, 1, 1
11, 1, 81, 10300536, 3, 364, 436, 405, 448, 489, 0.24169, 0.120762, 0.215047, 0.137845, 0.91583, 36, 1, 1, 1, 1, 1
436, 187, 1, 10300536, 3, 448, 351, 405, 380, 292, 1, 1, 0.967713, 0.645238, 0.120749, 36, 1, 1, 1, 1, 1
351, 212, -1, 10300846, 4, 341, 98, 124, 150, 7, 0.921834, 0.862165, 1, 0.843614, 1, 36, 1, 0, 0, 0, 0
405, 212, -1, 10300846, 4, 413, 466, 449, 425, 344, 1, 0.938237, 1, 1, 1, 36, 1, 1, 1, 1, 1
448, 212, -1, 10300846, 4, 62, 98, 124, 7, 150, 1, 0.862165, 1, 1, 0.756079, 36, 0, 0, 0, 0, 0
380, 387, 1, 10300847, 4, 48, 159, 5, 258, 157, 0.862348, 1, 0.971818, 1, 1, 36, 0, 0, 0, 0, 0
124, 201, 49, 10301208, 5, 98, 253, 365, 60, 133, 1, 0.567186, 0.551143, 0.540184, 0.363437, 36, 0, 0, 1, 0, 0
7, 280, -1, 10301208, 5, 413, 380, 341, 157, 466, 1, 0.958136, 0.921731, 0.242137, 0.645119, 36, 1, 1, 1, 1, 1
62, 318, 1, 10301209, 5, 5, 258, 157, 466, 413, 0.97178, 1, 1, 1, 1, 36, 0, 0, 0, 1, 1
150, 353, 1, 10301209, 5, 380, 466, 413, 341, 315, 1, 1, 1, 0.968217, 0.216128, 36, 1, 1, 1, 1, 1
413, 401, 12, 10301571, 6, 346, 159, 48, 100, 418, 0.686462, 1, 0.754496, 0.602996, 0.482248, 36, 1, 0, 0, 0, 1
466, 401, 12, 10301571, 6, 418, 264, 100, 159, 48, 0.947251, 0.938022, 0.756266, 1, 0.754496, 36, 1, 0, 0, 0, 0
258, 401, 19, 10301571, 6, 48, 100, 139, 159, 418, 0.862281, 0.756266, 0.688666, 1, 0.482248, 36, 0, 0, 0, 0, 1
157, 447, -1, 10301571, 6, 359, 423, 321, 315, 374, 0.799717, 0.794179, 0.319379, 0.24196, 0.610489, 36, 1, 1, 1, 1, 1
5, 487, -1, 10301571, 6, 359, 321, 423, 374, 432, 0.95966, 0.56713, 0.688544, 0.823649, 0.605486, 36, 1, 1, 1, 1, 1
