source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
364, 187, 1, 10299999, 1, 341, 98, 7, 124, 171, 1, 1, 1, 1, 1, 462, 1, 0, 0, 0, 0, 1
124, 201, 49, 10300200, 2, 98, 253, 365, 60, 133, 1, 0.567294, 0.55122, 0.540243, 0.363481, 462, 0, 0, 1, 0, 0, 0
171, 248, -1, 10300200, 2, 341, 380, 5, 413, 466, 0.922017, 0.860348, 0, 0.48241, 0.430126, 462, 1, 1, 1, 1, 1, 1
98, 201, 76, 10300200, 2, 23, 253, 365, 267, 200, 0.914953, 0.703299, 0.645917, 0.646202, 0.689506, 462, 0, 0, 1, 0, 0, 1
200, 198, 153, 10304400, 3, 23, 13, 133, 253, 313, 0.967916, 0.910027, 1, 1, 1, 462, 0, 0, 0, 0, 0, 0
267, 198, 179, 10304400, 3, 403, 13, 23, 472, 406, 1, 0.938896, 0.967916, 0.793926, 0.774491, 462, 1, 0, 0, 1, 1, 0
365, 198, 187, 10304400, 3, 194, 27, 13, 133, 23, 1, 1, 0.872766, 1, 0.860369, 462, 0, 0, 0, 0, 0, 0
253, 201, 218, 10304400, 3, 472, 403, 458, 494, 486, 0.793926, 0.478551, 0.411533, 0.323619, 0.323245, 462, 1, 1, 1, 1, 1, 0
23, 201, 285, 10304400, 3, 234, 458, 494, 472, 327, 1, 0.758668, 0.755111, 0.723375, 0.688059, 462, 0, 1, 1, 1, 1, 1
234, 198, 379, 10304711, 4, 65, 113, 189, 45, 206, 0.968196, 0.881574, 0.967307, 0.860593, 0.971943, 462, 0, 0, 0, 0, 0, 1
327, 198, 387, 10304711, 4, 223, 45, 65, 319, 189, 1, 0.968167, 0.968196, 0.795283, 0.967307, 462, 0, 0, 0, 1, 0, 0
