source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
313, 218, 198, 10299999, 1, 439, 27, 454, 23, 160, 0.777907, 1, 0.758265, 0.860777, 1, 197, 1, 0, 1, 0, 0, 0
160, 242, 198, 10300200, 2, 71, 332, 27, 454, 198, 0.966782, 0.755408, 1, 0.686621, 0.686513, 197, 0, 1, 0, 1, 0, 1
27, 277, 198, 10300200, 2, 454, 226, 332, 428, 322, 1, 0.82336, 0.647493, 0.6468, 0.604556, 197, 1, 1, 1, 1, 1, 0
454, 387, 201, 10300200, 2, 218, 420, 41, 88, 324, 1, 1, 1, 0.971108, 0.776777, 197, 0, 1, 0, 0, 1, 0
439, 412, 198, 10300200, 2, 420, 291, 334, 41, 88, 0.477647, 0.275634, 0.304143, 1, 1, 197, 1, 1, 1, 0, 0, 1
88, 495, 198, 10300549, 3, 138, 291, 123, 420, 334, 1, 1, 0.964725, 0.725688, 0.688071, 197, 0, 0, 0, 1, 1, 1
41, 401, 287, 10300549, 3, 480, 388, 324, 228, 438, 0.885484, 0.795108, 0.754238, 0.971716, 0.635237, 197, 1, 1, 1, 0, 1, 1
420, 587, 201, 10300550, 3, 379, 294, 114, 102, 47, 0.913159, 0.918992, 1, 1, 0.758164, 197, 1, 0, 0, 0, 0, 1
114, 601, 262, 10300964, 4, 379, 47, 450, 435, 207, 0.913044, 1, 0.726593, 0.639885, 0.64582, 197, 1, 0, 1, 1, 0, 1
102, 677, 198, 10300964, 4, 366, 390, 337, 474, 399, 1, 0.934082, 0.758007, 0.753297, 0.60959, 197, 1, 1, 1, 1, 1, 1
47, 598, 315, 10300964, 4, 180, 290, 368, 21, 450, 1, 1, 1, 0.86449, 1, 197, 0, 0, 1, 0, 1, 0
47, 598, 315, 10309164, 5, 180, 290, 368, 21, 450, 1, 1, 1, 0.863724, 1, 197, 0, 0, 1, 0, 1, 0
207, 598, 359, 10309164, 5, 21, 180, 290, 368, 121, 1, 1, 1, 1, 0.863772, 197, 0, 0, 0, 1, 0, 0
379, 598, 387, 10309164, 5, 21, 180, 121, 35, 290, 0.97169, 1, 1, 0.862681, 1, 197, 0, 0, 0, 0, 0, 1
435, 598, 387, 10309164, 5, 353, 85, 21, 180, 121, 1, 0.949208, 0.97169, 1, 1, 197, 1, 0, 0, 0, 0, 0
450, 598, 387, 10309164, 5, 85, 21, 180, 121, 35, 0.953732, 0.97169, 1, 1, 0.862681, 197, 0, 0, 0, 0, 0, 0
290, 601, 419, 10309539, 6, 353, 21, 131, 35, 248, 0.94624, 0.97165, 0.773014, 0.862647, 0.644627, 197, 1, 0, 0, 0, 1, 0
