source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
17, 112, 201, 10299999, 1, 160, 253, 313, 408, 335, 0.969968, 1, 1, 1, 1, 252, 0, 0, 0, 1, 1, 1
335, 201, 212, 10300200, 2, 486, 458, 327, 481, 234, 0.538985, 0.538417, 0.484041, 0.484338, 0.432031, 252, 1, 1, 1, 1, 1, 0
408, 201, 212, 10300200, 2, 23, 27, 133, 13, 160, 0.968353, 0.968835, 1, 0.723139, 1, 252, 0, 0, 0, 0, 0, 0
160, 242, 198, 10300200, 2, 71, 332, 27, 454, 198, 0.966782, 0.755408, 1, 0.686621, 0.686513, 252, 0, 1, 0, 1, 0, 1
27, 277, 198, 10300640, 3, 454, 226, 322, 332, 428, 1, 0.82331, 0.604523, 0.647462, 0.64677, 252, 1, 1, 1, 1, 1, 0
71, 323, 201, 10300640, 3, 485, 439, 389, 322, 465, 1, 1, 1, 1, 0.970683, 252, 1, 1, 1, 1, 1, 1
198, 356, 201, 10300640, 3, 88, 118, 41, 117, 226, 0.971062, 1, 0.863311, 1, 1, 252, 0, 0, 0, 0, 0, 0
332, 387, 201, 10300640, 3, 41, 88, 118, 117, 228, 1, 0.971062, 1, 1, 0.604601, 252, 0, 0, 0, 0, 0, 0
454, 387, 201, 10300640, 3, 218, 420, 41, 324, 88, 1, 1, 1, 0.776512, 0.971062, 252, 0, 1, 0, 1, 0, 0
389, 412, 198, 10300937, 4, 420, 291, 244, 41, 334, 0.688942, 0.21548, 0.43225, 1, 0.380496, 252, 1, 1, 1, 0, 1, 0
439, 412, 198, 10300937, 4, 291, 420, 334, 114, 41, 0.275606, 0.477591, 0.304075, 0.215658, 1, 252, 1, 1, 1, 1, 0, 0
485, 412, 198, 10300937, 4, 334, 420, 244, 41, 114, 0.645389, 0.636788, 0.540313, 1, 0.120952, 252, 1, 1, 1, 0, 1, 1
322, 412, 198, 10300937, 4, 291, 41, 49, 244, 88, 1, 1, 0.972795, 0.8645, 1, 252, 0, 0, 0, 0, 0, 0
41, 401, 287, 10301326, 5, 480, 228, 388, 324, 438, 0.885179, 0.971635, 0.79501, 0.754175, 0.635158, 252, 1, 0, 1, 1, 1, 0
244, 581, 201, 10301326, 5, 47, 420, 334, 237, 114, 0.909312, 1, 0.968044, 0.190045, 0.970421, 252, 0, 1, 1, 1, 0, 0
334, 587, 201, 10301326, 5, 207, 450, 491, 340, 460, 0.935301, 0.869853, 1, 0.793942, 0.769006, 252, 0, 1, 1, 1, 1, 1
207, 598, 359, 10301663, 6, 21, 180, 290, 368, 455, 1, 1, 1, 1, 1, 252, 0, 0, 0, 1, 1, 1
450, 598, 387, 10301663, 6, 85, 21, 180, 290, 121, 0.95487, 0.972477, 1, 1, 1, 252, 0, 0, 0, 0, 0, 0
455, 587, 401, 10301947, 7, 21, 125, 180, 35, 328, 0.972447, 1, 1, 1, 0.783885, 252, 0, 0, 0, 0, 1, 0
368, 601, 412, 10301947, 7, 464, 21, 85, 248, 180, 0.919618, 0.972447, 0.861269, 0.685914, 1, 252, 1, 0, 0, 1, 0, 0
290, 601, 419, 10301947, 7, 353, 21, 131, 248, 85, 0.947601, 0.972447, 0.777577, 0.645154, 0.722852, 252, 1, 0, 0, 1, 0, 0
180, 601, 445, 10301947, 7, 304, 248, 21, 131, 430, 0.909899, 0.752679, 0.972447, 0.725689, 0.647538, 252, 1, 1, 0, 0, 1, 0
21, 601, 487, 10301947, 7, 187, 248, 430, 353, 131, 0.940369, 0.860205, 0.845834, 0.687597, 0.761389, 252, 0, 0, 1, 1, 0, 1
131, 598, 552, 10302387, 8, 4, 187, 19, 304, 277, 0.968833, 1, 0.863752, 1, 0.971809, 252, 0, 0, 0, 0, 1, 0
248, 598, 580, 10302387, 8, 4, 187, 84, 304, 277, 0.968833, 1, 0.862304, 1, 1, 252, 0, 0, 0, 0, 0, 0
353, 598, 587, 10302387, 8, 19, 4, 187, 304, 277, 1, 0.968085, 1, 1, 1, 252, 0, 0, 0, 0, 0, 0
430, 598, 587, 10302387, 8, 19, 4, 187, 241, 84, 1, 0.968833, 1, 0.777634, 0.862304, 252, 0, 0, 0, 1, 0, 0
187, 601, 646, 10302388, 8, 483, 19, 4, 241, 331, 1, 1, 0.968833, 0.753773, 0.648034, 252, 1, 0, 0, 0, 1, 1
4, 601, 690, 10302763, 9, 331, 205, 19, 483, 400, 0.756009, 0.755413, 0.966805, 0.63495, 0.483913, 252, 1, 0, 0, 1, 1, 0
19, 598, 711, 10302763, 9, 398, 451, 478, 261, 338, 0.863221, 0.863144, 0.862672, 0.861452, 0.860767, 252, 1, 1, 1, 1, 1, 0
241, 598, 778, 10302763, 9, 6, 195, 245, 453, 426, 0.861143, 0.971203, 1, 1, 1, 252, 0, 0, 0, 1, 1, 0
483, 598, 787, 10302763, 9, 6, 195, 252, 245, 453, 0.968786, 1, 0.570892, 1, 1, 252, 0, 0, 1, 0, 1, 1
453, 612, 798, 10303203, 10, 6, 195, 245, 323, 227, 0.96874, 1, 1, 0.378915, 0.362655, 252, 0, 0, 0, 1, 1, 0
245, 619, 798, 10303203, 10, 6, 227, 195, 252, 323, 0.96874, 0.768879, 1, 0.322618, 0.159748, 252, 0, 1, 0, 1, 1, 0
195, 646, 798, 10303203, 10, 6, 323, 252, 227, 134, 1, 0.568372, 0.361962, 0.215927, 0.120739, 252, 0, 1, 1, 1, 1, 0
6, 685, 798, 10303203, 10, 323, 227, 212, 252, 57, 0.909042, 0.908729, 0.605602, 0.322618, 0.380651, 252, 1, 1, 0, 1, 0, 1
227, 822, 798, 10303631, 11, 252, 323, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 252, 0, 1, 1, 1, 1, 1
323, 812, 798, 10307831, 12, 252, 10000000, 10000000, 10000000, 10000000, 1, 0, 0, 0, 0, 252, 0, 1, 1, 1, 1, 0
228, 398, 373, 10313526, 6, 104, 218, 317, 283, 480, 1, 0.970737, 1, 1, 1, 252, 0, 0, 1, 0, 1, 0
324, 398, 387, 10313526, 6, 224, 115, 24, 104, 167, 1, 0.941923, 0.971467, 0.969636, 1, 252, 0, 0, 0, 0, 0, 0
388, 401, 412, 10313526, 6, 317, 24, 104, 115, 167, 1, 1, 1, 0.722415, 1, 252, 1, 0, 0, 0, 0, 0
438, 401, 412, 10313526, 6, 224, 24, 104, 115, 167, 1, 1, 0.969636, 0.752291, 1, 252, 0, 0, 0, 0, 0, 0
480, 401, 412, 10313526, 6, 317, 155, 24, 104, 115, 1, 0.241886, 1, 1, 0.752291, 252, 1, 1, 0, 0, 0, 0
317, 401, 416, 10313849, 7, 24, 104, 224, 167, 115, 0.971433, 1, 0.684485, 1, 0.644798, 252, 0, 0, 0, 0, 0, 0
104, 401, 467, 10313849, 7, 224, 115, 155, 79, 10000000, 0.547588, 0.601989, 0.273837, 0.159301, 0, 252, 0, 0, 1, 0, 1, 0
115, 398, 533, 10313850, 7, 79, 155, 225, 163, 224, 0.966918, 1, 0.137465, 0.751715, 1, 252, 0, 0, 1, 0, 0, 0
167, 445, 398, 10314172, 8, 455, 431, 378, 24, 53, 0.68466, 0.538367, 0.411617, 1, 0.64736, 252, 1, 1, 1, 0, 0, 0
104, 401, 467, 10314172, 8, 224, 115, 155, 79, 10000000, 0.547564, 0.601965, 0.273825, 0.159292, 0, 252, 0, 0, 1, 0, 1, 0
115, 398, 533, 10314173, 8, 79, 155, 225, 163, 224, 0.966885, 1, 0.137459, 0.751689, 1, 252, 0, 0, 1, 0, 0, 0
224, 398, 567, 10314173, 8, 79, 155, 312, 96, 163, 1, 1, 1, 0.645518, 0.751689, 252, 0, 0, 0, 0, 0, 0
115, 398, 533, 10318373, 9, 79, 155, 225, 163, 96, 0.966449, 1, 0.13738, 0.75135, 0.645226, 252, 0, 0, 1, 0, 0, 0
224, 398, 567, 10318373, 9, 79, 155, 312, 96, 163, 1, 1, 1, 0.645226, 0.75135, 252, 0, 0, 0, 0, 0, 0
155, 401, 638, 10318373, 9, 108, 79, 96, 163, 178, 0.953967, 1, 0.752764, 0.858686, 0.604769, 252, 0, 0, 0, 0, 0, 0
