source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r
261, 201, 217, 10000000, 1, 328, 196, 27, 522, 135, 1, 0.778694, 1, 0.571616, 1
135, 201, 241, 10000200, 2, 328, 587, 242, 196, 547, 1, 1, 1, 1, 0.670308
27, 272, 198, 10000200, 2, 512, 549, 531, 349, 465, 0.892069, 0.863218, 0.78132, 0.750359, 0.718462
522, 198, 387, 10000200, 2, 331, 45, 65, 191, 337, 1, 1, 1, 1, 0.677769
191, 244, 398, 10012400, 3, 45, 18, 489, 290, 329, 1, 0.669271, 0.571753, 0.555473, 0.502994
65, 201, 482, 10012400, 3, 331, 492, 113, 419, 288, 1, 0.877341, 1, 0.668287, 0.601257
113, 198, 535, 10020601, 4, 67, 214, 288, 337, 419, 0.99879, 1, 0.998237, 0.887875, 1
331, 198, 585, 10020601, 4, 230, 107, 470, 181, 337, 0.998078, 0.886926, 1, 1, 0.998859
419, 198, 587, 10020601, 4, 230, 107, 181, 393, 67, 0.998078, 0.886926, 1, 0.995782, 0.99879
492, 198, 587, 10020601, 4, 230, 107, 67, 337, 214, 0.998078, 0.886926, 0.99879, 0.998859, 0.998042
288, 201, 617, 10020601, 4, 107, 230, 67, 337, 10, 0.886926, 0.887181, 0.99879, 1, 0.888149
337, 214, 598, 10021071, 5, 20, 107, 185, 230, 484, 0.666974, 0.88688, 0.556471, 0.998026, 0.250582
230, 233, 598, 10021071, 5, 20, 107, 408, 185, 157, 0.992782, 0.99774, 0.3746, 0.333883, 0.286086
181, 198, 760, 10021072, 5, 283, 3, 139, 480, 362, 1, 0.778828, 0.776321, 1, 1
107, 266, 598, 10021420, 6, 325, 185, 20, 484, 320, 1, 0.802921, 0.666949, 0.502252, 0.501523
20, 317, 601, 10021421, 6, 96, 484, 408, 334, 325, 1, 1, 1, 1, 1
185, 358, 601, 10021421, 6, 96, 165, 79, 484, 408, 1, 1, 0.998484, 1, 1
408, 412, 598, 10021421, 6, 96, 16, 176, 165, 79, 1, 0.716059, 0.603098, 1, 0.887541
45, 279, 398, 10024600, 4, 169, 329, 489, 498, 418, 1, 1, 0.998086, 0.977065, 0.856181
18, 316, 401, 10024600, 4, 24, 169, 221, 546, 523, 1, 1, 1, 1, 1
418, 401, 412, 10024976, 5, 24, 227, 104, 169, 423, 1, 0.752338, 0.997944, 1, 0.557015
489, 401, 412, 10024976, 5, 24, 104, 169, 227, 221, 1, 0.997944, 1, 0.626948, 1
329, 401, 414, 10024976, 5, 24, 115, 227, 104, 169, 1, 0.778343, 0.752338, 0.997944, 1
169, 441, 398, 10024976, 5, 314, 24, 53, 532, 513, 0.797398, 1, 0.748474, 0.668917, 0.667481
24, 481, 398, 10025351, 6, 395, 468, 513, 532, 53, 0.873551, 0.746578, 0.714208, 0.62578, 0.714369
53, 520, 401, 10025351, 6, 298, 123, 385, 35, 532, 1, 0.998359, 1, 0.888718, 1
513, 587, 401, 10025351, 6, 370, 21, 81, 85, 182, 0.979729, 1, 1, 0.77743, 0.99924
532, 587, 401, 10025351, 6, 85, 21, 182, 35, 298, 1, 1, 0.99924, 0.999808, 1
53, 520, 401, 10029551, 7, 298, 123, 385, 35, 532, 1, 0.997894, 1, 0.888304, 1
395, 587, 401, 10029551, 7, 85, 21, 35, 298, 182, 1, 0.887889, 0.999342, 1, 0.887799
468, 587, 401, 10029551, 7, 21, 535, 85, 182, 298, 1, 0.986346, 0.830888, 0.998774, 1
513, 587, 401, 10029551, 7, 370, 21, 81, 85, 182, 0.975714, 1, 1, 0.777068, 0.998774
532, 587, 401, 10029551, 7, 85, 21, 182, 35, 298, 1, 1, 0.998774, 0.999342, 1
165, 444, 598, 10029621, 7, 486, 16, 96, 176, 318, 1, 0.99956, 1, 0.666768, 0.624687
96, 480, 598, 10029621, 7, 407, 318, 176, 398, 312, 1, 1, 0.998896, 0.753739, 0.666203
16, 513, 601, 10029621, 7, 84, 285, 398, 526, 467, 1, 0.997046, 0.998094, 1, 1
176, 556, 601, 10029621, 7, 84, 189, 131, 312, 285, 1, 1, 1, 1, 0.997046
298, 601, 417, 10029874, 8, 526, 85, 21, 133, 256, 1, 0.876692, 0.998839, 0.775817, 0.556404
182, 601, 442, 10029875, 8, 189, 467, 21, 85, 256, 0.994912, 0.795369, 1, 0.854935, 0.569198
21, 601, 484, 10029875, 8, 189, 133, 256, 85, 526, 1, 1, 0.833769, 0.999051, 0.667984
35, 679, 398, 10029875, 8, 295, 444, 247, 535, 81, 0.999806, 0.888408, 0.874917, 0.779315, 0.859108
283, 218, 798, 10033272, 6, 487, 219, 95, 3, 139, 1, 1, 0.997861, 0.999992, 0.996778
362, 201, 812, 10033272, 6, 3, 139, 283, 10000000, 10000000, 1, 0.996778, 1, 0, 0
480, 201, 812, 10033272, 6, 3, 139, 283, 10000000, 10000000, 0.999992, 0.996778, 1, 0, 0
139, 243, 798, 10033556, 7, 82, 3, 240, 95, 316, 0.978049, 1, 0.601363, 0.665661, 0.444909
3, 271, 798, 10033556, 7, 409, 240, 430, 95, 413, 1, 1, 0.832571, 0.876081, 0.666744
95, 322, 801, 10033556, 7, 184, 316, 409, 82, 487, 1, 1, 0.998373, 0.888258, 1
85, 598, 518, 10034075, 9, 189, 398, 4, 526, 467, 1, 0.997602, 0.886116, 1, 1
133, 598, 556, 10034075, 9, 189, 312, 285, 4, 486, 1, 1, 0.996554, 0.886116, 0.996783
256, 598, 581, 10034075, 9, 4, 189, 131, 84, 312, 0.996881, 1, 1, 0.889417, 1
526, 598, 587, 10034075, 9, 4, 189, 84, 131, 312, 0.996881, 1, 0.77824, 0.889958, 1
189, 601, 643, 10034075, 9, 437, 4, 208, 84, 576, 0.99562, 1, 0.855689, 0.889417, 0.6672
4, 601, 686, 10034372, 10, 208, 231, 19, 562, 576, 0.876521, 0.994452, 0.799159, 0.747066, 0.714554
208, 598, 755, 10034373, 10, 253, 463, 375, 525, 197, 0.998847, 1, 1, 0.998007, 0.77903
437, 598, 787, 10034373, 10, 6, 197, 253, 463, 375, 1, 1, 0.998847, 1, 1
375, 612, 798, 10034631, 11, 6, 120, 197, 233, 236, 1, 0.715363, 1, 0.554078, 0.554706
463, 612, 798, 10034631, 11, 6, 197, 120, 215, 236, 1, 1, 0.572291, 0.499362, 0.49796
253, 617, 798, 10034631, 11, 120, 6, 197, 236, 416, 1, 1, 1, 0.554706, 0.333678
197, 643, 798, 10034631, 11, 215, 6, 416, 120, 260, 0.998724, 1, 0.556129, 0.572291, 0.499216
6, 681, 798, 10034631, 11, 120, 416, 215, 260, 236, 1, 0.556129, 0.553914, 0.444757, 0.428014
120, 742, 801, 10035071, 12, 309, 412, 481, 233, 37, 0.996151, 0.996495, 0.99909, 1, 0.775813
236, 775, 801, 10035071, 12, 174, 37, 309, 412, 481, 1, 0.997474, 0.996151, 0.996495, 1
416, 801, 812, 10035071, 12, 174, 412, 37, 309, 481, 1, 0.996495, 1, 0.885468, 1
215, 846, 798, 10035071, 12, 309, 412, 174, 37, 481, 0.996151, 0.996495, 0.889494, 0.775813, 1
412, 798, 787, 10035680, 13, 174, 309, 10000000, 10000000, 10000000, 1, 0.996084, 0, 0, 0
481, 812, 798, 10035680, 13, 174, 309, 412, 37, 339, 1, 0.996084, 0.996428, 1, 1
233, 820, 798, 10035680, 13, 174, 37, 309, 412, 481, 1, 0.886584, 0.996084, 0.996428, 1
312, 601, 618, 10037822, 8, 4, 84, 189, 131, 576, 0.996467, 0.889046, 1, 1, 0.667458
189, 601, 643, 10037822, 8, 437, 4, 208, 84, 576, 0.993766, 1, 0.855232, 0.889046, 0.666783
285, 619, 598, 10037822, 8, 84, 448, 4, 131, 263, 1, 0.598122, 0.885748, 1, 0.553764
131, 639, 598, 10037822, 8, 90, 84, 356, 559, 541, 1, 1, 0.748418, 0.745428, 0.59933
84, 681, 598, 10037822, 8, 372, 151, 559, 448, 90, 0.982962, 0.965849, 0.888029, 0.748706, 0.888445
81, 721, 401, 10038075, 9, 422, 335, 111, 229, 575, 0.997999, 0.995919, 0.774769, 0.777258, 1
247, 781, 401, 10038075, 9, 111, 229, 335, 149, 422, 1, 0.999331, 1, 0.498011, 0.997999
444, 787, 401, 10038075, 9, 111, 229, 87, 335, 149, 1, 0.999331, 0.596057, 0.995919, 0.495685
535, 787, 401, 10038075, 9, 111, 229, 87, 335, 399, 1, 1, 0.596057, 1, 0.500189
295, 818, 398, 10038075, 9, 111, 229, 335, 422, 575, 0.996131, 1, 1, 0.997999, 1
90, 716, 601, 10038184, 9, 273, 448, 502, 134, 94, 1, 1, 0.997027, 0.88854, 0.778617
559, 787, 601, 10038184, 9, 94, 134, 174, 448, 372, 1, 0.999607, 0.569478, 1, 0.999314
372, 801, 612, 10038184, 9, 94, 37, 134, 412, 416, 1, 0.831822, 1, 0.56968, 0.497865
448, 801, 612, 10038184, 9, 94, 134, 37, 273, 174, 1, 1, 0.664753, 0.997957, 0.333445
422, 801, 412, 10038476, 10, 111, 448, 229, 292, 149, 1, 0.598044, 0.999287, 0.57092, 0.569047
335, 801, 414, 10038476, 10, 111, 87, 229, 149, 399, 1, 0.667225, 1, 0.569047, 0.498533
575, 787, 401, 10038476, 10, 111, 292, 229, 502, 335, 0.996087, 0.749616, 0.999287, 0.49944, 1
229, 801, 434, 10038476, 10, 87, 111, 273, 502, 292, 0.998825, 1, 0.502715, 0.37458, 0.374808
134, 801, 637, 10038624, 10, 94, 174, 37, 412, 136, 1, 0.711803, 0.664721, 0.499796, 0.332168
94, 801, 679, 10038624, 10, 37, 174, 412, 416, 260, 0.874114, 0.711803, 0.62575, 0.6676, 0.599168
37, 798, 723, 10038625, 10, 174, 412, 309, 10000000, 10000000, 1, 0.996103, 0.885119, 0, 0
37, 798, 723, 10039052, 11, 174, 412, 309, 10000000, 10000000, 1, 0.996056, 0.885078, 0, 0
412, 798, 787, 10039052, 11, 174, 309, 10000000, 10000000, 10000000, 1, 0.995712, 0, 0, 0
416, 801, 812, 10039052, 11, 174, 412, 37, 309, 481, 1, 0.996056, 1, 0.885078, 1
260, 801, 819, 10039052, 11, 174, 309, 412, 37, 481, 1, 0.995712, 0.996056, 1, 1
309, 798, 780, 10039453, 12, 174, 10000000, 10000000, 10000000, 10000000, 1, 0, 0, 0, 0
