source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
126, 201, 244, 10299999, 1, 265, 13, 23, 174, 259, 0.872679, 1, 1, 0.540493, 0.469357, 225, 1, 0, 0, 0, 1, 1
23, 201, 284, 10300200, 2, 259, 174, 265, 13, 254, 1, 1, 0.566576, 0.969361, 0.636424, 225, 1, 0, 1, 0, 0, 0
13, 198, 315, 10300200, 2, 265, 65, 259, 239, 186, 1, 0.968259, 1, 0.863379, 1, 225, 1, 0, 1, 1, 0, 1
174, 198, 351, 10300200, 2, 65, 265, 186, 259, 254, 1, 1, 1, 1, 1, 225, 0, 1, 0, 1, 0, 0
259, 198, 387, 10300200, 2, 45, 65, 172, 186, 251, 0.971876, 0.968259, 1, 1, 1, 225, 0, 0, 0, 0, 0, 0
259, 198, 387, 10304400, 3, 45, 65, 172, 186, 251, 0.971435, 0.967822, 1, 1, 1, 225, 0, 0, 0, 0, 0, 0
265, 201, 412, 10304400, 3, 65, 45, 172, 186, 251, 1, 0.863498, 1, 1, 1, 225, 0, 0, 0, 0, 0, 1
65, 201, 485, 10304400, 3, 67, 191, 10000000, 10000000, 10000000, 0.215905, 0.686785, 0, 0, 0, 225, 1, 0, 1, 1, 1, 0
251, 219, 398, 10304840, 4, 45, 172, 162, 65, 186, 1, 1, 0.645968, 0.860245, 0.968117, 225, 0, 0, 0, 0, 0, 0
186, 201, 446, 10304840, 4, 65, 45, 172, 10000000, 10000000, 1, 0.755525, 0.862029, 0, 0, 225, 0, 0, 0, 1, 1, 0
172, 247, 398, 10304840, 4, 18, 45, 162, 255, 65, 0.962808, 1, 0.725045, 0.569577, 0.752715, 225, 0, 0, 0, 1, 0, 1
65, 201, 485, 10304840, 4, 67, 191, 10000000, 10000000, 10000000, 0.215895, 0.686744, 0, 0, 0, 225, 1, 0, 1, 1, 1, 1
191, 201, 646, 10305229, 5, 279, 67, 10, 107, 10000000, 0.215704, 1, 0.845783, 0.647247, 0, 225, 1, 0, 0, 0, 1, 1
67, 201, 690, 10309429, 6, 279, 223, 107, 10, 55, 0.32341, 1, 0.539128, 0.862735, 0.440585, 225, 1, 0, 0, 0, 0, 0
10, 198, 713, 10309429, 6, 279, 248, 223, 173, 130, 1, 0.861369, 1, 1, 0.645635, 225, 1, 1, 0, 0, 1, 0
279, 201, 812, 10309429, 6, 3, 130, 248, 10000000, 10000000, 1, 1, 1, 0, 0, 225, 0, 0, 0, 1, 1, 1
248, 220, 798, 10309856, 7, 196, 3, 95, 258, 130, 0.794633, 0.969649, 0.825044, 0.644761, 1, 225, 0, 0, 0, 1, 0, 0
130, 248, 798, 10309857, 7, 196, 288, 3, 258, 204, 0.932538, 0.795993, 1, 0.63684, 0.479116, 225, 0, 1, 0, 1, 0, 0
