source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
343, 187, 1, 10299999, 1, 344, 98, 7, 123, 170, 0.872833, 0.968374, 1, 0.970231, 1, 321, 1, 0, 0, 0, 0, 1
123, 201, 49, 10300200, 2, 132, 98, 263, 60, 199, 0.608921, 1, 0.647427, 0.724445, 0.6044, 321, 0, 0, 0, 0, 0, 0
170, 248, -1, 10300200, 2, 288, 254, 373, 320, 158, 0.413012, 0.319506, 0.241546, 0.215535, 0.189921, 321, 1, 1, 1, 1, 1, 0
98, 201, 76, 10300200, 2, 344, 368, 199, 263, 249, 0.914851, 0.760033, 0.846159, 0.755331, 0.647629, 321, 1, 1, 0, 0, 0, 1
7, 280, -1, 10300200, 2, 149, 320, 156, 373, 254, 0.959973, 0.686244, 0.796068, 0.476211, 0.686006, 321, 0, 1, 0, 1, 1, 1
199, 198, 153, 10304400, 3, 23, 132, 249, 368, 313, 0.971822, 1, 1, 1, 1, 321, 0, 0, 0, 1, 1, 0
263, 198, 179, 10304400, 3, 13, 193, 23, 132, 159, 1, 0.886591, 0.971822, 1, 0.969855, 321, 0, 0, 0, 0, 0, 0
344, 198, 187, 10304400, 3, 363, 366, 13, 27, 132, 1, 1, 0.945165, 0.97221, 1, 321, 1, 1, 0, 0, 0, 1
368, 201, 212, 10304400, 3, 305, 386, 399, 366, 229, 1, 0.538588, 0.482662, 0.361767, 1, 321, 1, 1, 1, 1, 0, 0
249, 201, 218, 10304400, 3, 363, 366, 305, 399, 386, 0.770654, 0.56887, 0.537546, 0.482662, 0.43087, 321, 1, 1, 1, 1, 1, 0
132, 201, 245, 10304723, 4, 299, 305, 399, 193, 23, 0.87564, 0.75705, 0.646199, 0.796156, 1, 321, 0, 1, 1, 0, 0, 0
27, 278, 198, 10304723, 4, 244, 356, 310, 314, 71, 0.609672, 0.570209, 0.549855, 0.467318, 0.969872, 321, 1, 1, 1, 1, 0, 1
13, 198, 315, 10304724, 4, 363, 311, 386, 366, 336, 1, 1, 1, 1, 0.861242, 321, 1, 1, 1, 1, 1, 1
149, 354, 1, 10308400, 3, 105, 338, 291, 155, 298, 0.137561, 0.241131, 0.274233, 0.137644, 1, 321, 1, 1, 1, 1, 0, 1
320, 401, 12, 10308400, 3, 48, 5, 260, 158, 100, 1, 0.967714, 0.645287, 1, 0.724426, 321, 0, 0, 0, 0, 0, 0
373, 401, 12, 10308400, 3, 48, 100, 5, 158, 378, 1, 0.75407, 0.968111, 1, 0.569256, 321, 0, 0, 0, 0, 1, 0
366, 198, 387, 10312924, 5, 65, 188, 45, 205, 274, 1, 1, 0.86241, 1, 1, 321, 0, 0, 0, 0, 0, 0
386, 198, 387, 10312924, 5, 65, 188, 45, 205, 274, 1, 1, 0.86241, 1, 1, 321, 0, 0, 0, 0, 0, 0
311, 201, 412, 10312924, 5, 276, 65, 188, 205, 45, 1, 1, 1, 1, 0.754609, 321, 0, 0, 0, 0, 0, 0
363, 201, 412, 10312924, 5, 222, 65, 188, 205, 45, 0.860972, 1, 1, 1, 0.754609, 321, 0, 0, 0, 0, 0, 1
205, 201, 446, 10313286, 6, 210, 65, 222, 113, 188, 0.777929, 1, 0.753321, 0.602577, 0.863554, 321, 0, 0, 0, 0, 0, 0
188, 248, 398, 10313286, 6, 372, 278, 45, 335, 168, 1, 0.795989, 0.970174, 0.646734, 0.647539, 321, 1, 0, 0, 1, 0, 1
65, 201, 486, 10313286, 6, 210, 276, 222, 113, 45, 0.756841, 0.695728, 0.634375, 0.723092, 0.431188, 321, 0, 0, 0, 0, 0, 0
222, 198, 564, 10313286, 6, 67, 184, 246, 178, 271, 1, 0.120761, 0.137279, 0.882926, 0.188739, 321, 0, 1, 1, 0, 1, 1
67, 201, 691, 10313688, 7, 324, 246, 295, 10, 178, 0.844997, 0.907793, 0.948738, 0.966739, 0.647482, 321, 1, 0, 0, 0, 0, 1
10, 198, 712, 10314115, 8, 324, 271, 190, 246, 55, 0.970564, 0.860452, 0.96717, 1, 0.860412, 321, 1, 1, 0, 0, 0, 0
178, 198, 757, 10314115, 8, 324, 59, 136, 271, 55, 1, 1, 0.859946, 0.968009, 0.967964, 321, 1, 0, 0, 1, 0, 0
