source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
170, 1, 248, 10299999, 1, 168, 32, 64, 56, 197, 0.864054, 1, 0.603691, 0.6457, 0.862, 225, 0, 0, 0, 0, 0, 1
32, 1, 281, 10300200, 2, 168, 64, 43, 10000000, 10000000, 0.686695, 0.756398, 0.274271, 0, 0, 225, 0, 0, 0, 1, 1, 0
64, -1, 317, 10300200, 2, 43, 168, 110, 245, 182, 1, 1, 0.539478, 0.137465, 0.137564, 225, 0, 0, 0, 1, 1, 0
168, -1, 358, 10300200, 2, 43, 245, 110, 50, 10000000, 1, 0.137465, 0.647373, 0.465793, 0, 225, 0, 1, 0, 0, 1, 1
43, 1, 476, 10300588, 3, 283, 157, 50, 245, 244, 0.795441, 0.755954, 0.966745, 0.646876, 0.569102, 225, 1, 0, 0, 0, 0, 1
50, -1, 520, 10300846, 4, 283, 236, 28, 157, 244, 1, 0.862422, 1, 0.970377, 1, 225, 1, 1, 0, 0, 0, 0
245, -1, 579, 10300847, 4, 34, 262, 128, 195, 28, 0.862306, 1, 0.968195, 1, 1, 225, 0, 1, 0, 0, 0, 0
283, 1, 612, 10300847, 4, 34, 128, 2, 28, 236, 0.970095, 1, 0.966212, 1, 1, 225, 0, 0, 0, 0, 0, 1
244, 1, 618, 10300847, 4, 34, 128, 28, 236, 195, 0.862306, 1, 1, 1, 0.753332, 225, 0, 0, 0, 0, 0, 0
236, 19, 598, 10301118, 5, 34, 103, 128, 107, 67, 0.970066, 0.723211, 1, 0.189969, 0.137121, 225, 0, 0, 0, 0, 1, 0
128, 44, 598, 10301118, 5, 34, 103, 67, 107, 10000000, 0.970066, 0.723211, 0.241685, 0.137406, 0, 225, 0, 0, 1, 1, 1, 1
28, 1, 682, 10301118, 5, 128, 2, 34, 252, 219, 0.753019, 1, 0.538926, 0.704748, 0.685994, 225, 0, 0, 0, 0, 0, 0
2, -1, 718, 10301118, 5, 299, 262, 289, 210, 189, 1, 1, 0.972051, 0.864303, 0.756195, 225, 1, 1, 1, 1, 0, 1
34, 79, 598, 10305318, 6, 103, 107, 67, 10000000, 10000000, 0.963793, 0.234517, 0.137042, 0, 0, 225, 0, 0, 1, 1, 1, 1
103, 112, 601, 10305318, 6, 107, 191, 67, 55, 10, 0.970861, 0.862865, 0.755592, 0.215694, 0, 225, 0, 0, 0, 1, 1, 0
103, 112, 601, 10305758, 7, 107, 191, 67, 55, 10, 0.970815, 0.862824, 0.755556, 0.215683, 0, 225, 0, 0, 0, 1, 1, 1
98, 201, 87, 11299999, 1, 13, 267, 180, 226, 240, 1, 1, 0.968432, 0.648643, 0.686578, 145, 0, 1, 0, 0, 0, 0
180, 198, 140, 11300200, 2, 23, 126, 267, 13, 226, 1, 1, 1, 0.885674, 1, 145, 0, 0, 1, 0, 0, 0
240, 198, 173, 11300200, 2, 23, 153, 126, 267, 27, 1, 0.97233, 1, 1, 0.861248, 145, 0, 0, 0, 1, 0, 0
267, 201, 212, 11300200, 2, 259, 254, 27, 23, 174, 0.539498, 0.241836, 0.968904, 1, 0.862234, 145, 1, 1, 0, 0, 0, 1
226, 201, 224, 11300200, 2, 259, 23, 206, 265, 254, 0.647397, 1, 0.538407, 0.322853, 0.241836, 145, 1, 0, 1, 1, 1, 0
23, 201, 298, 11304400, 3, 259, 265, 174, 206, 254, 1, 0.635005, 1, 0.723464, 0.548748, 145, 1, 1, 0, 0, 0, 0
174, 198, 337, 11304400, 3, 265, 65, 259, 251, 186, 1, 1, 1, 0.968859, 1, 145, 1, 0, 1, 1, 0, 0
