source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
240, 198, 179, 10299999, 1, 23, 126, 267, 153, 27, 1, 1, 1, 0.969132, 0.863306, 203, 0, 0, 1, 0, 0
267, 201, 212, 10300200, 2, 259, 254, 27, 174, 23, 0.60475, 0.2751, 0.971198, 0.845592, 0.969531, 203, 1, 1, 0, 0, 0
126, 201, 244, 10300200, 2, 265, 13, 259, 186, 206, 0.872602, 1, 0.469335, 0.413203, 0.241352, 203, 1, 0, 1, 1, 1
13, 198, 315, 10304400, 3, 265, 239, 259, 65, 251, 1, 0.862988, 1, 0.967822, 0.864439, 203, 1, 1, 1, 0, 1
206, 198, 379, 10304400, 3, 65, 45, 172, 186, 251, 1, 0.863498, 0.969829, 1, 1, 203, 0, 0, 0, 0, 0
259, 198, 387, 10304400, 3, 45, 172, 65, 186, 251, 0.971435, 1, 0.967822, 1, 1, 203, 0, 0, 0, 0, 0
265, 201, 412, 10304400, 3, 45, 172, 65, 186, 251, 0.863498, 1, 1, 1, 1, 203, 0, 0, 0, 0, 0
251, 219, 398, 10304840, 4, 45, 172, 162, 65, 18, 1, 1, 0.645968, 0.860245, 0.431935, 203, 0, 0, 0, 0, 0
186, 201, 446, 10304840, 4, 65, 45, 172, 10000000, 10000000, 1, 0.755525, 0.862029, 0, 0, 203, 0, 0, 0, 1, 1
172, 247, 398, 10304840, 4, 18, 45, 162, 255, 24, 0.962808, 1, 0.725045, 0.569577, 0.232642, 203, 0, 0, 0, 1, 0
65, 201, 485, 10304841, 4, 67, 191, 45, 10000000, 10000000, 0.215895, 0.686744, 0.53966, 0, 0, 203, 1, 0, 0, 1, 1
45, 282, 398, 10309041, 5, 160, 162, 255, 18, 198, 1, 0.845457, 0.646139, 0.843361, 0.215397, 203, 0, 0, 1, 0, 1
18, 312, 401, 10309041, 5, 24, 160, 255, 198, 256, 0.966959, 1, 1, 0.969286, 0.969071, 203, 0, 0, 1, 0, 1
255, 401, 415, 10309312, 6, 24, 79, 148, 104, 160, 0.966931, 0.214844, 0.188949, 1, 0.968401, 203, 0, 1, 1, 0, 0
160, 444, 398, 10309312, 6, 138, 24, 53, 35, 114, 0.911238, 1, 0.755895, 0.440371, 0.322434, 203, 0, 0, 0, 0, 0
191, 201, 646, 10313041, 5, 279, 67, 107, 10, 10000000, 0.215522, 1, 0.646702, 0.844985, 0, 203, 1, 0, 0, 0, 1
24, 486, 398, 10313512, 7, 35, 114, 138, 53, 21, 0.879115, 0.566836, 0.646193, 0.755552, 0.215432, 203, 0, 0, 0, 0, 1
53, 516, 401, 10313512, 7, 35, 81, 114, 21, 138, 1, 0.910993, 1, 0.754012, 1, 203, 0, 0, 0, 0, 0
138, 555, 401, 10313512, 7, 35, 114, 21, 81, 211, 1, 1, 0.861729, 0.412501, 0.3225, 203, 0, 0, 0, 0, 1
114, 644, 398, 10313810, 8, 260, 93, 81, 211, 35, 0.645844, 0.120875, 0.928193, 0.752477, 1, 203, 1, 1, 0, 0, 0
35, 682, 398, 10313810, 8, 260, 81, 93, 133, 118, 0.753484, 1, 0.699153, 0.684255, 0.753347, 203, 1, 0, 0, 0, 0
81, 718, 401, 10314237, 9, 93, 133, 260, 211, 118, 0.966376, 1, 1, 1, 1, 203, 0, 0, 1, 0, 0
118, 758, 401, 10314237, 9, 93, 133, 260, 211, 76, 0.966376, 1, 1, 1, 0.362398, 203, 0, 0, 1, 0, 0
260, 787, 401, 10314237, 9, 76, 93, 87, 133, 140, 1, 1, 0.645214, 1, 0.361714, 203, 0, 0, 0, 0, 0
133, 841, 398, 10314612, 10, 93, 76, 10000000, 10000000, 10000000, 1, 0.646197, 0, 0, 0, 203, 0, 0, 1, 1, 1
93, 883, 398, 10314613, 10, 76, 222, 121, 10000000, 10000000, 0.953263, 0.429652, 0.323755, 0, 0, 203, 0, 1, 1, 1, 1
87, 798, 517, 10314613, 10, 125, 238, 94, 273, 228, 0.971262, 0.9696, 0.846108, 1, 0.969682, 203, 0, 0, 0, 1, 1
76, 923, 401, 10314613, 10, 121, 25, 222, 290, 72, 0.863347, 0.754171, 1, 0.215511, 0.21547, 203, 0, 0, 0, 1, 1
222, 1001, 419, 10315053, 11, 205, 232, 25, 193, 121, 0.882581, 0.777462, 1, 0.752938, 1, 203, 0, 1, 0, 0, 0
67, 201, 690, 10317241, 6, 279, 223, 107, 55, 173, 0.323137, 1, 0.538675, 0.439074, 0.322194, 203, 1, 0, 0, 0, 0
10, 198, 713, 10317241, 6, 279, 248, 223, 173, 130, 1, 0.860645, 1, 1, 0.645092, 203, 1, 1, 0, 0, 1
279, 201, 812, 10321442, 7, 3, 130, 248, 10000000, 10000000, 1, 1, 1, 0, 0, 203, 0, 0, 0, 1, 1
223, 201, 820, 10321442, 7, 3, 130, 248, 10000000, 10000000, 0.96844, 1, 1, 0, 0, 203, 0, 0, 0, 1, 1
248, 220, 798, 10321869, 8, 196, 3, 95, 258, 130, 0.793119, 0.968396, 0.823683, 0.64393, 1, 203, 0, 0, 0, 1, 0
130, 248, 798, 10321869, 8, 196, 288, 3, 258, 204, 0.929934, 0.794474, 1, 0.635625, 0.478199, 203, 0, 1, 0, 1, 0
3, 275, 798, 10321869, 8, 288, 204, 258, 196, 95, 0.75306, 0.751302, 0.723402, 0.685055, 0.753505, 203, 1, 0, 1, 0, 0
95, 318, 801, 10322179, 9, 82, 288, 258, 204, 196, 1, 1, 1, 1, 1, 203, 0, 1, 1, 0, 0
196, 354, 801, 10322179, 9, 82, 288, 258, 204, 31, 1, 1, 1, 1, 0.861723, 203, 0, 1, 1, 0, 0
258, 387, 801, 10322179, 9, 33, 82, 263, 135, 31, 1, 1, 0.779646, 0.547398, 1, 203, 0, 0, 1, 0, 0
288, 387, 801, 10322179, 9, 294, 82, 33, 31, 108, 1, 1, 0.537425, 1, 0.967117, 203, 1, 0, 0, 0, 0
31, 401, 882, 10322542, 10, 82, 10000000, 10000000, 10000000, 10000000, 0.644823, 0, 0, 0, 0, 203, 0, 1, 1, 1, 1
82, 483, 798, 10322542, 10, 234, 135, 271, 294, 33, 0.911319, 0.9579, 0.843305, 0.794002, 0.537404, 203, 1, 0, 1, 1, 0
33, 520, 801, 10322542, 10, 6, 175, 217, 263, 296, 1, 1, 1, 0.970529, 0.965768, 203, 0, 0, 0, 1, 1
273, 787, 601, 10322813, 11, 94, 9, 125, 142, 70, 1, 1, 1, 1, 0.794406, 203, 0, 0, 0, 0, 0
238, 801, 619, 10322813, 11, 225, 37, 94, 165, 125, 0.215228, 0.951633, 1, 0.793639, 1, 203, 1, 0, 0, 0, 0
125, 801, 647, 10322813, 11, 165, 37, 94, 225, 9, 1, 0.862082, 1, 0.481356, 0.646816, 203, 0, 0, 0, 0, 0
94, 801, 679, 10322813, 11, 225, 37, 165, 10000000, 10000000, 0.878614, 0.820417, 0.68319, 0, 0, 203, 0, 0, 0, 1, 1
94, 801, 679, 10323136, 12, 225, 37, 165, 10000000, 10000000, 0.87849, 0.820381, 0.68316, 0, 0, 203, 0, 0, 0, 1, 1
37, 798, 720, 10323136, 12, 272, 200, 225, 127, 165, 0.968944, 0.859964, 1, 1, 1, 203, 1, 1, 0, 0, 0
165, 798, 755, 10323136, 12, 272, 192, 200, 57, 225, 1, 0.85994, 0.967459, 0.646488, 1, 203, 1, 0, 1, 0, 0
121, 1001, 446, 10323253, 12, 72, 232, 25, 290, 257, 0.968713, 0.772537, 1, 0.601238, 0.536821, 203, 0, 1, 0, 1, 1
25, 1001, 482, 10323253, 12, 193, 205, 72, 290, 232, 1, 0.794893, 1, 0.753588, 0.602414, 203, 0, 0, 0, 1, 1
193, 998, 556, 10323253, 12, 139, 54, 232, 233, 183, 1, 0.858609, 1, 1, 0.96603, 203, 0, 0, 1, 0, 0
272, 812, 798, 10323538, 13, 57, 192, 51, 284, 261, 0.96969, 1, 0.644758, 0.536405, 0.464688, 203, 0, 0, 0, 1, 1
225, 801, 821, 10323538, 13, 57, 192, 200, 272, 10000000, 0.861947, 1, 1, 1, 0, 203, 0, 0, 0, 1, 1
192, 850, 798, 10323538, 13, 57, 177, 291, 51, 284, 1, 0.72259, 0.637227, 0.752217, 0.547308, 203, 0, 0, 1, 0, 1
192, 850, 798, 10323939, 14, 57, 177, 291, 51, 284, 1, 0.722555, 0.637187, 0.752185, 0.547278, 203, 0, 0, 1, 0, 1
57, 889, 798, 10323939, 14, 291, 261, 284, 203, 229, 0.95578, 0.939956, 0.9635, 0.7245, 0.643914, 203, 1, 1, 1, 1, 0
