source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
171, 248, -1, 10299999, 1, 341, 380, 5, 413, 466, 0.922074, 0.860367, 0, 0.482422, 0.430136, 69, 1, 1, 1, 1, 1, 1
380, 387, 1, 10300200, 2, 48, 159, 5, 157, 258, 0.862408, 1, 0.971886, 1, 1, 69, 0, 0, 0, 0, 0, 0
341, 401, 12, 10300200, 2, 139, 48, 100, 418, 159, 0.864131, 0.862408, 0.761681, 0.646044, 0.971842, 69, 0, 0, 0, 1, 0, 1
413, 401, 12, 10300200, 2, 346, 159, 48, 100, 5, 0.686592, 1, 0.754607, 0.603095, 0.863899, 69, 1, 0, 0, 0, 0, 0
466, 401, 12, 10300200, 2, 418, 264, 100, 159, 48, 0.947497, 0.938324, 0.756378, 1, 0.754607, 69, 1, 0, 0, 0, 0, 0
159, 401, 41, 10300614, 3, 264, 48, 100, 139, 346, 0.84631, 0.86237, 0.723678, 0.605614, 0.4307, 69, 0, 0, 0, 0, 1, 0
48, 401, 79, 10300614, 3, 264, 346, 418, 100, 139, 0.864158, 0.823863, 0.757938, 0.912839, 0.726736, 69, 1, 1, 1, 0, 0, 0
100, 398, 115, 10300614, 3, 118, 41, 439, 389, 322, 0.972915, 0.863313, 1, 1, 1, 69, 0, 0, 1, 1, 1, 0
139, 398, 156, 10300614, 3, 118, 41, 439, 389, 322, 0.972915, 0.863313, 1, 1, 1, 69, 0, 0, 1, 1, 1, 1
389, 412, 198, 10300951, 4, 420, 291, 244, 334, 41, 0.68894, 0.21548, 0.432249, 0.380495, 1, 69, 1, 1, 1, 1, 0, 0
439, 412, 198, 10300951, 4, 291, 420, 334, 114, 41, 0.275605, 0.47759, 0.304074, 0.215658, 1, 69, 1, 1, 1, 1, 0, 0
322, 412, 198, 10300951, 4, 291, 41, 49, 244, 88, 1, 1, 0.972794, 0.864499, 1, 69, 0, 0, 0, 0, 0, 0
118, 401, 245, 10300951, 4, 438, 317, 218, 41, 116, 0.87752, 0.773728, 0.756387, 1, 0.756195, 69, 1, 1, 0, 0, 0, 1
41, 401, 287, 10300951, 4, 480, 228, 388, 324, 438, 0.885326, 0.971674, 0.795058, 0.754205, 0.635196, 69, 1, 0, 1, 1, 1, 0
41, 401, 287, 10301274, 5, 480, 228, 388, 324, 438, 0.8852, 0.97164, 0.795017, 0.754179, 0.635163, 69, 1, 0, 1, 1, 1, 0
116, 398, 349, 10301274, 5, 104, 218, 224, 317, 480, 0.970917, 1, 0.790426, 1, 1, 69, 0, 0, 0, 1, 1, 0
438, 401, 412, 10301274, 5, 224, 24, 104, 115, 167, 1, 1, 0.970917, 0.753283, 1, 69, 0, 0, 0, 0, 0, 1
167, 445, 398, 10301701, 6, 455, 431, 378, 368, 180, 0.685831, 0.539091, 0.412322, 0.412468, 0.323938, 69, 1, 1, 1, 1, 1, 0
104, 401, 467, 10301702, 6, 224, 115, 155, 79, 10000000, 0.5485, 0.602871, 0.274293, 0.15961, 0, 69, 0, 0, 1, 0, 1, 1
115, 398, 533, 10309902, 7, 79, 155, 224, 225, 163, 0.967329, 1, 1, 0.13754, 0.752034, 69, 0, 0, 0, 1, 0, 0
224, 398, 567, 10309902, 7, 79, 155, 312, 96, 163, 1, 1, 1, 0.645815, 0.752034, 69, 0, 0, 0, 0, 0, 1
155, 401, 637, 10309902, 7, 108, 79, 96, 178, 163, 0.955254, 1, 0.753451, 0.606322, 0.859467, 69, 0, 0, 0, 0, 0, 0
312, 419, 598, 10310251, 8, 381, 96, 163, 310, 174, 1, 1, 1, 0.644543, 0.603075, 69, 1, 0, 0, 0, 0, 1
155, 401, 637, 10310251, 8, 108, 79, 96, 178, 163, 0.955201, 1, 0.753422, 0.606258, 0.859435, 69, 0, 0, 0, 0, 0, 0
79, 401, 680, 10310251, 8, 108, 225, 96, 31, 296, 0.965889, 0.603451, 0.64579, 0.464078, 0.469132, 69, 0, 0, 0, 0, 0, 1
