source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
200, 198, 153, 10299999, 1, 23, 13, 133, 253, 408, 0.968374, 0.911244, 1, 1, 1, 383, 0, 0, 0, 0, 1, 1
408, 201, 212, 10300200, 2, 23, 27, 133, 13, 234, 0.968353, 0.968835, 1, 0.723139, 0.569651, 383, 0, 0, 0, 0, 1, 0
253, 201, 218, 10300200, 2, 472, 23, 234, 133, 194, 0.796582, 0.968353, 0.638285, 1, 0.604036, 383, 1, 0, 1, 0, 0, 0
133, 201, 244, 10300200, 2, 406, 234, 194, 316, 13, 0.882358, 0.797857, 0.798333, 0.703994, 0.860566, 383, 1, 1, 0, 0, 0, 0
23, 201, 284, 10300200, 2, 234, 472, 458, 316, 494, 1, 0.723741, 0.759272, 0.703994, 0.755453, 383, 0, 1, 1, 0, 1, 1
234, 198, 379, 10300510, 3, 65, 113, 206, 189, 45, 0.968634, 0.883209, 0.972384, 0.967744, 0.860982, 383, 0, 0, 0, 0, 0, 1
458, 198, 387, 10300510, 3, 65, 45, 206, 189, 316, 0.968634, 0.968605, 1, 0.967744, 1, 383, 0, 0, 0, 0, 0, 0
494, 198, 387, 10300510, 3, 45, 206, 65, 189, 316, 0.968605, 1, 0.861008, 0.967744, 1, 383, 0, 0, 0, 0, 0, 0
472, 201, 412, 10300510, 3, 65, 45, 206, 189, 113, 0.968634, 0.968605, 1, 0.967744, 0.635617, 383, 0, 0, 0, 0, 0, 0
316, 201, 418, 10300510, 3, 280, 65, 45, 113, 206, 1, 0.968634, 0.968605, 0.825583, 1, 383, 0, 0, 0, 0, 0, 0
206, 201, 446, 10300937, 4, 319, 223, 280, 65, 113, 0.8606, 0.847728, 0.443385, 0.96859, 0.760294, 383, 1, 0, 1, 0, 0, 0
65, 201, 485, 10300938, 4, 319, 223, 113, 280, 67, 0.950798, 0.755639, 0.825535, 0.538789, 0.466255, 383, 1, 0, 0, 0, 0, 1
113, 198, 532, 10300938, 4, 67, 211, 280, 179, 319, 0.972469, 0.968644, 1, 0.770693, 1, 383, 0, 0, 0, 0, 1, 0
113, 198, 532, 10301235, 5, 67, 211, 280, 179, 319, 0.972438, 0.968613, 1, 0.770517, 1, 383, 0, 0, 0, 0, 1, 0
223, 198, 564, 10301235, 5, 67, 10, 211, 185, 433, 1, 0.910745, 0.968613, 0.12109, 0.241054, 383, 0, 0, 0, 1, 1, 0
319, 198, 584, 10301235, 5, 10, 107, 67, 211, 299, 1, 0.968567, 1, 0.968613, 0.158896, 383, 0, 0, 0, 0, 1, 1
280, 201, 618, 10301235, 5, 107, 376, 250, 433, 67, 0.968567, 0.469592, 0.412115, 0.318908, 0.972438, 383, 0, 1, 1, 1, 0, 0
211, 201, 645, 10301519, 6, 376, 433, 345, 67, 107, 0.611049, 0.432294, 0.189595, 1, 0.848288, 383, 1, 1, 1, 0, 0, 0
67, 201, 691, 10301519, 6, 433, 345, 376, 250, 179, 0.956679, 0.758382, 0.645397, 0.916261, 1, 383, 1, 1, 1, 0, 0, 0
10, 198, 712, 10301519, 6, 345, 433, 376, 275, 191, 0.969479, 0.972661, 0.968096, 0.861246, 1, 383, 1, 1, 1, 1, 0, 1
376, 198, 787, 10301778, 7, 3, 137, 55, 59, 275, 0.968946, 1, 1, 0.958729, 0.968874, 383, 0, 0, 0, 0, 0, 0
433, 198, 787, 10301778, 7, 3, 137, 55, 275, 191, 0.968946, 1, 1, 0.968874, 1, 383, 0, 0, 0, 0, 0, 0
345, 201, 812, 10301778, 7, 3, 137, 495, 55, 275, 0.968946, 1, 1, 1, 0.968874, 383, 0, 0, 1, 0, 0, 1
191, 201, 845, 10301778, 7, 372, 442, 495, 427, 3, 0.755504, 0.702867, 0.635123, 0.538936, 0.753625, 383, 1, 1, 1, 1, 0, 0
275, 220, 798, 10302166, 8, 393, 3, 95, 137, 216, 0.882155, 1, 0.796982, 1, 0.638708, 383, 1, 0, 0, 0, 0, 0
137, 247, 798, 10302166, 8, 95, 326, 3, 216, 232, 1, 0.725395, 1, 0.699742, 0.603323, 383, 0, 1, 0, 0, 0, 0
55, 201, 880, 10302166, 8, 442, 427, 372, 495, 300, 1, 0.915627, 0.755472, 0.686028, 1, 383, 1, 1, 1, 1, 0, 1
3, 275, 798, 10302166, 8, 232, 216, 326, 393, 95, 1, 0.960638, 0.846294, 0.724941, 0.72628, 383, 0, 0, 1, 1, 0, 1
95, 318, 801, 10302476, 9, 82, 182, 308, 296, 393, 1, 1, 1, 1, 1, 383, 0, 0, 0, 0, 1, 0
216, 355, 801, 10302476, 9, 82, 182, 308, 178, 296, 1, 0.967557, 1, 0.967744, 1, 383, 0, 0, 0, 0, 0, 0
232, 381, 801, 10302476, 9, 142, 82, 182, 31, 33, 0.917288, 1, 1, 1, 0.760031, 383, 0, 0, 0, 0, 0, 1
393, 387, 801, 10302476, 9, 371, 82, 182, 31, 261, 0.274792, 1, 1, 1, 0.69976, 383, 1, 0, 0, 0, 1, 0
182, 444, 798, 10302774, 10, 261, 451, 358, 82, 33, 0.932949, 0.760895, 0.722929, 1, 0.753012, 383, 0, 1, 1, 0, 0, 0
31, 401, 881, 10302774, 10, 371, 293, 170, 82, 52, 0.862779, 0.824699, 0.823614, 0.539994, 0.75412, 383, 1, 0, 0, 0, 0, 1
82, 484, 798, 10302774, 10, 6, 338, 398, 142, 478, 1, 0.968362, 0.963823, 0.962842, 0.862671, 383, 0, 1, 1, 0, 1, 1
33, 520, 801, 10302774, 10, 6, 195, 245, 453, 426, 1, 1, 1, 1, 1, 383, 0, 0, 0, 1, 1, 0
142, 551, 801, 10306974, 11, 112, 195, 483, 400, 331, 0.968296, 1, 1, 1, 1, 383, 0, 0, 1, 1, 1, 0
338, 587, 801, 10306974, 11, 6, 112, 195, 245, 453, 0.968347, 1, 1, 1, 1, 383, 0, 0, 0, 0, 1, 1
398, 587, 801, 10306974, 11, 6, 112, 320, 195, 245, 0.968347, 1, 0.798308, 1, 1, 383, 0, 0, 1, 0, 0, 0
478, 587, 801, 10306974, 11, 6, 112, 109, 195, 245, 0.968347, 1, 0.871162, 1, 1, 383, 0, 0, 0, 0, 0, 0
453, 612, 798, 10311174, 12, 6, 112, 195, 245, 323, 0.96791, 1, 1, 1, 0.378343, 383, 0, 0, 0, 0, 1, 0
245, 619, 798, 10311174, 12, 6, 112, 323, 227, 252, 0.96791, 0.967859, 0.159545, 0.764195, 0.322342, 383, 0, 0, 1, 1, 1, 0
112, 601, 858, 10311174, 12, 220, 320, 109, 6, 10000000, 0.949199, 0.602602, 0.724738, 0.645273, 0, 383, 0, 1, 0, 0, 1, 1
195, 646, 798, 10311174, 12, 323, 227, 252, 134, 6, 0.567515, 0.215741, 0.361614, 0.120623, 1, 383, 1, 1, 1, 1, 0, 0
6, 685, 798, 10311174, 12, 323, 134, 227, 212, 252, 0.906852, 0.241246, 0.90654, 0.605017, 0.322342, 383, 1, 1, 1, 0, 1, 1
227, 822, 798, 10311602, 13, 69, 134, 252, 323, 10000000, 0.863172, 0.966767, 1, 1, 0, 383, 0, 0, 0, 1, 1, 0
