source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
249, 201, 218, 10299999, 1, 363, 366, 305, 399, 386, 0.773277, 0.569345, 0.5378, 0.482919, 0.431075, 37, 1, 1, 1, 1, 1, 1
369, 8, -1, 11299999, 1, 11, 29, 8, 38, 160, 1, 0.966309, 1, 0.972339, 1, 74, 0, 0, 0, 0, 0, 0
160, 1, 52, 11300200, 2, 270, 343, 330, 170, 7, 0.318129, 0.241662, 0.137205, 0.107995, 0, 74, 1, 1, 1, 1, 1, 0
8, 91, -1, 11300200, 2, 343, 165, 270, 323, 330, 1, 0.107727, 0.954386, 0.723956, 0.64592, 74, 1, 1, 0, 1, 1, 1
38, 94, 1, 11300200, 2, 170, 235, 266, 323, 365, 1, 1, 1, 1, 1, 74, 0, 0, 0, 1, 1, 0
11, 1, 95, 11300200, 2, 150, 270, 343, 346, 32, 0.241458, 0.121139, 0.120831, 0.875182, 0.760605, 74, 1, 1, 1, 1, 0, 1
29, -1, 102, 11300200, 2, 32, 176, 284, 379, 346, 0.970831, 1, 1, 1, 1, 74, 0, 0, 0, 1, 1, 0
346, 1, 212, 11300510, 3, 348, 191, 56, 32, 64, 0.648337, 0.158997, 0.972031, 1, 0.864163, 74, 1, 1, 0, 0, 0, 1
270, 177, 1, 11308400, 3, 98, 123, 7, 170, 235, 1, 1, 1, 1, 1, 74, 0, 0, 0, 0, 0, 0
343, 187, 1, 11308400, 3, 98, 123, 7, 170, 235, 1, 1, 1, 1, 1, 74, 0, 0, 0, 0, 0, 1
323, 201, 12, 11308400, 3, 98, 199, 263, 123, 60, 1, 0.861988, 0.79494, 1, 0.861103, 74, 0, 0, 0, 0, 0, 0
330, 212, -1, 11308400, 3, 123, 98, 7, 149, 170, 1, 0.861079, 1, 0.821842, 1, 74, 0, 0, 0, 0, 0, 0
235, 201, 24, 11308736, 4, 368, 98, 123, 199, 7, 1, 1, 1, 0.686242, 0.863014, 74, 1, 0, 0, 0, 0, 0
123, 201, 62, 11308736, 4, 263, 249, 344, 98, 199, 0.959236, 0.798814, 0.825436, 1, 0.646468, 74, 0, 0, 1, 0, 0, 0
170, 261, -1, 11308736, 4, 320, 288, 373, 254, 158, 0.917605, 0.362658, 0.322979, 0.275171, 0.159391, 74, 1, 1, 1, 1, 1, 0
98, 201, 87, 11308736, 4, 313, 344, 249, 368, 263, 1, 0.932888, 0.842589, 0.797262, 0.862833, 74, 1, 1, 0, 1, 0, 1
