source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
154, 1, 47, 10299999, 1, 159, 11, 29, 8, 38, 0.758313, 1, 0.754121, 0.755642, 0.431054, 127, 0, 0, 0, 0, 0, 1
11, 1, 81, 10300200, 2, 243, 159, 29, 170, 38, 0.137429, 0.952976, 0.754105, 0.379906, 0.215522, 127, 1, 0, 0, 0, 1, 0
29, -1, 115, 10300200, 2, 32, 170, 207, 197, 159, 0.971014, 1, 0.863673, 0.754233, 1, 127, 0, 0, 1, 0, 0, 0
159, -1, 151, 10300200, 2, 32, 170, 207, 197, 168, 1, 1, 0.971632, 0.754233, 0.614015, 127, 0, 0, 1, 0, 0, 1
170, 1, 248, 10300575, 3, 168, 32, 64, 56, 197, 0.864, 1, 0.603649, 0.64566, 0.861946, 127, 0, 0, 0, 0, 0, 0
32, 1, 281, 10300575, 3, 168, 64, 43, 10000000, 10000000, 0.686659, 0.756368, 0.274257, 0, 0, 127, 0, 0, 0, 1, 1, 1
64, -1, 317, 10300963, 4, 43, 168, 110, 50, 245, 1, 1, 0.539433, 0.322884, 0.13745, 127, 0, 0, 0, 0, 1, 0
168, -1, 358, 10300964, 4, 43, 245, 110, 50, 10000000, 1, 0.13745, 0.64732, 0.46571, 0, 127, 0, 1, 0, 0, 1, 1
43, 1, 476, 10300964, 4, 283, 157, 50, 245, 244, 0.795394, 0.7559, 0.966701, 0.64685, 0.569062, 127, 1, 0, 0, 0, 0, 0
43, 1, 476, 10301352, 5, 283, 157, 50, 245, 244, 0.795345, 0.755845, 0.966656, 0.646823, 0.56902, 127, 1, 0, 0, 0, 0, 1
50, -1, 520, 10301610, 6, 283, 236, 28, 157, 244, 1, 0.862351, 1, 0.970297, 1, 127, 1, 1, 0, 0, 0, 0
245, -1, 579, 10301610, 6, 262, 34, 195, 128, 28, 1, 0.862235, 1, 0.968116, 1, 127, 1, 0, 0, 0, 0, 0
283, 1, 612, 10301610, 6, 34, 128, 2, 28, 236, 0.970015, 1, 0.966123, 1, 1, 127, 0, 0, 0, 0, 0, 1
244, 1, 618, 10301610, 6, 34, 128, 28, 236, 195, 0.862235, 1, 1, 1, 0.75327, 127, 0, 0, 0, 0, 0, 0
157, 1, 648, 10301611, 6, 252, 34, 219, 136, 195, 0.159421, 0.754456, 1, 0.798459, 0.845394, 127, 1, 0, 0, 0, 0, 0
236, 19, 598, 10301881, 7, 34, 103, 128, 28, 107, 0.969987, 0.723144, 1, 0.860133, 0.189941, 127, 0, 0, 0, 0, 0, 0
128, 44, 598, 10301882, 7, 34, 103, 67, 107, 10000000, 0.969986, 0.723144, 0.241663, 0.137392, 0, 127, 0, 0, 1, 1, 1, 1
28, 1, 682, 10301882, 7, 2, 252, 34, 219, 128, 1, 0.704621, 0.538881, 0.685922, 0.752957, 127, 0, 0, 0, 0, 0, 1
34, 79, 598, 10306082, 8, 103, 107, 67, 10000000, 10000000, 0.963705, 0.234475, 0.137028, 0, 0, 127, 0, 0, 1, 1, 1, 1
103, 112, 601, 10306082, 8, 107, 191, 67, 55, 10, 0.970781, 0.862794, 0.75553, 0.215676, 0, 127, 0, 0, 0, 1, 1, 0
103, 112, 601, 10306522, 9, 107, 191, 67, 55, 10, 0.970735, 0.862753, 0.755494, 0.215666, 0, 127, 0, 0, 0, 1, 1, 1
107, 271, 598, 10306845, 10, 20, 96, 148, 156, 79, 0.862091, 0.442388, 0.323759, 0.232288, 0.120412, 127, 0, 0, 1, 1, 1, 1
20, 315, 601, 10307103, 11, 96, 156, 148, 79, 167, 0.97017, 0.968334, 0.863334, 0.752133, 0.467782, 127, 0, 0, 0, 0, 0, 1
156, 447, 598, 10307104, 11, 167, 250, 96, 16, 122, 0.956985, 0.723112, 1, 0.859838, 0.240962, 127, 0, 0, 0, 0, 0, 0
156, 447, 598, 10307401, 12, 167, 250, 96, 16, 122, 0.956939, 0.723086, 1, 0.85981, 0.240953, 127, 0, 0, 0, 0, 0, 1
96, 484, 598, 10311601, 13, 250, 167, 16, 122, 84, 1, 0.823371, 1, 0.635886, 0.440038, 127, 0, 0, 0, 0, 0, 0
16, 509, 601, 10311601, 13, 84, 122, 287, 250, 220, 0.969673, 1, 1, 1, 0.860545, 127, 0, 0, 1, 0, 1, 0
167, 550, 601, 10311601, 13, 84, 287, 122, 250, 4, 0.969673, 1, 1, 1, 0.752865, 127, 0, 1, 0, 0, 0, 1
250, 620, 598, 10311601, 13, 84, 4, 9, 273, 137, 1, 0.860417, 0.120934, 0.361618, 0.723713, 127, 0, 0, 1, 1, 0, 0
287, 598, 587, 10312002, 14, 296, 4, 122, 250, 84, 1, 1, 1, 1, 0.754157, 127, 1, 0, 0, 0, 0, 1
250, 620, 598, 10312002, 14, 84, 4, 9, 273, 137, 1, 0.86038, 0.120928, 0.3616, 0.723678, 127, 0, 0, 1, 1, 0, 0
122, 642, 598, 10312003, 14, 273, 228, 125, 94, 90, 0.539377, 0.465116, 0.215897, 0.120911, 0.96259, 127, 1, 1, 1, 1, 0, 0
84, 685, 598, 10312003, 14, 273, 228, 90, 137, 238, 0.755128, 0.846707, 1, 0.820956, 0.538818, 127, 1, 0, 0, 0, 1, 1
90, 713, 601, 10312391, 15, 125, 238, 94, 273, 228, 0.863551, 1, 0.753462, 1, 1, 127, 0, 0, 0, 1, 0, 0
137, 754, 601, 10312391, 15, 125, 94, 238, 273, 228, 1, 0.8611, 1, 1, 1, 127, 0, 0, 0, 1, 0, 0
228, 781, 601, 10312391, 15, 94, 125, 238, 37, 127, 1, 1, 1, 0.410794, 0.241659, 127, 0, 0, 0, 0, 1, 0
273, 787, 601, 10312391, 15, 94, 125, 165, 238, 37, 1, 1, 0.601947, 1, 0.431525, 127, 0, 0, 0, 0, 0, 1
238, 801, 619, 10312714, 16, 37, 94, 165, 125, 127, 0.95316, 1, 0.794914, 1, 0.273566, 127, 0, 0, 0, 0, 0, 0
125, 801, 647, 10312714, 16, 165, 37, 94, 225, 69, 1, 0.863021, 1, 0.481942, 0.158666, 127, 0, 0, 0, 0, 0, 0
94, 801, 679, 10312714, 16, 225, 37, 165, 10000000, 10000000, 0.88253, 0.821551, 0.684134, 0, 0, 127, 0, 0, 0, 1, 1, 1
37, 798, 720, 10312714, 16, 127, 225, 272, 69, 200, 1, 1, 0.970032, 0.860728, 0.860928, 127, 0, 0, 1, 0, 1, 0
165, 798, 755, 10312715, 16, 127, 225, 272, 69, 200, 1, 1, 1, 0.968318, 0.968544, 127, 0, 0, 1, 0, 1, 0
37, 798, 720, 10312972, 17, 127, 225, 272, 69, 200, 1, 1, 0.970005, 0.860704, 0.860904, 127, 0, 0, 1, 0, 1, 1
165, 798, 755, 10312973, 17, 127, 225, 272, 69, 200, 1, 1, 1, 0.968292, 0.968517, 127, 0, 0, 1, 0, 1, 0
2, -1, 718, 10314082, 8, 299, 262, 289, 210, 189, 1, 1, 0.970691, 0.863095, 0.755138, 127, 1, 1, 1, 1, 0, 1
219, -1, 780, 10314082, 8, 77, 189, 210, 299, 262, 0.861344, 1, 1, 1, 1, 127, 0, 0, 0, 1, 1, 0
252, 1, 820, 10314082, 8, 77, 189, 210, 299, 262, 0.861344, 1, 1, 1, 1, 127, 0, 0, 0, 1, 1, 0
250, 620, 598, 10316202, 15, 84, 4, 9, 273, 137, 1, 0.859991, 0.120867, 0.361417, 0.723312, 127, 0, 0, 1, 1, 0, 0
122, 642, 598, 10316203, 15, 273, 228, 125, 94, 90, 0.539133, 0.464663, 0.215799, 0.120849, 0.962034, 127, 1, 1, 1, 1, 0, 0
4, 601, 690, 10316203, 15, 296, 263, 213, 185, 19, 1, 0.647462, 0.955237, 0.961874, 0.965074, 127, 1, 1, 0, 0, 0, 0
225, 801, 821, 10317173, 18, 127, 10000000, 10000000, 10000000, 10000000, 1, 0, 0, 0, 0, 127, 0, 1, 1, 1, 1, 0
19, 598, 711, 10320403, 16, 271, 294, 296, 263, 234, 0.970566, 0.969855, 1, 1, 0.753033, 127, 1, 1, 1, 1, 1, 0
185, 598, 752, 10320403, 16, 294, 271, 296, 263, 175, 1, 1, 1, 1, 0.860681, 127, 1, 1, 1, 1, 0, 0
213, 598, 778, 10320403, 16, 296, 263, 6, 175, 217, 1, 1, 0.861032, 0.968266, 0.970428, 127, 1, 1, 0, 0, 0, 0
263, 598, 787, 10320403, 16, 6, 175, 217, 127, 10000000, 0.968661, 1, 1, 0.158988, 0, 127, 0, 0, 0, 1, 1, 0
296, 598, 787, 10320403, 16, 6, 175, 217, 225, 10000000, 1, 1, 1, 0.322925, 0, 127, 0, 0, 0, 1, 1, 0
217, 619, 798, 10320791, 17, 6, 175, 272, 200, 192, 1, 0.968226, 0.410686, 0.362102, 0.231915, 127, 0, 0, 1, 0, 1, 0
175, 648, 798, 10320791, 17, 272, 6, 200, 192, 127, 1, 1, 0.375966, 0.378928, 0.317956, 127, 1, 0, 0, 0, 1, 0
6, 685, 798, 10320791, 17, 272, 200, 225, 192, 57, 0.861501, 0.701601, 0.538187, 0.430078, 0.432954, 127, 1, 0, 1, 0, 0, 0
90, 713, 601, 10324403, 16, 125, 238, 94, 273, 228, 0.862433, 1, 0.75249, 1, 1, 127, 0, 0, 0, 1, 0, 0
