source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
151, 157, 1, 10299999, 1, 7, 98, 124, 171, 240, 1, 0.970025, 1, 1, 1, 63, 0, 0, 0, 0, 0, 1
240, 201, 18, 10300200, 2, 60, 98, 124, 7, 171, 0.961563, 1, 1, 0.847054, 1, 63, 0, 0, 0, 0, 0, 0
124, 201, 49, 10300200, 2, 365, 267, 98, 253, 7, 0.55122, 0.241664, 1, 0.567294, 0.726046, 63, 1, 1, 0, 0, 0, 1
171, 248, -1, 10300200, 2, 341, 380, 303, 5, 7, 0.922017, 0.860348, 0.753315, 0, 1, 63, 1, 1, 1, 1, 0, 1
98, 201, 76, 10308400, 3, 23, 365, 253, 408, 335, 0.912671, 0.645347, 0.701949, 0.411086, 0.379024, 63, 0, 1, 0, 1, 1, 0
267, 198, 179, 10308400, 3, 403, 13, 23, 472, 406, 1, 0.938015, 0.967499, 0.791413, 0.772099, 63, 1, 0, 0, 1, 1, 0
365, 198, 187, 10308400, 3, 194, 27, 13, 160, 133, 1, 1, 0.871246, 1, 1, 63, 0, 0, 0, 0, 0, 1
253, 201, 218, 10308400, 3, 472, 403, 458, 494, 486, 0.791413, 0.478246, 0.411308, 0.323479, 0.323106, 63, 1, 1, 1, 1, 1, 0
160, 243, 198, 10308840, 4, 71, 332, 27, 454, 198, 0.965773, 0.754704, 1, 0.685807, 0.6857, 63, 0, 1, 0, 1, 0, 0
133, 201, 245, 10308840, 4, 406, 486, 481, 458, 327, 0.879007, 0.64618, 0.604527, 0.60222, 0.483535, 63, 1, 1, 1, 1, 1, 0
27, 277, 198, 10308840, 4, 454, 226, 332, 428, 322, 1, 0.822385, 0.646889, 0.646198, 0.603925, 63, 1, 1, 1, 1, 1, 1
13, 198, 315, 10308841, 4, 481, 472, 403, 333, 458, 1, 1, 1, 0.967507, 1, 63, 1, 1, 1, 1, 1, 1
7, 280, -1, 10312400, 3, 380, 413, 341, 157, 303, 0.956426, 1, 0.918573, 0.241809, 0.752328, 63, 1, 1, 1, 1, 1, 0
380, 387, 1, 10312400, 3, 5, 159, 48, 157, 258, 0.970607, 1, 0.861276, 1, 1, 63, 0, 0, 0, 0, 0, 1
332, 387, 201, 10313041, 5, 41, 88, 118, 117, 49, 1, 0.969765, 1, 1, 0.724256, 63, 0, 0, 0, 0, 0, 0
428, 387, 201, 10313041, 5, 41, 88, 118, 117, 228, 1, 0.969765, 1, 0.966448, 0.646938, 63, 0, 0, 0, 0, 1, 0
454, 387, 201, 10313041, 5, 218, 420, 41, 88, 324, 1, 1, 1, 0.969765, 0.769106, 63, 0, 1, 0, 0, 1, 1
322, 412, 198, 10313041, 5, 291, 49, 244, 41, 88, 1, 0.971524, 0.863371, 1, 1, 63, 0, 0, 0, 0, 0, 0
226, 422, 198, 10313041, 5, 291, 88, 244, 49, 41, 1, 1, 0.798009, 0.863577, 0.862157, 63, 0, 0, 0, 0, 0, 0
41, 401, 288, 10313416, 6, 480, 388, 324, 228, 438, 0.880468, 0.793485, 0.753194, 0.970368, 0.633941, 63, 1, 1, 1, 0, 1, 0
88, 495, 198, 10313416, 6, 138, 291, 123, 420, 334, 1, 1, 0.963017, 0.72456, 0.686855, 63, 0, 0, 0, 1, 1, 1
258, 401, 19, 10316600, 4, 48, 100, 139, 159, 5, 0.860886, 0.75504, 0.687244, 1, 0.754575, 63, 0, 0, 0, 0, 0, 0
159, 401, 41, 10316600, 4, 264, 48, 100, 139, 346, 0.844677, 0.860886, 0.722286, 0.604443, 0.42996, 63, 0, 0, 0, 0, 1, 1
157, 447, -1, 10316600, 4, 359, 423, 374, 321, 315, 0.797799, 0.792287, 0.607701, 0.318615, 0.241521, 63, 1, 1, 1, 1, 1, 0
48, 401, 79, 10316601, 4, 264, 346, 418, 100, 139, 0.862668, 0.822059, 0.755649, 0.90842, 0.725332, 63, 1, 1, 1, 0, 0, 0
5, 488, -1, 10316601, 4, 359, 374, 423, 321, 432, 0.957359, 0.821953, 0.687122, 0.565523, 0.604386, 63, 1, 1, 1, 1, 1, 1
