source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
153, 241, 198, 10299999, 1, 178, 218, 27, 292, 264, 1, 0.826019, 1, 0.322918, 0.362896, 1, 0, 1, 0, 1, 1, 1
27, 278, 198, 10300200, 2, 221, 264, 292, 218, 71, 1, 0.846738, 0.687988, 0.703928, 0.755113, 1, 0, 1, 1, 0, 0, 0
178, 356, 201, 10300200, 2, 280, 88, 292, 268, 41, 1, 1, 1, 1, 0.861744, 1, 1, 0, 1, 1, 0, 1
292, 412, 198, 10300200, 2, 41, 49, 88, 112, 216, 1, 0.950817, 1, 1, 0.43065, 1, 0, 0, 0, 0, 1, 0
280, 398, 187, 10300562, 3, 41, 112, 88, 221, 111, 1, 1, 0.863215, 1, 0.603423, 1, 0, 0, 0, 0, 0, 1
268, 412, 198, 10300562, 3, 41, 88, 216, 49, 112, 1, 1, 0.788218, 0.797704, 1, 1, 0, 0, 1, 0, 0, 0
292, 412, 198, 10300562, 3, 41, 49, 88, 112, 216, 1, 0.950751, 1, 1, 0.430633, 1, 0, 0, 0, 0, 1, 0
88, 495, 198, 10300562, 3, 266, 102, 216, 131, 116, 0.964209, 0.121035, 0.964356, 0.703512, 0.755119, 1, 1, 1, 0, 0, 0, 1
221, 418, 198, 10300859, 4, 266, 88, 41, 112, 216, 0.648173, 1, 0.861683, 1, 0.551038, 1, 1, 0, 0, 0, 1, 0
112, 448, 198, 10300859, 4, 266, 216, 88, 116, 49, 0.635509, 0.551038, 1, 0.7265, 0.797667, 1, 1, 1, 0, 0, 0, 0
41, 401, 287, 10300859, 4, 198, 255, 201, 111, 256, 1, 0.934091, 0.754074, 0.824958, 0.605002, 1, 0, 1, 0, 0, 1, 1
111, 398, 347, 10301183, 5, 104, 198, 255, 256, 201, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0
201, 398, 375, 10301183, 5, 104, 198, 255, 160, 24, 1, 1, 1, 0.861554, 0.752715, 1, 0, 0, 1, 0, 0, 0
256, 398, 387, 10301183, 5, 104, 24, 198, 160, 255, 1, 0.967776, 1, 0.969249, 1, 1, 0, 0, 0, 0, 1, 0
198, 401, 431, 10301183, 5, 104, 24, 148, 160, 79, 1, 0.752715, 0.319697, 0.861554, 0.120494, 1, 0, 0, 1, 0, 1, 1
104, 401, 467, 10301623, 6, 10000000, 10000000, 10000000, 10000000, 10000000, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0
116, 553, 201, 10304763, 4, 266, 190, 75, 214, 194, 1, 0.121071, 0.120731, 0.190186, 0.189032, 1, 1, 1, 1, 1, 1, 0
216, 581, 201, 10304763, 4, 266, 209, 270, 194, 86, 1, 0.137173, 0.159637, 0.137825, 0.932112, 1, 1, 1, 1, 1, 0, 0
266, 587, 201, 10304763, 4, 47, 209, 295, 249, 194, 0.932347, 0.304521, 0.18993, 0.303219, 0.27565, 1, 0, 1, 1, 1, 1, 1
249, 779, 201, 10305177, 5, 58, 40, 120, 227, 274, 1, 0.797654, 1, 0.9715, 1, 1, 0, 0, 0, 0, 1, 0
295, 812, 198, 10305177, 5, 58, 120, 227, 274, 44, 0.9673, 1, 1, 1, 0.96477, 1, 0, 0, 0, 1, 0, 1
274, 801, 212, 10313377, 6, 58, 120, 40, 227, 10000000, 1, 1, 0.645504, 0.97064, 0, 1, 0, 0, 0, 1, 1, 0
227, 801, 219, 10313377, 6, 58, 120, 40, 10000000, 10000000, 1, 1, 0.483634, 0, 0, 1, 0, 0, 0, 1, 1, 0
120, 801, 246, 10313378, 6, 58, 40, 10000000, 10000000, 10000000, 1, 0.53792, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1
58, 801, 289, 10317578, 7, 40, 10000000, 10000000, 10000000, 10000000, 0.752748, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1
40, 798, 323, 10317578, 7, 260, 211, 118, 133, 93, 0.968373, 0.859626, 0.753042, 0.645909, 0.536683, 1, 1, 1, 0, 1, 0, 0
40, 798, 323, 10317849, 8, 260, 211, 118, 133, 93, 0.968345, 0.8596, 0.75302, 0.64589, 0.536667, 1, 1, 1, 0, 1, 0, 1
226, 201, 224, 11299999, 1, 23, 174, 13, 126, 259, 1, 0.846421, 0.845923, 1, 0.647411, 36, 0, 0, 0, 0, 1, 0
126, 201, 257, 11300200, 2, 174, 13, 23, 265, 259, 0.958787, 1, 1, 0.607534, 0.570196, 36, 0, 0, 0, 1, 1, 0
23, 201, 298, 11300200, 2, 259, 174, 254, 206, 265, 1, 1, 0.686331, 0.723831, 0.635429, 36, 1, 0, 0, 0, 1, 1
13, 198, 301, 11300200, 2, 65, 186, 254, 265, 259, 1, 1, 1, 1, 1, 36, 0, 0, 0, 1, 1, 0
174, 198, 338, 11300200, 2, 65, 186, 254, 265, 251, 1, 1, 1, 1, 0.969297, 36, 0, 0, 0, 1, 1, 0
259, 198, 387, 11300200, 2, 65, 45, 186, 172, 254, 1, 0.968368, 1, 1, 1, 36, 0, 0, 0, 0, 0, 0
174, 198, 338, 11300510, 3, 65, 186, 254, 265, 251, 1, 1, 1, 1, 0.969265, 36, 0, 0, 0, 1, 1, 0
206, 198, 371, 11300510, 3, 65, 186, 172, 45, 254, 1, 1, 0.972381, 0.860743, 1, 36, 0, 0, 0, 0, 0, 0
259, 198, 387, 11300510, 3, 65, 45, 186, 172, 254, 1, 0.968336, 1, 1, 1, 36, 0, 0, 0, 0, 0, 1
265, 201, 412, 11300510, 3, 65, 186, 45, 172, 254, 1, 1, 0.860743, 1, 1, 36, 0, 0, 0, 0, 0, 0
254, 201, 425, 11300510, 3, 65, 186, 45, 172, 67, 1, 1, 0.860743, 1, 0.318437, 36, 0, 0, 0, 0, 0, 0
254, 201, 425, 11300833, 4, 65, 186, 45, 172, 67, 1, 1, 0.860713, 1, 0.31842, 36, 0, 0, 0, 0, 0, 0
172, 260, 398, 11300833, 4, 160, 255, 104, 18, 45, 0.120894, 0.478999, 0.241553, 0.967774, 1, 36, 1, 1, 1, 0, 0, 1
186, 201, 459, 11300833, 4, 65, 45, 10000000, 10000000, 10000000, 1, 0.753124, 0, 0, 0, 36, 0, 0, 1, 1, 1, 0
65, 201, 499, 11300833, 4, 191, 67, 10000000, 10000000, 10000000, 0.724924, 0.215635, 0, 0, 0, 36, 0, 1, 1, 1, 1, 1
67, 201, 705, 11301131, 5, 59, 223, 279, 173, 55, 1, 1, 1, 0.567445, 0.306616, 36, 0, 0, 1, 0, 0, 1
279, 201, 812, 11305331, 6, 3, 130, 59, 55, 248, 0.967273, 1, 1, 1, 1, 36, 0, 0, 0, 0, 0, 0
223, 201, 826, 11305332, 6, 130, 3, 55, 248, 173, 1, 0.859798, 1, 1, 1, 36, 0, 0, 0, 0, 0, 1
173, 201, 858, 11305332, 6, 130, 166, 3, 55, 59, 0.861877, 0.963766, 0.644848, 1, 0.755482, 36, 0, 0, 0, 0, 0, 0
