source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
117, 201, 49, 10299999, 1, 226, 240, 180, 60, 98, 0.873078, 0.86334, 0.761512, 0.846942, 1, 127, 1, 0, 0, 0, 0, 1
98, 201, 76, 10300200, 2, 267, 180, 226, 240, 60, 1, 0.964603, 0.60604, 0.636669, 0.822599, 127, 1, 0, 0, 0, 0, 0
60, 198, 105, 10300200, 2, 23, 126, 267, 226, 240, 0.969531, 1, 1, 0.969149, 1, 127, 0, 0, 1, 1, 0, 0
180, 198, 153, 10300200, 2, 174, 13, 23, 126, 226, 1, 1, 1, 1, 1, 127, 0, 0, 0, 0, 0, 0
240, 198, 179, 10300200, 2, 23, 126, 153, 27, 226, 1, 1, 0.969111, 0.863287, 1, 127, 0, 0, 0, 0, 0, 1
226, 201, 218, 10304400, 3, 174, 23, 259, 13, 27, 0.824797, 0.969093, 0.725332, 0.753607, 0.862896, 127, 0, 0, 1, 0, 0, 0
126, 201, 244, 10304400, 3, 265, 13, 23, 174, 259, 0.871006, 1, 1, 0.540236, 0.468873, 127, 1, 0, 0, 0, 1, 0
23, 201, 285, 10304400, 3, 259, 174, 265, 13, 254, 1, 1, 0.566127, 0.968923, 0.635999, 127, 1, 0, 1, 0, 0, 1
13, 198, 315, 10304658, 4, 265, 65, 259, 186, 239, 1, 0.967795, 1, 1, 0.862964, 127, 1, 0, 1, 0, 1, 0
174, 198, 351, 10304659, 4, 65, 265, 186, 259, 254, 1, 1, 1, 1, 1, 127, 0, 1, 0, 1, 0, 0
259, 198, 387, 10304659, 4, 45, 65, 172, 186, 251, 0.971408, 0.967795, 1, 1, 1, 127, 0, 0, 0, 0, 0, 1
254, 201, 418, 10304659, 4, 65, 45, 172, 186, 251, 1, 0.863474, 1, 1, 1, 127, 0, 0, 0, 0, 0, 0
251, 219, 398, 10304982, 5, 45, 172, 162, 65, 186, 1, 1, 0.645959, 0.860232, 0.968102, 127, 0, 0, 0, 0, 0, 0
172, 247, 398, 10304982, 5, 18, 45, 162, 255, 65, 0.96279, 1, 0.725033, 0.569562, 0.752703, 127, 0, 0, 0, 1, 0, 1
186, 201, 446, 10304982, 5, 65, 45, 172, 10000000, 10000000, 1, 0.755513, 0.862016, 0, 0, 127, 0, 0, 0, 1, 1, 0
65, 201, 485, 10304982, 5, 67, 191, 10000000, 10000000, 10000000, 0.215891, 0.68673, 0, 0, 0, 127, 1, 0, 1, 1, 1, 1
