source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
160, 242, 198, 10299999, 1, 198, 454, 439, 71, 332, 1, 0.932022, 0.880989, 0.959395, 0.723142, 262, 0, 1, 1, 0, 1
71, 323, 201, 10300200, 2, 485, 389, 322, 117, 439, 1, 1, 1, 1, 0.968222, 262, 1, 1, 1, 0, 1
198, 356, 201, 10300200, 2, 88, 118, 117, 41, 226, 0.971107, 1, 1, 0.863349, 1, 262, 0, 0, 0, 0, 0
332, 387, 201, 10300200, 2, 438, 41, 88, 384, 118, 1, 1, 0.971107, 0.799013, 1, 262, 1, 0, 0, 1, 0
454, 387, 201, 10300200, 2, 384, 41, 49, 470, 88, 1, 1, 0.959017, 0.775079, 0.971107, 262, 1, 0, 0, 1, 0
118, 401, 245, 10300640, 3, 317, 470, 438, 228, 41, 1, 1, 1, 0.84644, 0.971221, 262, 1, 1, 1, 0, 0
226, 422, 198, 10300640, 3, 88, 334, 420, 291, 114, 0.971061, 0.550449, 0.465913, 0.215487, 0.159927, 262, 0, 1, 1, 1, 1
117, 450, 198, 10300640, 3, 334, 420, 244, 114, 88, 0.637032, 0.636817, 0.411666, 0.120956, 0.971061, 262, 1, 1, 1, 1, 0
88, 495, 198, 10300640, 3, 334, 420, 114, 291, 123, 1, 0.846625, 0.241912, 0.759032, 0.84489, 262, 1, 1, 1, 0, 0
123, 553, 201, 10301042, 4, 289, 384, 210, 420, 334, 0.967877, 1, 0.159117, 1, 0.968071, 262, 1, 1, 1, 1, 1
334, 587, 201, 10301042, 4, 452, 368, 276, 86, 114, 1, 0.798995, 1, 1, 0.970449, 262, 1, 1, 0, 0, 0
420, 587, 201, 10301042, 4, 340, 429, 493, 120, 491, 1, 0.88139, 0.435008, 0.235064, 0.159895, 262, 1, 1, 1, 1, 1
291, 620, 198, 10301042, 4, 493, 487, 474, 477, 399, 1, 1, 1, 0.699327, 0.550063, 262, 1, 1, 1, 1, 1
114, 601, 262, 10301378, 5, 435, 450, 379, 368, 294, 1, 0.847647, 0.723992, 0.60328, 0.636071, 262, 1, 1, 1, 1, 0
86, 717, 201, 10301378, 5, 254, 457, 429, 340, 120, 1, 1, 1, 0.972503, 1, 262, 0, 1, 1, 1, 0
41, 401, 287, 10304840, 4, 218, 391, 104, 324, 438, 0.937111, 0.964898, 0.787452, 0.861586, 0.791022, 262, 0, 1, 0, 1, 1
340, 801, 212, 10313578, 6, 58, 127, 40, 188, 254, 0.970543, 1, 0.684137, 0.483304, 1, 262, 0, 0, 0, 0, 0
429, 801, 212, 10313578, 6, 58, 40, 127, 188, 254, 1, 0.820965, 1, 0.430975, 1, 262, 0, 0, 0, 0, 0
457, 801, 212, 10313578, 6, 40, 58, 127, 188, 254, 0.947894, 1, 1, 0.441659, 1, 262, 0, 0, 0, 0, 0
120, 847, 198, 10313579, 6, 193, 127, 254, 44, 58, 1, 0.862965, 1, 0.79762, 0.647029, 262, 0, 0, 0, 0, 0
294, 598, 378, 10317578, 6, 85, 21, 180, 353, 290, 1, 1, 1, 0.75584, 1, 262, 0, 0, 0, 1, 0
379, 598, 387, 10317578, 6, 464, 21, 180, 121, 85, 0.865345, 1, 1, 1, 0.699625, 262, 1, 0, 0, 0, 0
435, 598, 387, 10317578, 6, 381, 464, 21, 180, 121, 1, 0.865345, 1, 1, 1, 262, 1, 1, 0, 0, 0
450, 598, 387, 10317578, 6, 21, 85, 180, 121, 290, 1, 0.823191, 1, 1, 1, 262, 0, 0, 0, 0, 0
368, 601, 412, 10317578, 6, 21, 180, 85, 35, 353, 1, 1, 0.685993, 0.969633, 0.548896, 262, 0, 0, 0, 0, 1
254, 801, 219, 10317778, 7, 58, 111, 40, 127, 188, 1, 0.603302, 0.69716, 1, 0.158566, 262, 0, 0, 0, 0, 1
127, 801, 246, 10317778, 7, 40, 58, 188, 111, 10000000, 1, 1, 0.701167, 0.274165, 0, 262, 0, 0, 0, 0, 1
