source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id 
270, 182, 1, 10299999, 1, 98, 123, 7, 170, 235, 0.968374, 1, 1, 1, 1, 36, 0, 0, 0, 0, 0, 1
235, 201, 18, 10300200, 2, 98, 123, 199, 7, 60, 0.968353, 1, 0.637194, 0.969563, 0.603704, 36, 0, 0, 0, 0, 0, 0
123, 201, 49, 10300200, 2, 132, 98, 263, 60, 199, 0.608921, 1, 0.647427, 0.724445, 0.6044, 36, 0, 0, 0, 0, 0, 0
170, 248, -1, 10300200, 2, 288, 254, 373, 320, 158, 0.413012, 0.319506, 0.241546, 0.215535, 0.189921, 36, 1, 1, 1, 1, 1, 0
98, 201, 76, 10300200, 2, 344, 368, 199, 263, 249, 0.914851, 0.760033, 0.846159, 0.755331, 0.647629, 36, 1, 1, 0, 0, 0, 1
7, 280, -1, 10300200, 2, 320, 373, 149, 156, 254, 0.686244, 0.476211, 0.959973, 0.796068, 0.686006, 36, 1, 1, 0, 0, 1, 1
199, 198, 153, 10300653, 3, 23, 132, 249, 368, 313, 0.972215, 1, 1, 1, 1, 36, 0, 0, 0, 1, 1, 0
263, 198, 179, 10300653, 3, 13, 193, 23, 132, 249, 1, 0.888066, 0.972215, 1, 1, 36, 0, 0, 0, 0, 0, 0
344, 198, 187, 10300653, 3, 363, 366, 13, 132, 27, 1, 1, 0.945835, 1, 0.972604, 36, 1, 1, 0, 0, 0, 1
368, 201, 212, 10300653, 3, 305, 229, 193, 23, 13, 1, 1, 0.956007, 0.972215, 0.84784, 36, 1, 0, 0, 0, 0, 0
249, 201, 218, 10300653, 3, 363, 23, 13, 132, 366, 0.772886, 0.864192, 0.72672, 0.971585, 0.569274, 36, 1, 0, 0, 0, 1, 0
132, 201, 244, 10300976, 4, 299, 305, 193, 23, 229, 0.877079, 0.757587, 0.796631, 1, 0.723808, 36, 0, 1, 0, 0, 0, 0
27, 278, 198, 10300976, 4, 244, 356, 314, 310, 118, 0.610369, 0.570615, 0.467727, 0.550139, 0.159918, 36, 1, 1, 1, 1, 1, 1
13, 198, 315, 10300977, 4, 205, 299, 363, 311, 65, 1, 1, 1, 1, 0.860336, 36, 0, 0, 1, 1, 0, 1
149, 354, 1, 10308400, 3, 105, 338, 291, 155, 373, 0.137561, 0.241131, 0.274233, 0.137644, 1, 36, 1, 1, 1, 1, 1, 0
320, 401, 12, 10308400, 3, 48, 260, 100, 158, 138, 1, 0.645287, 0.724426, 1, 0.646184, 36, 0, 0, 0, 0, 0, 1
373, 401, 12, 10308400, 3, 48, 100, 158, 378, 260, 1, 0.75407, 1, 0.569256, 0.54822, 36, 0, 0, 0, 1, 0, 0
158, 401, 41, 10308736, 4, 378, 138, 48, 100, 260, 1, 0.843806, 1, 0.754042, 0.537719, 36, 1, 0, 0, 0, 0, 0
48, 401, 79, 10308736, 4, 325, 260, 138, 100, 378, 0.94367, 0.860351, 0.861548, 1, 0.547937, 36, 1, 0, 0, 0, 1, 1
100, 398, 115, 10308737, 4, 41, 118, 356, 314, 378, 0.970012, 1, 1, 1, 1, 36, 0, 0, 1, 1, 1, 0
260, 398, 178, 10308737, 4, 41, 116, 118, 117, 88, 1, 0.883983, 1, 0.968932, 0.859791, 36, 0, 0, 0, 0, 0, 0
100, 398, 115, 10309086, 5, 41, 118, 356, 314, 378, 0.969975, 1, 1, 1, 1, 36, 0, 0, 1, 1, 1, 0
138, 398, 157, 10309086, 5, 41, 118, 356, 314, 244, 1, 1, 1, 1, 0.971797, 36, 0, 0, 1, 1, 0, 0
260, 398, 178, 10309086, 5, 41, 116, 118, 117, 88, 1, 0.883847, 1, 0.968896, 0.859759, 36, 0, 0, 0, 0, 0, 0
325, 398, 187, 10309086, 5, 41, 351, 118, 117, 88, 1, 0.769378, 1, 1, 0.859759, 36, 0, 1, 0, 0, 0, 1
378, 398, 187, 10309086, 5, 41, 118, 117, 356, 314, 1, 1, 1, 1, 1, 36, 0, 0, 0, 1, 1, 0
363, 201, 412, 10309177, 5, 222, 65, 205, 113, 188, 0.861319, 1, 1, 0.688468, 1, 36, 0, 0, 0, 0, 0, 0
299, 201, 419, 10309177, 5, 65, 205, 188, 113, 45, 1, 1, 1, 0.634534, 0.754914, 36, 0, 0, 0, 0, 0, 0
205, 201, 446, 10309177, 5, 210, 65, 222, 113, 67, 0.780423, 1, 0.753655, 0.602875, 0.362354, 36, 0, 0, 0, 0, 0, 1
117, 448, 198, 10309448, 6, 380, 102, 312, 88, 118, 0.605304, 0.120636, 0.430299, 1, 0.861019, 36, 1, 1, 1, 0, 0, 0
118, 401, 245, 10309448, 6, 104, 388, 381, 300, 41, 1, 1, 1, 0.869471, 1, 36, 0, 1, 1, 1, 0, 0
41, 401, 288, 10309448, 6, 104, 395, 388, 116, 302, 1, 1, 0.931268, 0.956006, 0.755234, 36, 0, 1, 1, 0, 1, 1
65, 201, 486, 10309552, 6, 210, 276, 222, 113, 67, 0.757376, 0.696331, 0.634751, 0.723417, 0.241559, 36, 0, 0, 0, 0, 1, 1
