source_id,send_x,send_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,send_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5,pri_recover
123, 201, 49, 201, 76, 10300200, 1, 1, 98, 123, 700, 750, 98, 132, 263, 60, 199, 0
123, 201, 49, 198, 105, 10300200, 4, 1, 60, 123, 700, 750, 98, 132, 263, 60, 199, 0
123, 201, 49, 198, 153, 10300200, 5, 1, 199, 123, 700, 750, 98, 132, 263, 60, 199, 0
123, 201, 49, 198, 179, 10300200, 3, 1, 263, 123, 700, 750, 98, 132, 263, 60, 199, 0
123, 201, 76, 198, 153, 10300869, 3, 1, 199, 98, 700, 750, 344, 368, 199, 263, 249, 0
123, 201, 76, 198, 179, 10300869, 4, 1, 263, 98, 700, 750, 344, 368, 199, 263, 249, 0
123, 201, 76, 198, 187, 10300869, 1, 1, 344, 98, 700, 750, 344, 368, 199, 263, 249, 0
123, 201, 76, 201, 212, 10300869, 2, 1, 368, 98, 700, 750, 344, 368, 199, 263, 249, 0
123, 198, 187, 201, 244, 10301538, 5, 1, 132, 344, 700, 750, 363, 366, 13, 27, 132, 0
123, 198, 187, 278, 198, 10301538, 4, 1, 27, 344, 700, 750, 363, 366, 13, 27, 132, 0
123, 198, 187, 198, 315, 10301538, 3, 1, 13, 344, 700, 750, 363, 366, 13, 27, 132, 0
123, 198, 187, 198, 387, 10301539, 2, 1, 366, 344, 700, 750, 363, 366, 13, 27, 132, 0
123, 198, 387, 219, 398, 10306208, 5, 1, 274, 366, 700, 750, 65, 188, 45, 205, 274, 0
123, 198, 387, 248, 398, 10306208, 2, 1, 188, 366, 700, 750, 65, 188, 45, 205, 274, 0
123, 198, 387, 201, 446, 10306208, 4, 1, 205, 366, 700, 750, 65, 188, 45, 205, 274, 0
123, 198, 387, 201, 486, 10306208, 1, 1, 65, 366, 700, 750, 65, 188, 45, 205, 274, 0
123, 201, 486, 198, 532, 10306877, 4, 1, 113, 65, 700, 750, 276, 210, 222, 113, 45, 0
123, 201, 486, 198, 564, 10306877, 3, 1, 222, 65, 700, 750, 276, 210, 222, 113, 45, 0
123, 201, 486, 201, 618, 10306877, 1, 1, 276, 65, 700, 750, 276, 210, 222, 113, 45, 0
123, 201, 486, 201, 645, 10306877, 2, 1, 210, 65, 700, 750, 276, 210, 222, 113, 45, 0
123, 201, 618, 201, 645, 10307546, 3, 1, 210, 276, 700, 750, 107, 67, 210, 10, 10000000, 0
123, 201, 618, 201, 691, 10307547, 2, 1, 67, 276, 700, 750, 107, 67, 210, 10, 10000000, 0
123, 201, 618, 198, 712, 10307547, 4, 1, 10, 276, 700, 750, 107, 67, 210, 10, 10000000, 0
123, 248, 398, 283, 398, 10310877, 3, 1, 45, 188, 700, 750, 372, 278, 45, 335, 168, 0
123, 248, 398, 354, 401, 10310877, 5, 1, 168, 188, 700, 750, 372, 278, 45, 335, 168, 0
123, 248, 398, 379, 401, 10310877, 2, 1, 278, 188, 700, 750, 372, 278, 45, 335, 168, 0
123, 248, 398, 387, 401, 10310877, 4, 1, 335, 188, 700, 750, 372, 278, 45, 335, 168, 0
123, 248, 398, 412, 398, 10310877, 1, 1, 372, 188, 700, 750, 372, 278, 45, 335, 168, 0
123, 412, 398, 445, 398, 10311546, 5, 1, 166, 372, 700, 750, 144, 53, 24, 104, 166, 0
123, 412, 398, 401, 467, 10311547, 4, 1, 104, 372, 700, 750, 144, 53, 24, 104, 166, 0
123, 412, 398, 485, 398, 10311547, 3, 1, 24, 372, 700, 750, 144, 53, 24, 104, 166, 0
123, 201, 645, 201, 691, 10311547, 2, 1, 67, 210, 700, 750, 107, 67, 10000000, 10000000, 10000000, 0
123, 412, 398, 516, 401, 10311547, 2, 1, 53, 372, 700, 750, 144, 53, 24, 104, 166, 0
123, 412, 398, 554, 401, 10311547, 1, 1, 144, 372, 700, 750, 144, 53, 24, 104, 166, 0
123, 554, 401, 601, 412, 10312216, 5, 1, 347, 144, 700, 750, 179, 21, 286, 35, 347, 0
123, 554, 401, 601, 419, 10312216, 3, 1, 286, 144, 700, 750, 179, 21, 286, 35, 347, 0
123, 554, 401, 601, 445, 10312216, 1, 1, 179, 144, 700, 750, 179, 21, 286, 35, 347, 0
123, 554, 401, 683, 398, 10312216, 4, 1, 35, 144, 700, 750, 179, 21, 286, 35, 347, 0
123, 601, 445, 601, 487, 10312885, 1, 1, 21, 179, 700, 750, 21, 332, 85, 130, 243, 0
123, 601, 445, 598, 515, 10312885, 3, 1, 85, 179, 700, 750, 21, 332, 85, 130, 243, 0
123, 601, 445, 598, 552, 10312885, 10000000, 1, 130, 179, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
123, 601, 445, 598, 580, 10312885, 10000000, 1, 243, 179, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
123, 601, 445, 598, 587, 10312886, 10000000, 1, 332, 179, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
123, 601, 487, 598, 515, 10313554, 5, 1, 85, 21, 700, 750, 332, 130, 186, 243, 85, 0
123, 601, 487, 601, 647, 10313555, 10000000, 1, 186, 21, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
123, 278, 198, 323, 201, 10314207, 5, 1, 71, 27, 700, 750, 244, 356, 314, 310, 71, 0
123, 278, 198, 387, 201, 10314208, 4, 1, 310, 27, 700, 750, 244, 356, 314, 310, 71, 0
123, 278, 198, 412, 198, 10314208, 3, 1, 314, 27, 700, 750, 244, 356, 314, 310, 71, 0
123, 278, 198, 412, 198, 10314208, 2, 1, 356, 27, 700, 750, 244, 356, 314, 310, 71, 0
123, 278, 198, 418, 198, 10314208, 1, 1, 244, 27, 700, 750, 244, 356, 314, 310, 71, 0
123, 418, 198, 495, 198, 10314877, 5, 1, 88, 244, 700, 750, 312, 287, 41, 239, 88, 0
123, 201, 244, 201, 285, 10318207, 4, 1, 23, 132, 700, 750, 299, 305, 193, 23, 229, 0
123, 201, 244, 198, 351, 10318208, 3, 1, 193, 132, 700, 750, 299, 305, 193, 23, 229, 0
123, 201, 244, 198, 379, 10318208, 5, 1, 229, 132, 700, 750, 299, 305, 193, 23, 229, 0
123, 201, 244, 198, 387, 10318208, 2, 1, 305, 132, 700, 750, 299, 305, 193, 23, 229, 0
123, 201, 244, 201, 419, 10318208, 1, 1, 299, 132, 700, 750, 299, 305, 193, 23, 229, 0
123, 598, 580, 620, 598, 10318679, 10000000, 2, 273, 243, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
123, 598, 580, 598, 711, 10318679, 10000000, 2, 19, 243, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
123, 598, 580, 598, 787, 10318679, 10000000, 2, 393, 243, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
123, 201, 419, 201, 446, 10318877, 4, 1, 205, 299, 700, 750, 45, 65, 188, 205, 113, 0
123, 201, 419, 248, 398, 10318877, 3, 1, 188, 299, 700, 750, 45, 65, 188, 205, 113, 0
123, 201, 419, 201, 486, 10318877, 2, 1, 65, 299, 700, 750, 45, 65, 188, 205, 113, 0
123, 201, 419, 198, 532, 10318877, 5, 1, 113, 299, 700, 750, 45, 65, 188, 205, 113, 0
123, 198, 532, 201, 645, 10319546, 3, 1, 210, 113, 700, 750, 276, 295, 210, 67, 107, 0
123, 198, 532, 201, 691, 10319547, 4, 1, 67, 113, 700, 750, 276, 295, 210, 67, 107, 0
123, 401, 467, 398, 533, 10324216, 1, 1, 115, 104, 700, 750, 115, 154, 10000000, 10000000, 10000000, 0
123, 398, 533, 447, 598, 10324885, 3, 1, 162, 115, 700, 750, 79, 154, 162, 96, 215, 0
123, 398, 533, 401, 638, 10324885, 2, 1, 154, 115, 700, 750, 79, 154, 162, 96, 215, 0
123, 398, 533, 401, 680, 10324885, 1, 1, 79, 115, 700, 750, 79, 154, 162, 96, 215, 0
123, 683, 398, 717, 401, 10324885, 3, 1, 81, 35, 700, 750, 179, 21, 81, 10000000, 10000000, 0
123, 598, 552, 601, 690, 10327014, 10000000, 2, 4, 130, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
123, 248, 398, 283, 398, 10327546, 3, 1, 45, 188, 700, 750, 372, 278, 45, 335, 168, 0
123, 248, 398, 354, 401, 10327546, 5, 1, 168, 188, 700, 750, 372, 278, 45, 335, 168, 0
123, 248, 398, 379, 401, 10327546, 2, 1, 278, 188, 700, 750, 372, 278, 45, 335, 168, 0
123, 248, 398, 387, 401, 10327546, 4, 1, 335, 188, 700, 750, 372, 278, 45, 335, 168, 0
123, 601, 690, 598, 752, 10327897, 10000000, 3, 204, 4, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
123, 601, 690, 598, 778, 10327897, 10000000, 3, 236, 4, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
123, 601, 690, 598, 787, 10327897, 10000000, 3, 360, 4, 700, 750, 10000000, 10000000, 10000000, 10000000, 10000000, 0
123, 201, 645, 201, 691, 10328216, 2, 1, 67, 210, 700, 750, 107, 67, 10000000, 10000000, 10000000, 0
123, 201, 285, 198, 387, 10330877, 2, 1, 305, 23, 700, 750, 363, 305, 386, 366, 399, 0
123, 201, 285, 198, 387, 10330877, 3, 1, 386, 23, 700, 750, 363, 305, 386, 366, 399, 0
123, 495, 198, 553, 201, 10331546, 4, 1, 122, 88, 700, 750, 380, 312, 287, 122, 137, 0
123, 495, 198, 587, 201, 10331546, 2, 1, 312, 88, 700, 750, 380, 312, 287, 122, 137, 0
123, 495, 198, 587, 201, 10331546, 1, 1, 380, 88, 700, 750, 380, 312, 287, 122, 137, 0
123, 495, 198, 620, 198, 10331546, 3, 1, 287, 88, 700, 750, 380, 312, 287, 122, 137, 0
123, 495, 198, 648, 198, 10331546, 5, 1, 137, 88, 700, 750, 380, 312, 287, 122, 137, 0
123, 587, 201, 620, 198, 10332215, 1, 1, 287, 380, 700, 750, 287, 47, 350, 319, 250, 0
123, 379, 401, 398, 387, 10332215, 1, 1, 351, 278, 700, 750, 351, 302, 372, 339, 279, 0
123, 379, 401, 398, 387, 10332215, 2, 1, 302, 278, 700, 750, 351, 302, 372, 339, 279, 0
123, 379, 401, 412, 398, 10332215, 4, 1, 339, 278, 700, 750, 351, 302, 372, 339, 279, 0
123, 379, 401, 412, 398, 10332215, 3, 1, 372, 278, 700, 750, 351, 302, 372, 339, 279, 0
123, 379, 401, 419, 398, 10332215, 5, 1, 279, 278, 700, 750, 351, 302, 372, 339, 279, 0
123, 587, 201, 598, 315, 10332216, 2, 1, 47, 380, 700, 750, 287, 47, 350, 319, 250, 0
123, 398, 387, 401, 431, 10332885, 4, 1, 217, 351, 700, 750, 24, 104, 166, 217, 115, 0
123, 398, 387, 445, 398, 10332885, 3, 1, 166, 351, 700, 750, 24, 104, 166, 217, 115, 0
123, 398, 387, 401, 467, 10332885, 2, 1, 104, 351, 700, 750, 24, 104, 166, 217, 115, 0
123, 398, 387, 398, 533, 10332885, 5, 1, 115, 351, 700, 750, 24, 104, 166, 217, 115, 0
123, 620, 198, 787, 201, 10332885, 1, 1, 350, 287, 700, 750, 350, 345, 272, 319, 126, 0
123, 620, 198, 801, 212, 10332885, 4, 1, 319, 287, 700, 750, 350, 345, 272, 319, 126, 0
123, 787, 201, 801, 212, 10333554, 5, 1, 319, 350, 700, 750, 40, 58, 126, 250, 319, 0
123, 787, 201, 801, 219, 10333554, 4, 1, 250, 350, 700, 750, 40, 58, 126, 250, 319, 0
123, 787, 201, 801, 246, 10333554, 3, 1, 126, 350, 700, 750, 40, 58, 126, 250, 319, 0
