SIGO,PDR,,,,LSGO,PDR,,,SIGO-LSGO,,,,,,,,,,
200,300,400,seed,,200,300,400,,200,300,400,,,,,,,,
0.2,0.4,0.6,10001,,0.3,0.3,0.5,,-0.1,0.1,0.1,,,2,4,6,3,3,5
0.1,0.5,0.5,10002,,0.2,0.4,0.5,,-0.1,0.1,0,,,1,5,5,2,4,5
0.2,0.4,0.6,10003,,0.4,0.4,0.7,,-0.2,0,-0.1,,,2,4,6,4,4,7
0.4,0.5,0.6,10004,,0.3,0.6,0.6,,0.1,-0.1,0,,,4,5,6,3,6,6
0.1,0.5,0.7,10005,,0.2,0.4,0.7,,-0.1,0.1,0,,,1,5,7,2,4,7
0.4,0.5,0.7,10006,,0.2,0.6,0.5,,0.2,-0.1,0.2,,,4,5,7,2,6,5
0.2,0.5,0.9,10007,,0.3,0.4,0.5,,-0.1,0.1,0.4,,,2,5,9,3,4,5
0.4,0.3,0.6,10008,,0.3,0.3,0.6,,0.1,0,0,,,4,3,6,3,3,6
0.2,0.6,0.7,10009,,0.2,0.3,0.7,,0,0.3,0,,,2,6,7,2,3,7
0.1,0.4,0.5,10010,,0.2,0.5,0.4,,-0.1,-0.1,0.1,,,1,4,5,2,5,4
0,0.4,0.8,10011,,0.3,0.4,0.6,,-0.3,0,0.2,,,0,4,8,3,4,6
0.2,0.4,0.8,10012,,0.3,0.3,0.8,,-0.1,0.1,0,,,2,4,8,3,3,8
0.2,0.3,0.9,10013,,0.1,0.3,0.8,,0.1,0,0.1,,,2,3,9,1,3,8
0.3,0.6,0.7,10014,,0.3,0.2,0.5,,0,0.4,0.2,,,3,6,7,3,2,5
0.3,0.4,0.7,10015,,0.2,0.4,0.8,,0.1,0,-0.1,,,3,4,7,2,4,8
0.3,0.7,0.7,10016,,0.3,0.5,0.4,,0,0.2,0.3,,,3,7,7,3,5,4
0,0.4,0.9,10017,,0.2,0.4,1,,-0.2,0,-0.1,,,0,4,9,2,4,10
0.3,0.4,0.7,10018,,0.1,0.1,0.5,,0.2,0.3,0.2,,,3,4,7,1,1,5
0.1,0.5,0.5,10019,,0.1,0.4,0.5,,0,0.1,0,,,1,5,5,1,4,5
0.1,0.3,0.9,10020,,0.2,0.3,0.9,,-0.1,0,0,,,1,3,9,2,3,9
0.3,0.3,0.7,10021,,0.2,0.4,0.7,,0.1,-0.1,0,,,3,3,7,2,4,7
0.4,0.6,0.6,10022,,0.2,0.4,0.5,,0.2,0.2,0.1,,,4,6,6,2,4,5
0.2,0.6,0.9,10023,,0.2,0.6,0.7,,0,0,0.2,,,2,6,9,2,6,7
0.2,0.2,0.6,10024,,0.2,0.1,0.5,,0,0.1,0.1,,,2,2,6,2,1,5
0.4,0.4,0.7,10025,,0.2,0.4,0.7,,0.2,0,0,,,4,4,7,2,4,7
0.2,0.4,0.6,10026,,0.2,0.3,0.7,,0,0.1,-0.1,,,2,4,6,2,3,7
0.1,0.5,1,10027,,0.3,0.4,0.8,,-0.2,0.1,0.2,,,1,5,10,3,4,8
0.3,0.5,0.8,10028,,0.2,0.5,0.7,,0.1,0,0.1,,,3,5,8,2,5,7
0.4,0.6,0.7,10029,,0.2,0.4,0.3,,0.2,0.2,0.4,,,4,6,7,2,4,3
0.4,0.5,0.6,10030,,0.3,0.5,0.7,,0.1,0,-0.1,,,4,5,6,3,5,7
0.3,0.4,0.8,10031,,0.1,0.2,0.5,,0.2,0.2,0.3,,,3,4,8,1,2,5
0.5,0.2,0.8,10032,,0.2,0.2,0.8,,0.3,0,0,,,5,2,8,2,2,8
0.1,0.5,0.7,10033,,0.2,0.4,0.7,,-0.1,0.1,0,,,1,5,7,2,4,7
0.2,0.5,0.7,10034,,0.2,0.3,0.9,,0,0.2,-0.2,,,2,5,7,2,3,9
0.1,0.3,0.7,10035,,0.1,0.2,0.6,,0,0.1,0.1,,,1,3,7,1,2,6
0.2,0.2,0.7,10036,,0.2,0.5,0.3,,0,-0.3,0.4,,,2,2,7,2,5,3
0.2,0.3,0.8,10037,,0.3,0.3,0.8,,-0.1,0,0,,,2,3,8,3,3,8
0.2,0.6,0.7,10038,,0,0.6,0.8,,0.2,0,-0.1,,,2,6,7,0,6,8
0.1,0.5,0.7,10039,,0.1,0.5,0.8,,0,0,-0.1,,,1,5,7,1,5,8
0.2,0.5,0.5,10040,,0.4,0.4,0.9,,-0.2,0.1,-0.4,,,2,5,5,4,4,9
0,0.4,0.8,10041,,0.2,0.6,0.8,,-0.2,-0.2,0,,,0,4,8,2,6,8
0.1,0.5,0.6,10042,,0,0.4,0.6,,0.1,0.1,0,,,1,5,6,0,4,6
0.1,0.5,0.8,10043,,0.1,0.4,0.9,,0,0.1,-0.1,,,1,5,8,1,4,9
0.4,0.3,0.6,10044,,0.2,0.3,0.8,,0.2,0,-0.2,,,4,3,6,2,3,8
0.2,0.7,0.7,10045,,0.2,0.7,0.7,,0,0,0,,,2,7,7,2,7,7
0.3,0.4,0.8,10046,,0.3,0.3,0.6,,0,0.1,0.2,,,3,4,8,3,3,6
0.1,0.5,0.5,10047,,0.1,0.5,0.4,,0,0,0.1,,,1,5,5,1,5,4
0.4,0.7,0.7,10048,,0.2,0.5,0.5,,0.2,0.2,0.2,,,4,7,7,2,5,5
0.2,0.4,0.9,10049,,0.3,0.4,0.8,,-0.1,0,0.1,,,2,4,9,3,4,8
0.22244898,0.448979592,0.708163265,,,0.210204082,0.391836735,0.653061224,,,,,,,109,220,347,103,192,320
LSGO,PDR,,,,,,,,,,,,,0.218,0.44,0.694,0.206,0.384,0.64
200,300,400,seed,,,,,,,,,,,,,,,,
0.3,0.3,0.5,10001,,,,,,,,,,,,,,,,
0.2,0.4,0.5,10002,,,,,,,,,,,,,,,,
0.4,0.4,0.7,10003,,,,,,,,,,,,,,,,
0.3,0.6,0.6,10004,,,,,,,,,,,,,,,,
0.2,0.4,0.7,10005,,,,,,,,,,,,,,,,
0.2,0.6,0.5,10006,,,,,,,,,,,,,,,,
0.3,0.4,0.5,10007,,,,,,,,,,,,,,,,
0.3,0.3,0.6,10008,,,,,,,,,,,,,,,,
0.2,0.3,0.7,10009,,,,,,,,,,,,,,,,
0.2,0.5,0.4,10010,,,,,,,,,,,,,,,,
0.3,0.4,0.6,10011,,,,,,,,,,,,,,,,
0.3,0.3,0.8,10012,,,,,,,,,,,,,,,,
0.1,0.3,0.8,10013,,,,,,,,,,,,,,,,
0.3,0.2,0.5,10014,,,,,,,,,,,,,,,,
0.2,0.4,0.8,10015,,,,,,,,,,,,,,,,
0.3,0.5,0.4,10016,,,,,,,,,,,,,,,,
0.2,0.4,1,10017,,,,,,,,,,,,,,,,
0.1,0.1,0.5,10018,,,,,,,,,,,,,,,,
0.1,0.4,0.5,10019,,,,,,,,,,,,,,,,
0.2,0.3,0.9,10020,,,,,,,,,,,,,,,,
0.2,0.4,0.7,10021,,,,,,,,,,,,,,,,
0.2,0.4,0.5,10022,,,,,,,,,,,,,,,,
0.2,0.6,0.7,10023,,,,,,,,,,,,,,,,
0.2,0.1,0.5,10024,,,,,,,,,,,,,,,,
0.2,0.4,0.7,10025,,,,,,,,,,,,,,,,
0.2,0.3,0.7,10026,,,,,,,,,,,,,,,,
0.3,0.4,0.8,10027,,,,,,,,,,,,,,,,
0.2,0.5,0.7,10028,,,,,,,,,,,,,,,,
0.2,0.4,0.3,10029,,,,,,,,,,,,,,,,
0.3,0.5,0.7,10030,,,,,,,,,,,,,,,,
0.1,0.2,0.5,10031,,,,,,,,,,,,,,,,
0.2,0.2,0.8,10032,,,,,,,,,,,,,,,,
0.2,0.4,0.7,10033,,,,,,,,,,,,,,,,
0.2,0.3,0.9,10034,,,,,,,,,,,,,,,,
0.1,0.2,0.6,10035,,,,,,,,,,,,,,,,
0.2,0.5,0.3,10036,,,,,,,,,,,,,,,,
0.3,0.3,0.8,10037,,,,,,,,,,,,,,,,
0,0.6,0.8,10038,,,,,,,,,,,,,,,,
0.1,0.5,0.8,10039,,,,,,,,,,,,,,,,
0.4,0.4,0.9,10040,,,,,,,,,,,,,,,,
0.2,0.6,0.8,10041,,,,,,,,,,,,,,,,
0,0.4,0.6,10042,,,,,,,,,,,,,,,,
0.1,0.4,0.9,10043,,,,,,,,,,,,,,,,
0.2,0.3,0.8,10044,,,,,,,,,,,,,,,,
0.2,0.7,0.7,10045,,,,,,,,,,,,,,,,
0.3,0.3,0.6,10046,,,,,,,,,,,,,,,,
0.1,0.5,0.4,10047,,,,,,,,,,,,,,,,
0.2,0.5,0.5,10048,,,,,,,,,,,,,,,,
0.3,0.4,0.8,10049,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SIGO,delay,,,,,,,,,,,,,,,,,,
200,300,400,seed,,,,,,,,,,,,,,,,
0.035791,0.0251685,0.028276667,10001,,,,,,,,,,,,,,,,
0.01937,0.0156278,0.023532,10002,,,,,,,,,,,,,,,,
0.029355,0.02119125,0.038581833,10003,,,,,,,,,,,,,,,,
0.0199555,0.0281558,0.036734333,10004,,,,,,,,,,,,,,,,
0.020138,0.0286562,0.035183286,10005,,,,,,,,,,,,,,,,
0.02274925,0.0286224,0.035335,10006,,,,,,,,,,,,,,,,
0.012673,0.0351196,0.035642556,10007,,,,,,,,,,,,,,,,
0.02385075,0.029572667,0.034239333,10008,,,,,,,,,,,,,,,,
0.0169155,0.021096833,0.036735143,10009,,,,,,,,,,,,,,,,
0.031213,0.0167315,0.0258066,10010,,,,,,,,,,,,,,,,
0,0.02749525,0.0332755,10011,,,,,,,,,,,,,,,,
0.022413,0.026781,0.025351875,10012,,,,,,,,,,,,,,,,
0.02107,0.033258,0.027730222,10013,,,,,,,,,,,,,,,,
0.039379667,0.029117667,0.023329,10014,,,,,,,,,,,,,,,,
0.031051333,0.02808675,0.051879857,10015,,,,,,,,,,,,,,,,
0.021599667,0.034509857,0.023972143,10016,,,,,,,,,,,,,,,,
0,0.01942675,0.029672667,10017,,,,,,,,,,,,,,,,
0.033527333,0.03920475,0.027906857,10018,,,,,,,,,,,,,,,,
0.025415,0.0257234,0.0404192,10019,,,,,,,,,,,,,,,,
0.019234,0.021166333,0.029570667,10020,,,,,,,,,,,,,,,,
0.016016667,0.020428667,0.035051714,10021,,,,,,,,,,,,,,,,
0.02196225,0.032933,0.046209,10022,,,,,,,,,,,,,,,,
0.0247455,0.038786167,0.030023222,10023,,,,,,,,,,,,,,,,
0.023019,0.057629,0.0401035,10024,,,,,,,,,,,,,,,,
0.02505175,0.019912,0.029533143,10025,,,,,,,,,,,,,,,,
0.0239135,0.01617425,0.028556833,10026,,,,,,,,,,,,,,,,
0.00902,0.0308814,0.0352758,10027,,,,,,,,,,,,,,,,
0.021088667,0.0280234,0.027674,10028,,,,,,,,,,,,,,,,
0.027715,0.024379667,0.031320286,10029,,,,,,,,,,,,,,,,
0.0167925,0.0299358,0.036389167,10030,,,,,,,,,,,,,,,,
0.017759333,0.03804175,0.02878125,10031,,,,,,,,,,,,,,,,
0.0252864,0.0401675,0.031153125,10032,,,,,,,,,,,,,,,,
0.020672,0.0296604,0.039864429,10033,,,,,,,,,,,,,,,,
0.0359,0.0299332,0.036071429,10034,,,,,,,,,,,,,,,,
0.00553,0.025411333,0.024966571,10035,,,,,,,,,,,,,,,,
0.030939,0.0252475,0.037954857,10036,,,,,,,,,,,,,,,,
0.0166305,0.016146,0.032603875,10037,,,,,,,,,,,,,,,,
0.029454,0.031329333,0.044072143,10038,,,,,,,,,,,,,,,,
0.018628,0.0243284,0.026913857,10039,,,,,,,,,,,,,,,,
