seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10074, 143, 0, 5, 0, 22, 0
10074, 7, 0, 5, 0, 22, 0
10074, 98, 0, 8, 0, 17, 0
10074, 17, 0.352941, 10, 6, 17, 6
10074, 60, 0, 7, 0, 17, 0
10074, 174, 0, 8, 0, 15, 0
10074, 160, 1, 11, 33, 20, 20
10074, 56, 1, 20, 35, 21, 21
10074, 116, 1, 13, 32, 21, 21
10074, 29, 0, 2, 0, 22, 0
