seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10063, 176, 1, 12, 81, 47, 47
10063, 17, 1, 16, 79, 47, 47
10063, 60, 1, 17, 77, 41, 41
10063, 326, 0, 12, 0, 40, 0
10063, 249, 1, 18, 69, 38, 38
10063, 8, 1, 44, 71, 35, 35
10063, 153, 0, 13, 0, 40, 0
10063, 368, 1, 13, 73, 39, 39
10063, 235, 1, 22, 77, 42, 42
10063, 216, 1, 17, 81, 44, 44
