seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10073, 270, 1, 37, 81, 47, 47
10073, 266, 1, 41, 76, 41, 41
10073, 153, 1, 11, 75, 40, 40
10073, 129, 1, 34, 74, 40, 40
10073, 150, 1, 24, 68, 40, 40
10073, 369, 1, 47, 69, 35, 35
10073, 238, 1, 32, 73, 40, 40
10073, 60, 0, 6, 0, 41, 0
10073, 368, 1, 9, 77, 42, 42
10073, 284, 1, 10, 85, 44, 44
