seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10005, 27, 0, 19, 0, 36, 0
10005, 240, 0, 14, 0, 29, 0
10005, 281, 0, 23, 0, 29, 0
10005, 153, 1, 13, 54, 29, 29
10005, 215, 0, 6, 0, 28, 0
10005, 23, 0, 5, 0, 26, 0
10005, 226, 1, 8, 51, 30, 30
10005, 11, 1, 38, 51, 30, 30
10005, 212, 0, 13, 0, 32, 0
10005, 197, 1, 28, 56, 32, 32
