seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10017, 56, 1, 28, 79, 48, 48
10017, 263, 0, 5, 0, 41, 0
10017, 8, 1, 11, 73, 41, 41
10017, 27, 1, 14, 69, 40, 40
10017, 270, 0, 22, 0, 37, 0
10017, 330, 0, 19, 0, 35, 0
10017, 129, 1, 34, 75, 40, 40
10017, 313, 1, 13, 66, 41, 41
10017, 365, 1, 27, 73, 42, 42
10017, 284, 1, 16, 82, 44, 44
