source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id ,send_log
124, 201, 49, 10299999, 1, 133, 253, 258, 267, 71, 1, 1, 1, 1, 0.795696, 204, 0, 0, 0, 0, 0, 1
267, 198, 179, 10300200, 2, 485, 467, 406, 365, 266, 1, 0.797978, 0.610863, 1, 0.137711, 204, 1, 1, 1, 1, 1, 0
133, 201, 244, 10300200, 2, 357, 316, 406, 467, 485, 1, 0.873523, 0.795657, 0.216103, 0.789019, 204, 1, 1, 1, 1, 1, 1
406, 198, 387, 10300524, 3, 282, 443, 360, 45, 189, 1, 0.786034, 0.782887, 0.968604, 1, 204, 0, 1, 1, 0, 0, 0
357, 187, 401, 10300524, 3, 494, 486, 458, 406, 327, 1, 1, 1, 1, 1, 204, 1, 1, 1, 1, 1, 1
467, 187, 401, 10300524, 3, 356, 282, 169, 18, 45, 1, 1, 1, 1, 0.968604, 204, 1, 0, 0, 0, 0, 0
316, 201, 418, 10300524, 3, 470, 223, 45, 211, 189, 0.774894, 0.411608, 0.968604, 0.158752, 1, 204, 1, 1, 0, 1, 0, 0
327, 198, 387, 10300951, 4, 481, 472, 403, 333, 45, 1, 1, 1, 1, 0.968559, 204, 1, 1, 1, 1, 0, 0
406, 198, 387, 10300951, 4, 282, 443, 360, 45, 189, 1, 0.78577, 0.782625, 0.968559, 1, 204, 0, 1, 1, 0, 0, 0
458, 198, 387, 10300951, 4, 282, 319, 481, 472, 333, 0.869585, 0.304851, 1, 1, 1, 204, 1, 1, 1, 1, 1, 0
486, 198, 387, 10300951, 4, 317, 280, 481, 472, 333, 0.88596, 0.234714, 1, 1, 1, 204, 1, 1, 1, 1, 1, 0
494, 198, 387, 10300951, 4, 169, 18, 218, 45, 282, 1, 1, 0.779257, 0.968559, 0.757926, 204, 0, 0, 0, 0, 1, 1
45, 283, 398, 10301365, 5, 115, 443, 218, 283, 169, 1, 1, 0.937878, 0.912016, 1, 204, 0, 1, 0, 0, 0, 0
18, 312, 401, 10301365, 5, 24, 167, 104, 218, 283, 0.972744, 1, 0.970908, 1, 1, 204, 0, 0, 0, 0, 0, 0
169, 354, 401, 10301365, 5, 324, 391, 24, 183, 104, 1, 0.972091, 1, 0.189743, 1, 204, 1, 1, 0, 1, 0, 1
391, 398, 387, 10301727, 6, 180, 53, 455, 24, 163, 1, 1, 0.870568, 1, 0.777952, 204, 0, 0, 1, 0, 0, 0
324, 398, 387, 10301727, 6, 24, 317, 480, 470, 438, 1, 1, 1, 1, 1, 204, 0, 1, 1, 1, 1, 1
104, 401, 467, 10301728, 6, 96, 53, 155, 79, 145, 1, 1, 0.910002, 0.773115, 0.76937, 204, 0, 0, 0, 0, 0, 0
24, 485, 398, 10301728, 6, 277, 310, 131, 180, 85, 1, 1, 1, 1, 0.77379, 204, 0, 0, 0, 0, 0, 0
438, 401, 412, 10302154, 7, 443, 412, 360, 317, 312, 1, 1, 1, 1, 0.647118, 204, 1, 1, 1, 1, 1, 0
470, 401, 412, 10302154, 7, 290, 455, 53, 24, 104, 1, 1, 0.953429, 1, 0.970825, 204, 0, 1, 0, 0, 0, 0
480, 401, 412, 10302154, 7, 16, 180, 412, 360, 443, 1, 0.886722, 1, 1, 0.862695, 204, 0, 0, 1, 1, 1, 0
317, 401, 415, 10302155, 7, 180, 24, 155, 312, 104, 0.886721, 0.97266, 0.137138, 0.275529, 0.970825, 204, 0, 0, 1, 1, 0, 0
24, 485, 398, 10302155, 7, 277, 310, 131, 180, 85, 1, 1, 1, 1, 0.773535, 204, 0, 0, 0, 0, 0, 1
180, 601, 445, 10302504, 8, 144, 90, 381, 21, 304, 1, 1, 1, 1, 0.703402, 204, 0, 0, 1, 0, 1, 1
85, 598, 515, 10302504, 8, 464, 353, 430, 187, 277, 1, 1, 0.966602, 1, 1, 204, 1, 1, 1, 0, 0, 0
21, 601, 487, 10314704, 9, 84, 90, 277, 353, 304, 0.929542, 0.868457, 0.943219, 0.843216, 0.906392, 204, 0, 0, 0, 1, 0, 0
381, 612, 598, 10314705, 9, 281, 94, 261, 478, 451, 0.869019, 0.764867, 0.437184, 0.435149, 0.274447, 204, 1, 0, 1, 1, 1, 0
90, 712, 601, 10314705, 9, 37, 94, 9, 149, 132, 1, 1, 0.971055, 1, 0.968763, 204, 0, 0, 0, 0, 0, 1
132, 801, 640, 10318905, 10, 323, 498, 54, 416, 496, 0.904737, 0.777094, 0.783667, 0.685954, 0.547036, 204, 1, 1, 0, 1, 1, 0
94, 801, 683, 10318905, 10, 51, 323, 134, 37, 212, 1, 0.93385, 0.945738, 1, 0.637277, 204, 0, 1, 0, 0, 0, 1
149, 840, 598, 10318905, 10, 39, 497, 325, 498, 395, 1, 0.932724, 0.866588, 0.637436, 0.538446, 204, 0, 1, 1, 1, 1, 0
9, 886, 598, 10318905, 10, 39, 447, 497, 496, 456, 1, 1, 1, 1, 0.823368, 204, 0, 1, 1, 1, 1, 0
37, 798, 719, 10323105, 11, 51, 57, 212, 323, 227, 1, 0.969235, 0.861894, 1, 0.964759, 204, 0, 0, 0, 1, 1, 0
323, 812, 798, 10323106, 11, 57, 153, 51, 212, 231, 1, 1, 0.845479, 1, 0.602265, 204, 0, 0, 0, 0, 1, 1
212, 849, 798, 10323106, 11, 314, 231, 51, 350, 57, 1, 0.821209, 0.955303, 0.791905, 1, 204, 0, 0, 0, 1, 0, 0
212, 849, 798, 10327306, 12, 314, 231, 51, 350, 57, 1, 0.820737, 0.954664, 0.791379, 1, 204, 0, 0, 0, 1, 0, 0
57, 889, 798, 10327306, 12, 204, 350, 197, 329, 63, 1, 0.949654, 0.858801, 0.699187, 0.721647, 204, 0, 1, 0, 1, 0, 1
51, 920, 801, 10327306, 12, 231, 396, 204, 329, 350, 1, 1, 0.968633, 0.967377, 1, 204, 0, 1, 0, 1, 1, 0
197, 956, 801, 10327577, 13, 204, 231, 396, 350, 329, 1, 1, 1, 1, 0.859866, 204, 0, 0, 1, 1, 1, 0
350, 987, 801, 10327577, 13, 204, 231, 329, 396, 10000000, 1, 1, 0.967349, 0.965145, 0, 204, 0, 0, 1, 1, 1, 0
329, 1001, 812, 10327577, 13, 204, 231, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 204, 0, 0, 1, 1, 1, 0
63, 1001, 879, 10327577, 13, 204, 231, 396, 329, 350, 1, 1, 1, 1, 1, 204, 0, 0, 1, 1, 1, 0
325, 998, 587, 10331106, 11, 152, 39, 54, 146, 259, 1, 1, 1, 1, 1, 204, 0, 0, 0, 0, 0, 0
395, 998, 587, 10331106, 11, 54, 146, 259, 197, 424, 1, 1, 1, 0.600804, 1, 204, 0, 0, 0, 0, 1, 0
329, 1001, 812, 10331777, 14, 204, 231, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 204, 0, 0, 1, 1, 1, 0
396, 1001, 812, 10331777, 14, 204, 231, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 204, 0, 0, 1, 1, 1, 0
231, 1001, 818, 10331777, 14, 204, 10000000, 10000000, 10000000, 10000000, 1, 0, 0, 0, 0, 204, 0, 1, 1, 1, 1, 0
259, 1001, 619, 10339306, 12, 314, 54, 146, 152, 329, 0.79032, 0.964156, 1, 0.537708, 0.433006, 204, 1, 0, 0, 0, 1, 0
146, 1001, 643, 10339306, 12, 63, 256, 396, 39, 54, 1, 0.857042, 0.753587, 0.860673, 0.964156, 204, 0, 0, 1, 0, 0, 0
54, 1001, 686, 10339306, 12, 396, 350, 256, 39, 314, 1, 0.75096, 0.698611, 1, 0.685439, 204, 1, 1, 0, 0, 0, 0
39, 998, 711, 10339306, 12, 204, 396, 329, 231, 350, 1, 1, 1, 0.961747, 1, 204, 0, 1, 1, 0, 1, 0
350, 987, 801, 10343506, 13, 204, 231, 329, 396, 10000000, 1, 1, 0.965695, 0.963499, 0, 204, 0, 0, 1, 1, 1, 0
329, 1001, 812, 10343506, 13, 204, 231, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 204, 0, 0, 1, 1, 1, 0
396, 1001, 812, 10343506, 13, 204, 231, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 204, 0, 0, 1, 1, 1, 0
231, 1001, 818, 10343506, 13, 204, 10000000, 10000000, 10000000, 10000000, 1, 0, 0, 0, 0, 204, 0, 1, 1, 1, 1, 0
231, 1001, 818, 10347706, 14, 204, 10000000, 10000000, 10000000, 10000000, 1, 0, 0, 0, 0, 204, 0, 1, 1, 1, 1, 0
160, 255, 198, 11299999, 1, 418, 458, 333, 346, 465, 1, 0.940287, 0.777376, 0.482966, 0.482168, 74, 1, 1, 1, 1, 1, 0
418, 398, 187, 11300200, 2, 388, 169, 332, 454, 428, 1, 1, 1, 0.972592, 0.970756, 74, 1, 0, 1, 1, 1, 1
465, 398, 187, 11300200, 2, 384, 454, 428, 332, 184, 1, 1, 1, 1, 0.215974, 74, 1, 1, 1, 1, 1, 0
428, 387, 201, 11300497, 3, 388, 443, 485, 439, 389, 1, 1, 1, 1, 1, 74, 1, 1, 1, 1, 1, 0
454, 387, 201, 11300497, 3, 439, 389, 322, 485, 334, 1, 1, 1, 0.970599, 0.784588, 74, 1, 1, 1, 1, 1, 0
332, 386, 201, 11300497, 3, 439, 389, 485, 322, 334, 1, 1, 0.970599, 1, 1, 74, 1, 1, 1, 1, 1, 1
