source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,
1801, 746, 1759, 898, 25012601, 1, 3, 49, 641, 153, 55, 901
1786, 298, 1798, 394, 25016401, 4, 2, 422, 64, 153, 55, 901
1786, 298, 1801, 455, 25016401, 2, 2, 613, 64, 153, 55, 901
1786, 298, 1801, 500, 25016401, 3, 2, 406, 64, 153, 55, 901
1759, 898, 1701, 898, 25016801, 3, 4, 386, 49, 153, 55, 901
1759, 898, 1679, 901, 25016801, 4, 4, 721, 49, 153, 55, 901
1759, 898, 1648, 901, 25016801, 1, 4, 563, 49, 153, 55, 901
1759, 898, 1632, 898, 25016801, 2, 4, 760, 49, 153, 55, 901
1759, 898, 1616, 901, 25016801, 0, 4, 368, 49, 153, 55, 901
1616, 901, 1535, 901, 25017228, 3, 5, 10, 368, 153, 55, 901
1616, 901, 1501, 871, 25017229, 4, 5, 91, 368, 153, 55, 901
1616, 901, 1498, 957, 25017229, 0, 5, 78, 368, 153, 55, 901
1498, 957, 1464, 898, 25017552, 3, 6, 174, 78, 153, 55, 901
1498, 957, 1398, 898, 25017552, 1, 6, 336, 78, 153, 55, 901
1498, 957, 1305, 901, 25017552, 2, 6, 439, 78, 153, 55, 901
1801, 455, 1801, 500, 25024601, 3, 3, 406, 613, 153, 55, 901
1801, 455, 1801, 531, 25024601, 1, 3, 191, 613, 153, 55, 901
1801, 455, 1801, 591, 25024601, 0, 3, 38, 613, 153, 55, 901
1801, 591, 1798, 671, 25024925, 2, 4, 222, 38, 153, 55, 901
1801, 591, 1798, 714, 25024925, 1, 4, 385, 38, 153, 55, 901
1801, 591, 1801, 747, 25024925, 3, 4, 641, 38, 153, 55, 901
1305, 901, 1269, 901, 25025752, 4, 7, 207, 439, 153, 55, 901
1305, 901, 1247, 901, 25025753, 3, 7, 63, 439, 153, 55, 901
1305, 901, 1198, 939, 25025753, 0, 7, 167, 439, 153, 55, 901
1305, 901, 1201, 851, 25025753, 1, 7, 255, 439, 153, 55, 901
1198, 939, 1141, 901, 25026128, 2, 8, 849, 167, 153, 55, 901
1198, 939, 1138, 898, 25026128, 3, 8, 213, 167, 153, 55, 901
1198, 939, 1097, 901, 25026128, 1, 8, 772, 167, 153, 55, 901
1198, 939, 1086, 898, 25026128, 0, 8, 435, 167, 153, 55, 901
1086, 898, 1020, 901, 25026451, 2, 9, 450, 435, 153, 55, 901
1020, 901, 963, 901, 25034652, 4, 10, 270, 450, 153, 55, 901
1020, 901, 940, 901, 25034652, 3, 10, 116, 450, 153, 55, 901
1020, 901, 898, 919, 25034652, 0, 10, 71, 450, 153, 55, 901
1020, 901, 901, 863, 25034652, 1, 10, 52, 450, 153, 55, 901
1020, 901, 901, 811, 25034652, 2, 10, 442, 450, 153, 55, 901
898, 919, 877, 898, 25035053, 2, 11, 90, 71, 153, 55, 901
898, 919, 814, 898, 25035053, 1, 11, 266, 71, 153, 55, 901
898, 919, 790, 898, 25035053, 0, 11, 470, 71, 153, 55, 901
790, 898, 709, 898, 25035363, 4, 12, 773, 470, 153, 55, 901
790, 898, 670, 898, 25035363, 1, 12, 846, 470, 153, 55, 901
670, 898, 601, 912, 25039668, 4, 13, 898, 846, 153, 55, 901
670, 898, 580, 901, 25039668, 3, 13, 888, 846, 153, 55, 901
670, 898, 560, 901, 25039668, 2, 13, 873, 846, 153, 55, 901
560, 901, 527, 898, 25047868, 3, 14, 299, 873, 153, 55, 901
560, 901, 479, 898, 25047869, 0, 14, 472, 873, 153, 55, 901
560, 901, 473, 901, 25047869, 1, 14, 752, 873, 153, 55, 901
560, 901, 448, 901, 25047869, 4, 14, 611, 873, 153, 55, 901
560, 901, 406, 901, 25047869, 2, 14, 409, 873, 153, 55, 901
479, 898, 403, 898, 25048309, 2, 15, 786, 472, 153, 55, 901
479, 898, 386, 901, 25048309, 4, 15, 235, 472, 153, 55, 901
479, 898, 301, 855, 25048309, 1, 15, 32, 472, 153, 55, 901
301, 855, 298, 938, 25052509, 0, 16, 112, 32, 153, 55, 901
1, 276, 25, 301, 26000200, 3, 1, 136, 35, 444, 1498, 1285
1, 276, 114, 301, 26000200, 0, 1, 456, 35, 444, 1498, 1285
1, 276, 150, 298, 26000200, 2, 1, 653, 35, 444, 1498, 1285
1, 276, 1, 431, 26000200, 4, 1, 766, 35, 444, 1498, 1285
114, 301, 226, 298, 26001112, 2, 2, 277, 456, 444, 1498, 1285
226, 298, 287, 298, 26009818, 4, 3, 97, 277, 444, 1498, 1285
226, 298, 298, 381, 26009819, 1, 3, 397, 277, 444, 1498, 1285
298, 381, 298, 469, 26014019, 1, 4, 765, 397, 444, 1498, 1285
298, 381, 301, 500, 26014019, 4, 4, 291, 397, 444, 1498, 1285
1, 431, -1, 485, 26016400, 2, 2, 776, 766, 444, 1498, 1285
1, 431, 1, 513, 26016400, 1, 2, 420, 766, 444, 1498, 1285
1, 431, -1, 520, 26016400, 0, 2, 847, 766, 444, 1498, 1285
-1, 520, 27, 601, 26016841, 1, 3, 147, 847, 444, 1498, 1285
-1, 520, -1, 609, 26016841, 2, 3, 119, 847, 444, 1498, 1285
-1, 520, 1, 610, 26016841, 3, 3, 54, 847, 444, 1498, 1285
298, 469, 316, 601, 26018219, 4, 5, 14, 765, 444, 1498, 1285
298, 469, 377, 598, 26018219, 2, 5, 852, 765, 444, 1498, 1285
27, 601, -1, 696, 26021041, 3, 4, 478, 147, 444, 1498, 1285
377, 598, 421, 598, 26026420, 4, 6, 782, 852, 444, 1498, 1285
377, 598, 443, 601, 26026420, 3, 6, 544, 852, 444, 1498, 1285
377, 598, 471, 598, 26026420, 2, 6, 660, 852, 444, 1498, 1285
377, 598, 496, 598, 26026420, 0, 6, 483, 852, 444, 1498, 1285
496, 598, 601, 586, 26026979, 4, 7, 126, 483, 444, 1498, 1285
496, 598, 598, 671, 26026979, 2, 7, 202, 483, 444, 1498, 1285
496, 598, 598, 701, 26026979, 1, 7, 365, 483, 444, 1498, 1285
598, 701, 601, 793, 26031180, 4, 8, 556, 365, 444, 1498, 1285
598, 701, 601, 829, 26031180, 2, 8, 327, 365, 444, 1498, 1285
598, 701, 601, 892, 26031180, 1, 8, 169, 365, 444, 1498, 1285
-1, 696, -1, 729, 26033241, 4, 5, 649, 478, 444, 1498, 1285
-1, 696, 1, 822, 26033241, 1, 5, 505, 478, 444, 1498, 1285
601, 892, 684, 898, 26035380, 1, 9, 846, 169, 444, 1498, 1285
601, 892, 601, 992, 26035380, 4, 9, 825, 169, 444, 1498, 1285
601, 892, 723, 898, 26035380, 0, 9, 773, 169, 444, 1498, 1285
601, 892, 598, 1066, 26035380, 2, 9, 742, 169, 444, 1498, 1285
601, 892, 803, 898, 26035381, 3, 9, 470, 169, 444, 1498, 1285
723, 898, 760, 898, 26035664, 3, 10, 644, 773, 444, 1498, 1285
723, 898, 803, 898, 26035665, 4, 10, 470, 773, 444, 1498, 1285
723, 898, 825, 898, 26035665, 2, 10, 266, 773, 444, 1498, 1285
1, 822, 42, 901, 26037442, 4, 6, 153, 505, 444, 1498, 1285
1, 822, 93, 901, 26037442, 2, 6, 343, 505, 444, 1498, 1285
598, 1066, 601, 1148, 26043581, 3, 10, 81, 742, 444, 1498, 1285
598, 1066, 631, 1201, 26043581, 0, 10, 80, 742, 444, 1498, 1285
631, 1201, 735, 1201, 26043839, 3, 11, 560, 80, 444, 1498, 1285
631, 1201, 769, 1201, 26043839, 1, 11, 720, 80, 444, 1498, 1285
825, 898, 886, 898, 26043865, 3, 11, 90, 266, 444, 1498, 1285
825, 898, 898, 911, 26043865, 2, 11, 71, 266, 444, 1498, 1285
825, 898, 898, 990, 26043865, 1, 11, 358, 266, 444, 1498, 1285
93, 901, 197, 901, 26045642, 3, 7, 807, 343, 444, 1498, 1285
93, 901, 209, 898, 26045642, 4, 7, 376, 343, 444, 1498, 1285
769, 1201, 805, 1201, 26048040, 3, 12, 834, 720, 444, 1498, 1285
769, 1201, 851, 1201, 26048040, 2, 12, 878, 720, 444, 1498, 1285
769, 1201, 879, 1198, 26048040, 0, 12, 305, 720, 444, 1498, 1285
898, 990, 1008, 901, 26048066, 1, 12, 450, 358, 444, 1498, 1285
898, 990, 901, 1176, 26048066, 0, 12, 115, 358, 444, 1498, 1285
901, 1176, 898, 1287, 26048506, 4, 13, 367, 115, 444, 1498, 1285
901, 1176, 1016, 1201, 26048506, 3, 13, 553, 115, 444, 1498, 1285
901, 1176, 1096, 1198, 26048506, 2, 13, 384, 115, 444, 1498, 1285
879, 1198, 898, 1210, 26048933, 4, 13, 40, 305, 444, 1498, 1285
879, 1198, 898, 1265, 26048933, 2, 13, 252, 305, 444, 1498, 1285
879, 1198, 898, 1287, 26048933, 3, 13, 367, 305, 444, 1498, 1285
879, 1198, 1011, 1198, 26048933, 1, 13, 755, 305, 444, 1498, 1285
1008, 901, 1097, 898, 26052266, 4, 13, 435, 450, 444, 1498, 1285
1008, 901, 1131, 901, 26052266, 3, 13, 849, 450, 444, 1498, 1285
1008, 901, 1153, 898, 26052266, 2, 13, 213, 450, 444, 1498, 1285
1008, 901, 1180, 898, 26052266, 1, 13, 29, 450, 444, 1498, 1285
1011, 1198, 1016, 1201, 26053133, 3, 14, 553, 755, 444, 1498, 1285
1011, 1198, 1072, 1198, 26053133, 2, 14, 625, 755, 444, 1498, 1285
1011, 1198, 1096, 1198, 26053133, 1, 14, 384, 755, 444, 1498, 1285
1011, 1198, 1118, 1198, 26053134, 0, 14, 229, 755, 444, 1498, 1285
1011, 1198, 1200, 1206, 26053134, 4, 14, 24, 755, 444, 1498, 1285
1118, 1198, 1198, 1262, 26053561, 3, 15, 178, 229, 444, 1498, 1285
1118, 1198, 1198, 1284, 26053561, 2, 15, 373, 229, 444, 1498, 1285
1118, 1198, 1241, 1201, 26053561, 1, 15, 98, 229, 444, 1498, 1285
1118, 1198, 1264, 1201, 26053561, 0, 15, 344, 229, 444, 1498, 1285
1264, 1201, 1358, 1198, 26053845, 4, 16, 612, 344, 444, 1498, 1285
1264, 1201, 1395, 1201, 26053845, 3, 16, 811, 344, 444, 1498, 1285
1264, 1201, 1417, 1198, 26053846, 2, 16, 452, 344, 444, 1498, 1285
1264, 1201, 1442, 1198, 26053846, 1, 16, 267, 344, 444, 1498, 1285
1180, 898, 1235, 901, 26056466, 4, 14, 63, 29, 444, 1498, 1285
1180, 898, 1256, 901, 26056466, 3, 14, 207, 29, 444, 1498, 1285
1180, 898, 1267, 898, 26056466, 2, 14, 857, 29, 444, 1498, 1285
1180, 898, 1293, 901, 26056466, 1, 14, 439, 29, 444, 1498, 1285
1180, 898, 1313, 898, 26056467, 0, 14, 798, 29, 444, 1498, 1285
1313, 898, 1355, 898, 26056881, 4, 15, 697, 798, 444, 1498, 1285
1313, 898, 1388, 898, 26056881, 3, 15, 528, 798, 444, 1498, 1285
1313, 898, 1411, 898, 26056881, 2, 15, 336, 798, 444, 1498, 1285
1313, 898, 1474, 898, 26056881, 1, 15, 174, 798, 444, 1498, 1285
197, 901, 298, 976, 26057843, 4, 8, 273, 807, 444, 1498, 1285
197, 901, 301, 993, 26057843, 2, 8, 812, 807, 444, 1498, 1285
197, 901, 298, 998, 26057843, 3, 8, 488, 807, 444, 1498, 1285
1474, 898, 1523, 901, 26061081, 4, 16, 10, 174, 444, 1498, 1285
1474, 898, 1498, 945, 26061081, 2, 16, 78, 174, 444, 1498, 1285
1474, 898, 1498, 966, 26061081, 3, 16, 258, 174, 444, 1498, 1285
1474, 898, 1498, 987, 26061081, 1, 16, 400, 174, 444, 1498, 1285
1474, 898, 1498, 1041, 26061082, 0, 16, 581, 174, 444, 1498, 1285
301, 993, 492, 898, 26066043, 3, 9, 472, 812, 444, 1498, 1285
492, 898, 601, 912, 26078244, 4, 10, 898, 472, 444, 1498, 1285
492, 898, 601, 924, 26078244, 3, 10, 889, 472, 444, 1498, 1285
492, 898, 601, 958, 26078244, 2, 10, 868, 472, 444, 1498, 1285
492, 898, 601, 992, 26078244, 1, 10, 825, 472, 444, 1498, 1285
601, 992, 601, 1107, 26082444, 4, 11, 413, 825, 444, 1498, 1285
601, 992, 684, 898, 26082444, 2, 11, 846, 825, 444, 1498, 1285
601, 992, 601, 1128, 26082444, 3, 11, 250, 825, 444, 1498, 1285
601, 992, 724, 898, 26082444, 0, 11, 773, 825, 444, 1498, 1285
724, 898, 761, 898, 26082728, 4, 12, 644, 773, 444, 1498, 1285
724, 898, 803, 898, 26082729, 1, 12, 470, 773, 444, 1498, 1285
724, 898, 826, 898, 26082729, 3, 12, 266, 773, 444, 1498, 1285
724, 898, 886, 898, 26082729, 2, 12, 90, 773, 444, 1498, 1285
803, 898, 826, 898, 26086929, 3, 13, 266, 470, 444, 1498, 1285
803, 898, 886, 898, 26086929, 2, 13, 90, 470, 444, 1498, 1285
803, 898, 898, 911, 26086929, 1, 13, 71, 470, 444, 1498, 1285
803, 898, 926, 901, 26086929, 0, 13, 116, 470, 444, 1498, 1285
803, 898, 898, 989, 26086929, 4, 13, 358, 470, 444, 1498, 1285
926, 901, 1007, 901, 26087343, 1, 14, 450, 116, 444, 1498, 1285
926, 901, 1048, 901, 26087343, 0, 14, 635, 116, 444, 1498, 1285
1048, 901, 1131, 901, 26087602, 4, 15, 849, 635, 444, 1498, 1285
1048, 901, 1153, 898, 26087602, 3, 15, 213, 635, 444, 1498, 1285
1048, 901, 1180, 898, 26087602, 2, 15, 29, 635, 444, 1498, 1285
1048, 901, 1201, 908, 26087602, 1, 15, 4, 635, 444, 1498, 1285
1201, 908, 1268, 898, 26091802, 3, 16, 857, 4, 444, 1498, 1285
1201, 908, 1292, 901, 26091802, 2, 16, 439, 4, 444, 1498, 1285
1201, 908, 1314, 898, 26091802, 0, 16, 798, 4, 444, 1498, 1285
1201, 908, 1355, 898, 26091802, 4, 16, 697, 4, 444, 1498, 1285
601, 1128, 631, 1201, 26094644, 3, 12, 80, 250, 444, 1498, 1285
601, 1128, 652, 1201, 26094645, 2, 12, 183, 250, 444, 1498, 1285
601, 1128, 762, 1198, 26094645, 0, 12, 672, 250, 444, 1498, 1285
762, 1198, 805, 1198, 26095046, 3, 13, 503, 672, 444, 1498, 1285
762, 1198, 850, 1201, 26095046, 4, 13, 878, 672, 444, 1498, 1285
762, 1198, 880, 1198, 26095046, 2, 13, 305, 672, 444, 1498, 1285
762, 1198, 898, 1265, 26095046, 1, 13, 252, 672, 444, 1498, 1285
898, 1265, 1012, 1198, 26099247, 2, 14, 755, 252, 444, 1498, 1285
898, 1265, 1015, 1201, 26099247, 0, 14, 553, 252, 444, 1498, 1285
1015, 1201, 1073, 1198, 26099661, 3, 15, 625, 553, 444, 1498, 1285
1015, 1201, 1096, 1198, 26099661, 2, 15, 384, 553, 444, 1498, 1285
1096, 1198, 1119, 1198, 26107861, 4, 16, 229, 384, 444, 1498, 1285
222, 898, 287, 898, 27000200, 4, 1, 65, 376, 48, 901, 2090
222, 898, 298, 912, 27000200, 1, 1, 112, 376, 48, 901, 2090
222, 898, 308, 901, 27000200, 2, 1, 55, 376, 48, 901, 2090
222, 898, 298, 986, 27000200, 0, 1, 488, 376, 48, 901, 2090
298, 986, 298, 1015, 27000549, 3, 2, 687, 488, 48, 901, 2090
298, 986, 301, 1060, 27000549, 2, 2, 690, 488, 48, 901, 2090
298, 986, 301, 1089, 27000549, 4, 2, 520, 488, 48, 901, 2090
298, 986, 301, 1138, 27000549, 0, 2, 325, 488, 48, 901, 2090
301, 1138, 301, 1182, 27000925, 3, 3, 164, 325, 48, 901, 2090
301, 1138, 298, 1233, 27000925, 2, 3, 193, 325, 48, 901, 2090
301, 1138, 298, 1273, 27000925, 4, 3, 380, 325, 48, 901, 2090
301, 1138, 298, 1317, 27000925, 1, 3, 574, 325, 48, 901, 2090
601, 2091, 601, 2021, 28000200, 2, 1, 460, 137, 80, 612, 1201
601, 2091, 601, 1997, 28000200, 4, 1, 679, 137, 80, 612, 1201
601, 2091, 598, 1948, 28000200, 3, 1, 791, 137, 80, 612, 1201
601, 2021, 598, 1947, 28008400, 3, 2, 791, 460, 80, 612, 1201
598, 1947, 598, 1892, 28020600, 4, 3, 668, 791, 80, 612, 1201
598, 1947, 598, 1859, 28020600, 3, 3, 469, 791, 80, 612, 1201
598, 1947, 598, 1816, 28020600, 2, 3, 304, 791, 80, 612, 1201
598, 1816, 591, 1798, 28028800, 2, 4, 101, 304, 80, 612, 1201
598, 1816, 600, 1794, 28028800, 1, 4, 110, 304, 80, 612, 1201
598, 1816, 598, 1783, 28028801, 4, 4, 25, 304, 80, 612, 1201
598, 1816, 548, 1798, 28028801, 3, 4, 280, 304, 80, 612, 1201
598, 1816, 601, 1722, 28028801, 0, 4, 513, 304, 80, 612, 1201
601, 1722, 598, 1581, 28029059, 3, 5, 575, 513, 80, 612, 1201
591, 1798, 600, 1794, 28037001, 0, 5, 110, 101, 80, 612, 1201
591, 1798, 598, 1782, 28037001, 1, 5, 25, 101, 80, 612, 1201
600, 1794, 601, 1722, 28037428, 2, 6, 513, 110, 80, 612, 1201
598, 1581, 612, 1501, 28041259, 2, 6, 161, 575, 80, 612, 1201
598, 1581, 610, 1498, 28041259, 1, 6, 37, 575, 80, 612, 1201
598, 1581, 562, 1498, 28041260, 3, 6, 429, 575, 80, 612, 1201
598, 1581, 679, 1501, 28041260, 4, 6, 333, 575, 80, 612, 1201
598, 1581, 601, 1450, 28041260, 0, 6, 318, 575, 80, 612, 1201
601, 1450, 601, 1418, 28041713, 4, 7, 494, 318, 80, 612, 1201
601, 1450, 601, 1368, 28041713, 2, 7, 661, 318, 80, 612, 1201
601, 1450, 601, 1332, 28041713, 1, 7, 794, 318, 80, 612, 1201
601, 1332, 598, 1252, 28045913, 2, 8, 412, 794, 80, 612, 1201
601, 1332, 598, 1205, 28045913, 0, 8, 242, 794, 80, 612, 1201
601, 1332, 568, 1198, 28045913, 4, 8, 236, 794, 80, 612, 1201
598, 1205, 612, 1201, 28046276, 80, 9, 80, 242, 80, 612, 1201
2100, 1793, 2101, 1759, 29000200, 4, 1, 301, 9, 11, 591, 298
2100, 1793, 2101, 1714, 29000200, 0, 1, 487, 9, 11, 591, 298
2100, 1793, 2101, 1692, 29000200, 2, 1, 675, 9, 11, 591, 298
2101, 1714, 2101, 1654, 29000653, 2, 2, 792, 487, 11, 591, 298
2101, 1654, 2098, 1534, 29009295, 3, 3, 379, 792, 11, 591, 298
2101, 1654, 2098, 1516, 29009295, 2, 3, 189, 792, 11, 591, 298
2101, 1654, 2097, 1503, 29009295, 1, 3, 60, 792, 11, 591, 298
2101, 1654, 2091, 1498, 29009295, 4, 3, 68, 792, 11, 591, 298
2101, 1654, 2082, 1498, 29009295, 0, 3, 209, 792, 11, 591, 298
2082, 1498, 2045, 1498, 29010076, 4, 4, 387, 209, 11, 591, 298
2082, 1498, 1997, 1498, 29010076, 1, 4, 568, 209, 11, 591, 298
2082, 1498, 1941, 1498, 29010077, 3, 4, 746, 209, 11, 591, 298
1997, 1498, 1941, 1498, 29014277, 4, 5, 746, 568, 11, 591, 298
1997, 1498, 1896, 1501, 29014277, 3, 5, 552, 568, 11, 591, 298
1997, 1498, 1801, 1483, 29014277, 1, 5, 232, 568, 11, 591, 298
2101, 1759, 2101, 1714, 29016400, 3, 2, 487, 301, 11, 591, 298
2101, 1759, 2101, 1693, 29016400, 2, 2, 675, 301, 11, 591, 298
2101, 1759, 2101, 1654, 29016400, 4, 2, 792, 301, 11, 591, 298
1801, 1483, 1801, 1442, 29018477, 3, 6, 418, 232, 11, 591, 298
1801, 1483, 1798, 1440, 29018477, 4, 6, 113, 232, 11, 591, 298
1801, 1483, 1801, 1419, 29018477, 2, 6, 604, 232, 11, 591, 298
1801, 1483, 1713, 1498, 29018477, 0, 6, 602, 232, 11, 591, 298
1801, 1483, 1801, 1367, 29018477, 1, 6, 761, 232, 11, 591, 298
1713, 1498, 1525, 1501, 29018905, 0, 7, 275, 602, 11, 591, 298
1713, 1498, 1508, 1501, 29018905, 2, 7, 87, 602, 11, 591, 298
1525, 1501, 1484, 1498, 29019254, 4, 8, 243, 275, 11, 591, 298
1525, 1501, 1501, 1460, 29019254, 2, 8, 437, 275, 11, 591, 298
1525, 1501, 1474, 1498, 29019254, 3, 8, 416, 275, 11, 591, 298
1525, 1501, 1420, 1498, 29019254, 1, 8, 596, 275, 11, 591, 298
1525, 1501, 1380, 1498, 29019254, 0, 8, 741, 275, 11, 591, 298
1380, 1498, 1297, 1498, 29019682, 4, 9, 869, 741, 11, 591, 298
1380, 1498, 1257, 1498, 29019682, 2, 9, 892, 741, 11, 591, 298
1380, 1498, 1191, 1498, 29019682, 0, 9, 84, 741, 11, 591, 298
1191, 1498, 1113, 1498, 29020228, 3, 10, 404, 84, 11, 591, 298
1191, 1498, 1092, 1498, 29020228, 4, 10, 580, 84, 11, 591, 298
1191, 1498, 1023, 1501, 29020229, 2, 10, 764, 84, 11, 591, 298
2101, 1693, 2101, 1654, 29024600, 4, 3, 792, 675, 11, 591, 298
2101, 1693, 2098, 1534, 29024600, 2, 3, 379, 675, 11, 591, 298
1023, 1501, 1039, 1498, 29028834, 4, 11, 841, 764, 11, 591, 298
1023, 1501, 978, 1501, 29028834, 2, 11, 438, 764, 11, 591, 298
1023, 1501, 917, 1498, 29028835, 3, 11, 3, 764, 11, 591, 298
1023, 1501, 908, 1501, 29028835, 0, 11, 149, 764, 11, 591, 298
1023, 1501, 901, 1463, 29028835, 1, 11, 195, 764, 11, 591, 298
908, 1501, 870, 1501, 29029132, 4, 12, 2, 149, 11, 591, 298
908, 1501, 901, 1463, 29029132, 0, 12, 195, 149, 11, 591, 298
908, 1501, 794, 1501, 29029132, 2, 12, 859, 149, 11, 591, 298
908, 1501, 742, 1501, 29029132, 1, 12, 803, 149, 11, 591, 298
901, 1463, 898, 1230, 29029442, 1, 13, 252, 195, 11, 591, 298
1801, 1442, 1801, 1419, 29030677, 2, 7, 604, 418, 11, 591, 298
1801, 1442, 1801, 1367, 29030677, 0, 7, 761, 418, 11, 591, 298
1801, 1442, 1713, 1498, 29030678, 3, 7, 602, 418, 11, 591, 298
1801, 1367, 1791, 1198, 29031014, 3, 8, 125, 761, 11, 591, 298
1801, 1367, 1738, 1198, 29031014, 2, 8, 545, 761, 11, 591, 298
1801, 1367, 1729, 1201, 29031014, 4, 8, 885, 761, 11, 591, 298
2098, 1534, 2045, 1498, 29032801, 2, 4, 387, 379, 11, 591, 298
2098, 1534, 1997, 1498, 29032801, 3, 4, 568, 379, 11, 591, 298
2098, 1534, 2101, 1415, 29032801, 1, 4, 562, 379, 11, 591, 298
742, 1501, 669, 1501, 29033332, 4, 13, 333, 803, 11, 591, 298
742, 1501, 601, 1462, 29033333, 1, 13, 318, 803, 11, 591, 298
742, 1501, 590, 1498, 29033333, 3, 13, 221, 803, 11, 591, 298
742, 1501, 601, 1431, 29033333, 0, 13, 494, 803, 11, 591, 298
742, 1501, 573, 1498, 29033333, 2, 13, 429, 803, 11, 591, 298
898, 1230, 891, 1198, 29033643, 3, 14, 305, 252, 11, 591, 298
898, 1230, 903, 1197, 29033643, 4, 14, 115, 252, 11, 591, 298
898, 1230, 843, 1198, 29033643, 1, 14, 503, 252, 11, 591, 298
898, 1230, 765, 1201, 29033643, 2, 14, 834, 252, 11, 591, 298
601, 1431, 601, 1381, 29033786, 2, 14, 661, 494, 11, 591, 298
601, 1431, 601, 1343, 29033786, 1, 14, 794, 494, 11, 591, 298
2101, 1415, 2098, 1339, 29037001, 4, 5, 692, 562, 11, 591, 298
2101, 1415, 2101, 1323, 29037001, 2, 5, 817, 562, 11, 591, 298
2101, 1415, 2098, 1320, 29037001, 3, 5, 514, 562, 11, 591, 298
2101, 1415, 2098, 1303, 29037001, 1, 5, 322, 562, 11, 591, 298
843, 1198, 801, 1198, 29037843, 4, 15, 672, 503, 11, 591, 298
843, 1198, 730, 1201, 29037843, 1, 15, 720, 503, 11, 591, 298
601, 1343, 598, 1239, 29037986, 2, 15, 412, 794, 11, 591, 298
601, 1343, 580, 1198, 29037986, 3, 15, 236, 794, 11, 591, 298
601, 1343, 656, 1201, 29037986, 4, 15, 360, 794, 11, 591, 298
1738, 1198, 1657, 1201, 29039214, 3, 9, 802, 545, 11, 591, 298
1738, 1198, 1623, 1201, 29039214, 1, 9, 701, 545, 11, 591, 298
1738, 1198, 1603, 1201, 29039215, 0, 9, 517, 545, 11, 591, 298
1738, 1198, 1801, 1063, 29039215, 4, 9, 771, 545, 11, 591, 298
1603, 1201, 1519, 1201, 29039551, 4, 10, 332, 517, 11, 591, 298
1603, 1201, 1508, 1201, 29039551, 3, 10, 146, 517, 11, 591, 298
1603, 1201, 1501, 1158, 29039551, 1, 10, 504, 517, 11, 591, 298
1603, 1201, 1490, 1198, 29039551, 2, 10, 118, 517, 11, 591, 298
1603, 1201, 1398, 1198, 29039551, 0, 10, 612, 517, 11, 591, 298
1398, 1198, 1331, 1201, 29039991, 4, 11, 710, 612, 11, 591, 298
1398, 1198, 1316, 1198, 29039991, 3, 11, 853, 612, 11, 591, 298
1398, 1198, 1251, 1201, 29039992, 1, 11, 541, 612, 11, 591, 298
1398, 1198, 1228, 1201, 29039992, 0, 11, 344, 612, 11, 591, 298
1398, 1198, 1212, 1201, 29039992, 2, 11, 98, 612, 11, 591, 298
1228, 1201, 1212, 1201, 29040573, 4, 12, 98, 344, 11, 591, 298
1228, 1201, 1152, 1198, 29040573, 3, 12, 229, 344, 11, 591, 298
1228, 1201, 1131, 1198, 29040573, 2, 12, 384, 344, 11, 591, 298
1228, 1201, 1041, 1198, 29040574, 0, 12, 755, 344, 11, 591, 298
2101, 1654, 2098, 1534, 29040800, 3, 4, 379, 792, 11, 591, 298
2101, 1654, 2098, 1516, 29040800, 2, 4, 189, 792, 11, 591, 298
2101, 1654, 2096, 1503, 29040800, 1, 4, 60, 792, 11, 591, 298
2101, 1654, 2091, 1498, 29040800, 4, 4, 68, 792, 11, 591, 298
2101, 1654, 2082, 1498, 29040800, 0, 4, 209, 792, 11, 591, 298
2045, 1498, 1997, 1498, 29041001, 3, 5, 568, 387, 11, 591, 298
2045, 1498, 1942, 1498, 29041001, 1, 5, 746, 387, 11, 591, 298
2045, 1498, 1921, 1498, 29041001, 4, 5, 837, 387, 11, 591, 298
1041, 1198, 898, 1230, 29041149, 4, 13, 252, 755, 11, 591, 298
2098, 1303, 2083, 1198, 29041201, 4, 6, 201, 322, 11, 591, 298
2098, 1303, 2071, 1198, 29041201, 2, 6, 415, 322, 11, 591, 298
2098, 1303, 2034, 1198, 29041202, 1, 6, 610, 322, 11, 591, 298
2098, 1303, 2101, 1162, 29041202, 3, 6, 300, 322, 11, 591, 298
2082, 1498, 1997, 1498, 29041311, 1, 5, 568, 209, 11, 591, 298
2082, 1498, 1921, 1498, 29041311, 2, 5, 837, 209, 11, 591, 298
730, 1201, 601, 1160, 29042043, 2, 16, 250, 720, 11, 591, 298
730, 1201, 580, 1198, 29042044, 3, 16, 236, 720, 11, 591, 298
730, 1201, 601, 1114, 29042044, 0, 16, 600, 720, 11, 591, 298
730, 1201, 548, 1198, 29042044, 4, 16, 428, 720, 11, 591, 298
1942, 1498, 1801, 1419, 29045201, 2, 6, 604, 746, 11, 591, 298
1801, 1419, 1801, 1367, 29053402, 1, 7, 761, 604, 11, 591, 298
2101, 1162, 2101, 1061, 29053402, 3, 7, 774, 300, 11, 591, 298
2101, 1162, 2101, 1018, 29053402, 4, 7, 851, 300, 11, 591, 298
1801, 1063, 1808, 901, 29055415, 3, 10, 150, 771, 11, 591, 298
1801, 1063, 1798, 900, 29055415, 2, 10, 353, 771, 11, 591, 298
1801, 1063, 1750, 901, 29055415, 4, 10, 887, 771, 11, 591, 298
