source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,
1941, 1498, 1828, 1501, 29011081, 4, 5, 307, 746, 11, 
1941, 1498, 1801, 1483, 29011081, 1, 5, 232, 746, 11, 
1941, 1498, 1801, 1442, 29011081, 3, 5, 418, 746, 11, 
1941, 1498, 1798, 1440, 29011081, 0, 5, 113, 746, 11, 
1798, 1440, 1801, 1419, 29011392, 1, 6, 604, 113, 11, 
1798, 1440, 1801, 1366, 29011392, 3, 6, 761, 113, 11, 
1798, 1440, 1713, 1498, 29011392, 4, 6, 602, 113, 11, 
2101, 1476, 2101, 1415, 29013700, 4, 4, 562, 188, 11, 
2101, 1476, 2098, 1339, 29013701, 1, 4, 692, 188, 11, 
2101, 1476, 2098, 1321, 29013701, 2, 4, 514, 188, 11, 
1801, 1419, 1801, 1367, 29015592, 1, 7, 761, 604, 11, 
1801, 1419, 1713, 1498, 29015592, 4, 7, 602, 604, 11, 
2098, 1339, 2101, 1323, 29017901, 4, 5, 817, 692, 11, 
2098, 1339, 2098, 1303, 29017901, 3, 5, 322, 692, 11, 
2098, 1339, 2098, 1207, 29017901, 2, 5, 157, 692, 11, 
2098, 1339, 2071, 1198, 29017901, 0, 5, 415, 692, 11, 
2098, 1339, 2101, 1184, 29017901, 1, 5, 16, 692, 11, 
2071, 1198, 1947, 1198, 29018277, 3, 6, 840, 415, 11, 
2071, 1198, 1866, 1201, 29018277, 0, 6, 524, 415, 11, 
1866, 1201, 1823, 1201, 29018587, 2, 7, 145, 524, 11, 
1866, 1201, 1801, 1181, 29018587, 3, 7, 94, 524, 11, 
1866, 1201, 1791, 1198, 29018587, 0, 7, 125, 524, 11, 
1866, 1201, 1801, 1138, 29018587, 1, 7, 475, 524, 11, 
1791, 1198, 1701, 1201, 29018897, 4, 8, 861, 125, 11, 
1791, 1198, 1657, 1201, 29018898, 1, 8, 802, 125, 11, 
1791, 1198, 1798, 1057, 29018898, 3, 8, 813, 125, 11, 
1801, 1367, 1791, 1198, 29020005, 1, 8, 125, 761, 11, 
1657, 1201, 1623, 1201, 29023098, 3, 9, 701, 802, 11, 
1657, 1201, 1603, 1201, 29023098, 2, 9, 517, 802, 11, 
1657, 1201, 1519, 1201, 29023098, 1, 9, 332, 802, 11, 
1519, 1201, 1490, 1198, 29027298, 3, 10, 118, 332, 11, 
1519, 1201, 1475, 1198, 29027298, 4, 10, 267, 332, 11, 
1519, 1201, 1501, 1157, 29027298, 1, 10, 504, 332, 11, 
1519, 1201, 1456, 1198, 29027298, 0, 10, 452, 332, 11, 
1456, 1198, 1373, 1198, 29027687, 4, 11, 789, 452, 11, 
1456, 1198, 1331, 1201, 29027687, 3, 11, 710, 452, 11, 
1456, 1198, 1316, 1198, 29027687, 1, 11, 853, 452, 11, 
1947, 1198, 1843, 1201, 29030477, 4, 7, 337, 840, 11, 
1947, 1198, 1801, 1181, 29030477, 0, 7, 94, 840, 11, 
1947, 1198, 1791, 1198, 29030477, 2, 7, 125, 840, 11, 
1801, 1181, 1701, 1201, 29030761, 4, 8, 861, 94, 11, 
1801, 1181, 1798, 1057, 29030762, 1, 8, 813, 94, 11, 
1801, 1181, 1657, 1201, 29030762, 3, 8, 802, 94, 11, 
1798, 1057, 1798, 995, 29031098, 4, 9, 539, 813, 11, 
1798, 1057, 1657, 1201, 29031098, 3, 9, 802, 813, 11, 
1316, 1198, 1251, 1201, 29031887, 4, 12, 541, 853, 11, 
1316, 1198, 1228, 1201, 29031887, 1, 12, 344, 853, 11, 
1316, 1198, 1212, 1201, 29031887, 0, 12, 98, 853, 11, 
1316, 1198, 1198, 1227, 29031887, 2, 12, 178, 853, 11, 
1212, 1201, 1152, 1198, 29032327, 2, 13, 229, 98, 11, 
1212, 1201, 1131, 1198, 29032327, 3, 13, 384, 98, 11, 
1212, 1201, 1109, 1198, 29032327, 1, 13, 625, 98, 11, 
1701, 1201, 1657, 1201, 29035098, 3, 9, 802, 861, 11, 
1701, 1201, 1623, 1201, 29035098, 1, 9, 701, 861, 11, 
1701, 1201, 1603, 1201, 29035098, 0, 9, 517, 861, 11, 
1701, 1201, 1801, 1029, 29035098, 2, 9, 848, 861, 11, 
1701, 1201, 1798, 1017, 29035098, 4, 9, 703, 861, 11, 
1603, 1201, 1519, 1201, 29035460, 4, 10, 332, 517, 11, 
1603, 1201, 1508, 1201, 29035460, 3, 10, 146, 517, 11, 
1603, 1201, 1501, 1157, 29035460, 1, 10, 504, 517, 11, 
1603, 1201, 1456, 1198, 29035460, 0, 10, 452, 517, 11, 
1623, 1201, 1501, 1157, 29035731, 1, 10, 504, 701, 11, 
1456, 1198, 1373, 1198, 29035810, 4, 11, 789, 452, 11, 
1456, 1198, 1331, 1201, 29035810, 3, 11, 710, 452, 11, 
1456, 1198, 1316, 1198, 29035810, 1, 11, 853, 452, 11, 
1456, 1198, 1251, 1201, 29035810, 0, 11, 541, 452, 11, 
1251, 1201, 1228, 1201, 29036237, 2, 12, 344, 541, 11, 
1251, 1201, 1212, 1201, 29036237, 1, 12, 98, 541, 11, 
1251, 1201, 1201, 1223, 29036237, 4, 12, 24, 541, 11, 
1251, 1201, 1152, 1198, 29036237, 3, 12, 229, 541, 11, 
1251, 1201, 1109, 1198, 29036237, 0, 12, 625, 541, 11, 
1109, 1198, 1041, 1198, 29036691, 1, 13, 755, 625, 11, 
1109, 1198, 977, 1201, 29036691, 0, 13, 553, 625, 11, 
977, 1201, 903, 1197, 29036988, 3, 14, 115, 553, 11, 
977, 1201, 899, 1201, 29036988, 2, 14, 40, 553, 11, 
977, 1201, 898, 1230, 29036988, 4, 14, 252, 553, 11, 
977, 1201, 891, 1198, 29036988, 1, 14, 305, 553, 11, 
977, 1201, 843, 1198, 29036988, 0, 14, 503, 553, 11, 
843, 1198, 801, 1198, 29037259, 2, 15, 672, 503, 11, 
843, 1198, 730, 1201, 29037260, 0, 15, 720, 503, 11, 
730, 1201, 601, 1181, 29037661, 2, 16, 81, 720, 11, 
730, 1201, 599, 1201, 29037661, 4, 16, 242, 720, 11, 
730, 1201, 601, 1114, 29037661, 1, 16, 600, 720, 11, 
1501, 1157, 1498, 1005, 29039661, 0, 11, 581, 504, 11, 
1498, 1005, 1426, 898, 29040023, 3, 12, 528, 581, 11, 
1498, 1005, 1396, 898, 29040023, 2, 12, 697, 581, 11, 
1498, 1005, 1354, 898, 29040023, 1, 12, 798, 581, 11, 
1212, 1201, 1152, 1198, 29040437, 2, 13, 229, 98, 11, 
1212, 1201, 1131, 1198, 29040437, 3, 13, 384, 98, 11, 
1212, 1201, 1109, 1198, 29040437, 1, 13, 625, 98, 11, 
1212, 1201, 1041, 1198, 29040438, 0, 13, 755, 98, 11, 
1041, 1198, 977, 1201, 29041071, 4, 14, 553, 755, 11, 
1041, 1198, 903, 1197, 29041071, 1, 14, 115, 755, 11, 
1041, 1198, 899, 1201, 29041071, 2, 14, 40, 755, 11, 
1041, 1198, 891, 1198, 29041071, 0, 14, 305, 755, 11, 
891, 1198, 843, 1198, 29041394, 4, 15, 503, 305, 11, 
891, 1198, 807, 1201, 29041394, 3, 15, 878, 305, 11, 
891, 1198, 801, 1198, 29041395, 1, 15, 672, 305, 11, 
891, 1198, 765, 1201, 29041395, 2, 15, 834, 305, 11, 
891, 1198, 730, 1201, 29041395, 0, 15, 720, 305, 11, 
730, 1201, 601, 1181, 29041770, 2, 16, 81, 720, 11, 
730, 1201, 599, 1201, 29041770, 4, 16, 242, 720, 11, 
730, 1201, 601, 1114, 29041770, 1, 16, 600, 720, 11, 
730, 1201, 601, 1070, 29041770, 0, 16, 745, 720, 11, 
1354, 898, 1268, 898, 29044224, 4, 13, 884, 798, 11, 
1354, 898, 1201, 892, 29044224, 0, 13, 255, 798, 11, 
1201, 892, 1133, 898, 29044560, 3, 14, 435, 255, 11, 
1201, 892, 1201, 787, 29044560, 2, 14, 616, 255, 11, 
1798, 995, 1791, 898, 29047298, 4, 10, 49, 539, 11, 
1798, 995, 1757, 898, 29047298, 1, 10, 386, 539, 11, 
1798, 995, 1801, 871, 29047298, 3, 10, 265, 539, 11, 
1757, 898, 1692, 898, 29051498, 4, 11, 760, 386, 11, 
1757, 898, 1650, 901, 29051499, 3, 11, 815, 386, 11, 
1757, 898, 1622, 901, 29051499, 1, 11, 721, 386, 11, 
1519, 1201, 1476, 1198, 29051660, 3, 11, 267, 332, 11, 
1519, 1201, 1501, 1158, 29051660, 2, 11, 504, 332, 11, 
1519, 1201, 1456, 1198, 29051660, 1, 11, 452, 332, 11, 
1519, 1201, 1398, 1198, 29051660, 0, 11, 612, 332, 11, 
1398, 1198, 1331, 1201, 29052049, 4, 12, 710, 612, 11, 
1398, 1198, 1316, 1198, 29052049, 2, 12, 853, 612, 11, 
1398, 1198, 1251, 1201, 29052049, 0, 12, 541, 612, 11, 
1398, 1198, 1228, 1201, 29052049, 3, 12, 344, 612, 11, 
1398, 1198, 1212, 1201, 29052049, 1, 12, 98, 612, 11, 
1251, 1201, 1228, 1201, 29052450, 3, 13, 344, 541, 11, 
1251, 1201, 1212, 1201, 29052450, 2, 13, 98, 541, 11, 
1251, 1201, 1198, 1227, 29052450, 4, 13, 178, 541, 11, 
1251, 1201, 1131, 1198, 29052450, 1, 13, 384, 541, 11, 
1251, 1201, 1109, 1198, 29052450, 0, 13, 625, 541, 11, 
1109, 1198, 1042, 1198, 29052722, 1, 14, 755, 625, 11, 
1109, 1198, 899, 1201, 29052722, 3, 14, 40, 625, 11, 
1201, 787, 1198, 707, 29052760, 4, 15, 670, 616, 11, 
1201, 787, 1198, 683, 29052760, 2, 15, 458, 616, 11, 
1201, 787, 1156, 601, 29052761, 1, 15, 120, 616, 11, 
1622, 901, 1508, 901, 29055699, 4, 12, 10, 721, 11, 
1622, 901, 1501, 893, 29055699, 2, 12, 293, 721, 11, 
1622, 901, 1498, 912, 29055699, 3, 12, 78, 721, 11, 
1622, 901, 1448, 898, 29055699, 1, 12, 336, 721, 11, 
1133, 898, 1011, 901, 29056760, 0, 15, 635, 435, 11, 
1042, 1198, 977, 1201, 29056922, 3, 15, 553, 755, 11, 
1042, 1198, 903, 1197, 29056922, 0, 15, 115, 755, 11, 
1042, 1198, 899, 1201, 29056922, 1, 15, 40, 755, 11, 
1156, 601, 1095, 598, 29056961, 4, 16, 342, 120, 11, 
1156, 601, 1076, 598, 29056961, 1, 16, 526, 120, 11, 
1156, 601, 1058, 598, 29056961, 0, 16, 713, 120, 11, 
1156, 601, 1032, 601, 29056961, 2, 16, 698, 120, 11, 
1011, 901, 891, 898, 29057214, 4, 16, 90, 635, 11, 
1011, 901, 901, 826, 29057214, 2, 16, 614, 635, 11, 
1011, 901, 862, 898, 29057214, 3, 16, 266, 635, 11, 
903, 1197, 807, 1201, 29057297, 4, 16, 878, 115, 11, 
903, 1197, 765, 1201, 29057298, 2, 16, 834, 115, 11, 
903, 1197, 730, 1201, 29057298, 1, 16, 720, 115, 11, 
1448, 898, 1354, 898, 29059899, 3, 13, 798, 336, 11, 
1448, 898, 1268, 898, 29059900, 2, 13, 884, 336, 11, 
1268, 898, 1201, 892, 29060424, 3, 14, 255, 884, 11, 
1268, 898, 1196, 902, 29060424, 2, 14, 167, 884, 11, 
1268, 898, 1201, 787, 29060424, 4, 14, 616, 884, 11, 
1268, 898, 1133, 898, 29060424, 1, 14, 435, 884, 11, 
1133, 898, 1045, 901, 29064624, 3, 15, 772, 435, 11, 
1133, 898, 1010, 901, 29064624, 0, 15, 635, 435, 11, 
1133, 898, 970, 901, 29064625, 1, 15, 450, 435, 11, 
1010, 901, 891, 898, 29065000, 4, 16, 90, 635, 11, 
1010, 901, 901, 826, 29065000, 2, 16, 614, 635, 11, 
1010, 901, 862, 898, 29065000, 3, 16, 266, 635, 11, 
1010, 901, 898, 732, 29065000, 0, 16, 734, 635, 11, 
1201, 787, 1198, 707, 29076624, 4, 15, 670, 616, 11, 
1201, 787, 1198, 683, 29076624, 2, 15, 458, 616, 11, 
1201, 787, 1198, 599, 29076625, 3, 15, 286, 616, 11, 
1198, 683, 1191, 598, 29084825, 3, 16, 45, 458, 11, 
1198, 683, 1156, 601, 29084825, 4, 16, 120, 458, 11, 
1198, 683, 1201, 558, 29084825, 2, 16, 241, 458, 11, 
1198, 683, 1095, 598, 29084825, 1, 16, 342, 458, 11, 
