source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,
1898, 301, 1875, 301, 22020989, 4, 4, 1, 261, 447, 301, 425
1898, 301, 1798, 227, 22020989, 3, 4, 548, 261, 447, 301, 425
1898, 301, 1749, 298, 22020989, 0, 4, 64, 261, 447, 301, 425
1898, 301, 1798, 432, 22020989, 1, 4, 422, 261, 447, 301, 425
549, 298, 479, 298, 23000200, 3, 1, 378, 11, 287, -1, 426
549, 298, 441, 298, 23000200, 1, 1, 501, 11, 287, -1, 426
2098, 1598, 2098, 1574, 24000200, 4, 1, 189, 379, 63, 1262, 901
2098, 1598, 2098, 1553, 24000200, 1, 1, 60, 379, 63, 1262, 901
2098, 1598, 2058, 1498, 24000200, 2, 1, 68, 379, 63, 1262, 901
2098, 1598, 2028, 1498, 24000200, 0, 1, 209, 379, 63, 1262, 901
2098, 1598, 1978, 1498, 24000200, 3, 1, 387, 379, 63, 1262, 901
2028, 1498, 1978, 1498, 24000549, 2, 2, 387, 209, 63, 1262, 901
1498, 1610, 1498, 1634, 25000200, 2, 1, 508, 390, 101, 566, 1798
1498, 1610, 1501, 1677, 25000200, 3, 1, 445, 390, 101, 566, 1798
1498, 1610, 1501, 1706, 25000200, 1, 1, 276, 390, 101, 566, 1798
1498, 1610, 1466, 1498, 25000200, 4, 1, 243, 390, 101, 566, 1798
1498, 1610, 1501, 1744, 25000200, 0, 1, 89, 390, 101, 566, 1798
1501, 1744, 1498, 1864, 25000562, 0, 2, 152, 89, 101, 566, 1798
1466, 1498, 1434, 1498, 25016400, 1, 2, 416, 243, 101, 566, 1798
1884, 601, 1801, 595, 26000200, 3, 1, 38, 348, 426, 101, 1801
1884, 601, 1798, 657, 26000200, 2, 1, 222, 348, 426, 101, 1801
1884, 601, 1748, 598, 26000200, 4, 1, 123, 348, 426, 101, 1801
1798, 657, 1728, 598, 26008400, 4, 2, 268, 222, 426, 101, 1801
1798, 657, 1688, 598, 26008400, 1, 2, 436, 222, 426, 101, 1801
1798, 657, 1801, 832, 26008400, 0, 2, 265, 222, 426, 101, 1801
1801, 832, 1771, 898, 26008888, 3, 3, 49, 265, 426, 101, 1801
1801, 832, 1750, 898, 26008888, 1, 3, 198, 265, 426, 101, 1801
1801, 832, 1798, 920, 26008888, 4, 3, 154, 265, 426, 101, 1801
1801, 832, 1718, 898, 26008888, 0, 3, 386, 265, 426, 101, 1801
1718, 898, 1663, 901, 26009341, 3, 4, 554, 386, 426, 101, 1801
1718, 898, 1632, 901, 26009341, 4, 4, 494, 386, 426, 101, 1801
1688, 598, 1526, 601, 26012601, 1, 3, 247, 436, 426, 101, 1801
1688, 598, 1508, 601, 26012601, 3, 3, 36, 436, 426, 101, 1801
1688, 598, 1498, 709, 26012601, 0, 3, 402, 436, 426, 101, 1801
1498, 709, 1414, 598, 26012937, 4, 4, 357, 402, 426, 101, 1801
1498, 709, 1501, 856, 26012937, 1, 4, 293, 402, 426, 101, 1801
1498, 709, 1501, 881, 26012938, 0, 4, 91, 402, 426, 101, 1801
1501, 881, 1476, 898, 26013222, 3, 5, 174, 91, 426, 101, 1801
1501, 881, 1498, 948, 26013222, 2, 5, 78, 91, 426, 101, 1801
1501, 881, 1498, 969, 26013222, 4, 5, 258, 91, 426, 101, 1801
1501, 881, 1498, 990, 26013222, 1, 5, 400, 91, 426, 101, 1801
1501, 881, 1498, 1039, 26013222, 0, 5, 512, 91, 426, 101, 1801
1498, 1039, 1499, 1194, 26013624, 0, 6, 99, 512, 426, 101, 1801
1499, 1194, 1468, 1198, 26013960, 0, 7, 118, 99, 426, 101, 1801
1468, 1198, 1446, 1198, 26014283, 3, 8, 267, 118, 426, 101, 1801
1468, 1198, 1421, 1198, 26014283, 2, 8, 434, 118, 426, 101, 1801
1663, 901, 1631, 901, 26021541, 2, 5, 494, 554, 426, 101, 1801
1663, 901, 1605, 901, 26021541, 1, 5, 368, 554, 426, 101, 1801
1663, 901, 1584, 901, 26021541, 0, 5, 181, 554, 426, 101, 1801
1584, 901, 1522, 901, 26021904, 4, 6, 10, 181, 426, 101, 1801
1584, 901, 1498, 948, 26021904, 2, 6, 78, 181, 426, 101, 1801
1584, 901, 1476, 898, 26021904, 3, 6, 174, 181, 426, 101, 1801
1584, 901, 1498, 990, 26021904, 1, 6, 400, 181, 426, 101, 1801
1421, 1198, 1264, 1201, 26022483, 1, 9, 344, 434, 426, 101, 1801
1498, 990, 1498, 1039, 26026104, 1, 7, 512, 400, 426, 101, 1801
1498, 990, 1415, 898, 26026104, 2, 7, 336, 400, 426, 101, 1801
1498, 990, 1393, 898, 26026104, 4, 7, 483, 400, 426, 101, 1801
1264, 1201, 1241, 1201, 26026683, 4, 10, 98, 344, 426, 101, 1801
1264, 1201, 1201, 1206, 26026684, 3, 10, 24, 344, 426, 101, 1801
1264, 1201, 1198, 1264, 26026684, 2, 10, 178, 344, 426, 101, 1801
1264, 1201, 1198, 1286, 26026684, 1, 10, 373, 344, 426, 101, 1801
1264, 1201, 1120, 1198, 26026684, 0, 10, 229, 344, 426, 101, 1801
1120, 1198, 1099, 1198, 26027347, 1, 11, 384, 229, 426, 101, 1801
1414, 598, 1284, 601, 26029138, 3, 5, 377, 357, 426, 101, 1801
1414, 598, 1254, 601, 26029138, 0, 5, 184, 357, 426, 101, 1801
1254, 601, 1233, 601, 26029793, 4, 6, 59, 184, 426, 101, 1801
1254, 601, 1192, 601, 26029793, 2, 6, 120, 184, 426, 101, 1801
1254, 601, 1189, 598, 26029793, 0, 6, 45, 184, 426, 101, 1801
1254, 601, 1198, 638, 26029793, 3, 6, 286, 184, 426, 101, 1801
1189, 598, 1198, 715, 26030246, 4, 7, 440, 45, 426, 101, 1801
1189, 598, 1069, 598, 26030246, 1, 7, 342, 45, 426, 101, 1801
1189, 598, 1051, 598, 26030246, 0, 7, 482, 45, 426, 101, 1801
1498, 1039, 1499, 1194, 26030305, 0, 8, 99, 512, 426, 101, 1801
1498, 1039, 1518, 1201, 26030305, 1, 8, 146, 512, 426, 101, 1801
1498, 1039, 1555, 1201, 26030305, 2, 8, 332, 512, 426, 101, 1801
1499, 1194, 1468, 1198, 26030641, 1, 9, 118, 99, 426, 101, 1801
1499, 1194, 1421, 1198, 26030641, 0, 9, 434, 99, 426, 101, 1801
1051, 598, 991, 601, 26030674, 3, 8, 356, 482, 426, 101, 1801
1051, 598, 950, 601, 26030674, 1, 8, 155, 482, 426, 101, 1801
1051, 598, 898, 619, 26030674, 2, 8, 219, 482, 426, 101, 1801
1051, 598, 901, 552, 26030674, 4, 8, 133, 482, 426, 101, 1801
1421, 1198, 1264, 1201, 26031094, 1, 10, 344, 434, 426, 101, 1801
1421, 1198, 1241, 1201, 26031094, 0, 10, 98, 434, 426, 101, 1801
1241, 1201, 1201, 1206, 26031457, 3, 11, 24, 98, 426, 101, 1801
1241, 1201, 1198, 1264, 26031457, 1, 11, 178, 98, 426, 101, 1801
1241, 1201, 1198, 1286, 26031457, 0, 11, 373, 98, 426, 101, 1801
1241, 1201, 1120, 1198, 26031457, 4, 11, 229, 98, 426, 101, 1801
1241, 1201, 1198, 1331, 26031457, 2, 11, 502, 98, 426, 101, 1801
1198, 1286, 1198, 1331, 26031897, 4, 12, 502, 373, 426, 101, 1801
1198, 1286, 1198, 1375, 26031897, 1, 12, 569, 373, 426, 101, 1801
1198, 1286, 1120, 1198, 26031897, 3, 12, 229, 373, 426, 101, 1801
1198, 1286, 1099, 1198, 26031897, 0, 12, 384, 373, 426, 101, 1801
1198, 1286, 1201, 1490, 26031897, 2, 12, 62, 373, 426, 101, 1801
1415, 898, 1393, 898, 26034304, 2, 8, 483, 336, 426, 101, 1801
1415, 898, 1238, 901, 26034305, 0, 8, 63, 336, 426, 101, 1801
1238, 901, 1201, 907, 26034654, 3, 9, 4, 63, 426, 101, 1801
1238, 901, 1198, 927, 26034654, 2, 9, 167, 63, 426, 101, 1801
1238, 901, 1181, 898, 26034654, 0, 9, 29, 63, 426, 101, 1801
950, 601, 895, 602, 26034919, 3, 9, 5, 155, 426, 101, 1801
950, 601, 898, 619, 26034919, 4, 9, 219, 155, 426, 101, 1801
950, 601, 873, 598, 26034919, 2, 9, 18, 155, 426, 101, 1801
950, 601, 898, 679, 26034919, 0, 9, 393, 155, 426, 101, 1801
950, 601, 851, 598, 26034919, 1, 9, 218, 155, 426, 101, 1801
1181, 898, 1083, 901, 26034925, 2, 10, 577, 29, 426, 101, 1801
1181, 898, 1045, 901, 26034925, 1, 10, 528, 29, 426, 101, 1801
1181, 898, 1002, 901, 26034926, 3, 10, 432, 29, 426, 101, 1801
898, 679, 898, 718, 26035281, 2, 10, 515, 393, 426, 101, 1801
898, 679, 898, 762, 26035282, 1, 10, 567, 393, 426, 101, 1801
1198, 1375, 1201, 1490, 26036097, 0, 13, 62, 569, 426, 101, 1801
1198, 1375, 1224, 1501, 26036097, 3, 13, 234, 569, 426, 101, 1801
1201, 1490, 1191, 1498, 26036381, 3, 14, 84, 62, 426, 101, 1801
1201, 1490, 1150, 1498, 26036382, 0, 14, 214, 62, 426, 101, 1801
1201, 1490, 1198, 1548, 26036382, 2, 14, 114, 62, 426, 101, 1801
1201, 1490, 1201, 1625, 26036382, 1, 14, 562, 62, 426, 101, 1801
1150, 1498, 1076, 1498, 26036744, 2, 15, 404, 214, 426, 101, 1801
1150, 1498, 1055, 1498, 26036744, 1, 15, 511, 214, 426, 101, 1801
1150, 1498, 1029, 1498, 26036744, 0, 15, 570, 214, 426, 101, 1801
1045, 901, 953, 901, 26039126, 4, 11, 270, 528, 426, 101, 1801
1045, 901, 898, 913, 26039126, 1, 11, 71, 528, 426, 101, 1801
1045, 901, 898, 986, 26039126, 0, 11, 358, 528, 426, 101, 1801
898, 986, 760, 898, 26039502, 1, 12, 536, 358, 426, 101, 1801
1393, 898, 1258, 901, 26042505, 1, 9, 207, 483, 426, 101, 1801
1393, 898, 1238, 901, 26042505, 0, 9, 63, 483, 426, 101, 1801
1238, 901, 1201, 907, 26042893, 3, 10, 4, 63, 426, 101, 1801
1238, 901, 1198, 927, 26042893, 1, 10, 167, 63, 426, 101, 1801
1238, 901, 1181, 898, 26042893, 0, 10, 29, 63, 426, 101, 1801
1238, 901, 1083, 901, 26042893, 2, 10, 577, 63, 426, 101, 1801
1181, 898, 1083, 901, 26043151, 2, 11, 577, 29, 426, 101, 1801
898, 718, 898, 762, 26043482, 2, 11, 567, 515, 426, 101, 1801
1083, 901, 1001, 901, 26043592, 3, 11, 432, 577, 426, 101, 1801
1083, 901, 930, 901, 26043592, 2, 11, 116, 577, 426, 101, 1801
760, 898, 633, 901, 26043702, 2, 13, 317, 536, 426, 101, 1801
760, 898, 601, 892, 26043702, 1, 13, 169, 536, 426, 101, 1801
760, 898, 598, 814, 26043702, 3, 13, 586, 536, 426, 101, 1801
601, 892, 598, 921, 26047902, 2, 14, 70, 169, 426, 101, 1801
601, 892, 539, 898, 26047902, 1, 14, 299, 169, 426, 101, 1801
601, 892, 598, 966, 26047902, 0, 14, 225, 169, 426, 101, 1801
601, 892, 598, 991, 26047902, 3, 14, 389, 169, 426, 101, 1801
598, 966, 598, 991, 26048329, 4, 15, 389, 225, 426, 101, 1801
598, 966, 598, 1033, 26048330, 3, 15, 521, 225, 426, 101, 1801
598, 966, 601, 1107, 26048330, 2, 15, 413, 225, 426, 101, 1801
598, 966, 601, 1127, 26048330, 1, 15, 250, 225, 426, 101, 1801
1083, 901, 1001, 901, 26051352, 3, 12, 432, 577, 426, 101, 1801
1083, 901, 953, 901, 26051352, 4, 12, 270, 577, 426, 101, 1801
1083, 901, 930, 901, 26051352, 2, 12, 116, 577, 426, 101, 1801
898, 762, 901, 879, 26051682, 0, 12, 52, 567, 426, 101, 1801
898, 762, 930, 901, 26051682, 1, 12, 116, 567, 426, 101, 1801
898, 762, 898, 913, 26051682, 3, 12, 71, 567, 426, 101, 1801
898, 762, 1001, 901, 26051682, 4, 12, 432, 567, 426, 101, 1801
901, 879, 885, 898, 26052057, 2, 13, 90, 52, 426, 101, 1801
901, 879, 898, 913, 26052057, 1, 13, 71, 52, 426, 101, 1801
901, 879, 898, 986, 26052057, 0, 13, 358, 52, 426, 101, 1801
898, 986, 801, 898, 26052329, 2, 14, 452, 358, 426, 101, 1801
898, 986, 760, 898, 26052329, 1, 14, 536, 358, 426, 101, 1801
601, 1127, 601, 1146, 26052530, 3, 16, 81, 250, 426, 101, 1801
601, 1127, 631, 1201, 26052530, 2, 16, 80, 250, 426, 101, 1801
601, 1127, 653, 1201, 26052530, 4, 16, 183, 250, 426, 101, 1801
601, 1127, 543, 1198, 26052530, 0, 16, 236, 250, 426, 101, 1801
601, 1127, 598, 1225, 26052530, 1, 16, 242, 250, 426, 101, 1801
760, 898, 633, 901, 26056529, 2, 15, 317, 536, 426, 101, 1801
760, 898, 598, 921, 26056529, 4, 15, 70, 536, 426, 101, 1801
633, 901, 601, 892, 26064729, 4, 16, 169, 317, 426, 101, 1801
633, 901, 598, 921, 26064729, 3, 16, 70, 317, 426, 101, 1801
633, 901, 598, 965, 26064729, 1, 16, 225, 317, 426, 101, 1801
633, 901, 598, 1032, 26064730, 0, 16, 521, 317, 426, 101, 1801
633, 901, 490, 898, 26064730, 2, 16, 454, 317, 426, 101, 1801
1086, 1498, 1065, 1498, 27000200, 4, 1, 511, 404, 309, 700, 2101
1086, 1498, 1042, 1498, 27000200, 2, 1, 570, 404, 309, 700, 2101
301, 1105, 301, 1072, 28000200, 3, 1, 544, 476, 239, 1798, 313
301, 1105, 298, 951, 28000200, 2, 1, 273, 476, 239, 1798, 313
298, 951, 298, 897, 28008623, 3, 2, 112, 273, 239, 1798, 313
298, 951, 301, 890, 28008623, 4, 2, 32, 273, 239, 1798, 313
298, 951, 301, 870, 28008623, 1, 2, 245, 273, 239, 1798, 313
301, 870, 354, 901, 28012823, 4, 3, 235, 245, 239, 1798, 313
301, 870, 375, 901, 28012823, 0, 3, 409, 245, 239, 1798, 313
375, 901, 516, 898, 28013095, 1, 4, 454, 409, 239, 1798, 313
516, 898, 567, 898, 28017295, 2, 5, 299, 454, 239, 1798, 313
516, 898, 598, 896, 28017295, 1, 5, 70, 454, 239, 1798, 313
516, 898, 611, 898, 28017295, 0, 5, 169, 454, 239, 1798, 313
516, 898, 612, 901, 28017295, 4, 5, 317, 454, 239, 1798, 313
516, 898, 598, 1007, 28017295, 3, 5, 521, 454, 239, 1798, 313
611, 898, 598, 783, 28017684, 1, 6, 586, 169, 239, 1798, 313
611, 898, 598, 733, 28017684, 3, 6, 561, 169, 239, 1798, 313
611, 898, 786, 898, 28017684, 0, 6, 536, 169, 239, 1798, 313
786, 898, 846, 898, 28018007, 3, 7, 266, 536, 239, 1798, 313
786, 898, 911, 901, 28018007, 1, 7, 116, 536, 239, 1798, 313
786, 898, 898, 961, 28018007, 2, 7, 358, 536, 239, 1798, 313
598, 783, 598, 699, 28021884, 1, 7, 498, 586, 239, 1798, 313
598, 783, 598, 678, 28021884, 0, 7, 365, 586, 239, 1798, 313
598, 678, 591, 598, 28022194, 4, 8, 95, 365, 239, 1798, 313
598, 678, 604, 597, 28022194, 1, 8, 126, 365, 239, 1798, 313
598, 678, 642, 601, 28022194, 3, 8, 233, 365, 239, 1798, 313
598, 678, 665, 601, 28022194, 0, 8, 398, 365, 239, 1798, 313
911, 901, 977, 901, 28022207, 2, 8, 432, 116, 239, 1798, 313
911, 901, 1020, 901, 28022208, 0, 8, 528, 116, 239, 1798, 313
911, 901, 898, 736, 28022208, 4, 8, 567, 116, 239, 1798, 313
665, 601, 880, 601, 28022479, 3, 9, 5, 398, 239, 1798, 313
1020, 901, 1057, 901, 28022609, 4, 9, 577, 528, 239, 1798, 313
1020, 901, 1175, 898, 28022609, 2, 9, 213, 528, 239, 1798, 313
1020, 901, 1190, 898, 28022609, 0, 9, 29, 528, 239, 1798, 313
1020, 901, 1201, 936, 28022609, 1, 9, 4, 528, 239, 1798, 313
1190, 898, 1201, 886, 28022893, 2, 10, 255, 29, 239, 1798, 313
1190, 898, 1216, 901, 28022893, 3, 10, 63, 29, 239, 1798, 313
1190, 898, 1201, 858, 28022893, 0, 10, 369, 29, 239, 1798, 313
1190, 898, 1235, 901, 28022893, 1, 10, 207, 29, 239, 1798, 313
880, 601, 898, 600, 28034679, 4, 10, 219, 5, 239, 1798, 313
880, 601, 901, 575, 28034679, 3, 10, 133, 5, 239, 1798, 313
880, 601, 925, 601, 28034679, 2, 10, 155, 5, 239, 1798, 313
880, 601, 1068, 598, 28034680, 0, 10, 482, 5, 239, 1798, 313
1068, 598, 1086, 598, 28034990, 4, 11, 342, 482, 239, 1798, 313
1068, 598, 1176, 601, 28034990, 3, 11, 120, 482, 239, 1798, 313
1068, 598, 1191, 598, 28034990, 1, 11, 45, 482, 239, 1798, 313
1191, 598, 1201, 547, 28039190, 3, 12, 241, 45, 239, 1798, 313
1191, 598, 1258, 601, 28039190, 1, 12, 377, 45, 239, 1798, 313
1191, 598, 1283, 601, 28039190, 0, 12, 500, 45, 239, 1798, 313
1283, 601, 1354, 601, 28039488, 3, 13, 556, 500, 239, 1798, 313
1283, 601, 1374, 598, 28039488, 4, 13, 550, 500, 239, 1798, 313
1283, 601, 1393, 601, 28039488, 2, 13, 582, 500, 239, 1798, 313
901, 575, 925, 601, 28046879, 1, 11, 155, 133, 239, 1798, 313
901, 575, 901, 525, 28046879, 4, 11, 465, 133, 239, 1798, 313
1393, 601, 1501, 593, 28047688, 3, 14, 251, 582, 239, 1798, 313
1393, 601, 1508, 601, 28047688, 4, 14, 36, 582, 239, 1798, 313
1393, 601, 1516, 601, 28047688, 2, 14, 247, 582, 239, 1798, 313
925, 601, 968, 601, 28051079, 2, 12, 356, 155, 239, 1798, 313
925, 601, 1068, 598, 28051080, 1, 12, 482, 155, 239, 1798, 313
1068, 598, 1087, 598, 28055280, 4, 13, 342, 482, 239, 1798, 313
1068, 598, 1175, 601, 28055280, 3, 13, 120, 482, 239, 1798, 313
1068, 598, 1191, 598, 28055280, 1, 13, 45, 482, 239, 1798, 313
1068, 598, 1213, 601, 28055280, 2, 13, 59, 482, 239, 1798, 313
1516, 601, 1570, 601, 28055888, 2, 15, 405, 247, 239, 1798, 313
1516, 601, 1501, 539, 28055888, 3, 15, 424, 247, 239, 1798, 313
1516, 601, 1501, 496, 28055888, 4, 15, 520, 247, 239, 1798, 313
1191, 598, 1201, 548, 28059480, 4, 14, 241, 45, 239, 1798, 313
1191, 598, 1258, 601, 28059480, 2, 14, 377, 45, 239, 1798, 313
1191, 598, 1283, 601, 28059480, 1, 14, 500, 45, 239, 1798, 313
1191, 598, 1353, 601, 28059481, 3, 14, 556, 45, 239, 1798, 313
1283, 601, 1353, 601, 28063681, 4, 15, 556, 500, 239, 1798, 313
1283, 601, 1375, 598, 28063681, 3, 15, 550, 500, 239, 1798, 313
1283, 601, 1393, 601, 28063681, 2, 15, 582, 500, 239, 1798, 313
1283, 601, 1414, 598, 28063681, 1, 15, 487, 500, 239, 1798, 313
1570, 601, 1501, 496, 28064089, 3, 16, 520, 405, 239, 1798, 313
1570, 601, 1713, 598, 28064089, 1, 16, 436, 405, 239, 1798, 313
1393, 601, 1501, 593, 28071881, 3, 16, 251, 582, 239, 1798, 313
1393, 601, 1508, 601, 28071881, 4, 16, 36, 582, 239, 1798, 313
1393, 601, 1516, 601, 28071881, 2, 16, 247, 582, 239, 1798, 313
1484, 898, 1498, 958, 29000200, 3, 1, 400, 174, 145, 1821, 1201
1484, 898, 1551, 901, 29000200, 2, 1, 181, 174, 145, 1821, 1201
1484, 898, 1571, 901, 29000200, 1, 1, 368, 174, 145, 1821, 1201
1484, 898, 1594, 901, 29000200, 4, 1, 494, 174, 145, 1821, 1201
1571, 901, 1704, 901, 29004962, 3, 2, 595, 368, 145, 1821, 1201
1551, 901, 1594, 901, 29008506, 3, 2, 494, 181, 145, 1821, 1201
1551, 901, 1621, 901, 29008506, 1, 2, 554, 181, 145, 1821, 1201
1551, 901, 1498, 1003, 29008506, 4, 2, 512, 181, 145, 1821, 1201
1621, 901, 1704, 901, 29012706, 4, 3, 595, 554, 145, 1821, 1201
1621, 901, 1758, 898, 29012706, 1, 3, 386, 554, 145, 1821, 1201
1758, 898, 1791, 898, 29016906, 2, 4, 49, 386, 145, 1821, 1201
1758, 898, 1798, 903, 29016906, 3, 4, 353, 386, 145, 1821, 1201
1758, 898, 1808, 901, 29016906, 4, 4, 150, 386, 145, 1821, 1201
1498, 1003, 1594, 901, 29024706, 3, 3, 494, 512, 145, 1821, 1201
1498, 1003, 1621, 901, 29024706, 1, 3, 554, 512, 145, 1821, 1201
1791, 898, 1798, 903, 29025106, 2, 5, 353, 49, 145, 1821, 1201
1791, 898, 1808, 901, 29025106, 4, 5, 150, 49, 145, 1821, 1201
1791, 898, 1801, 1053, 29025107, 0, 5, 576, 49, 145, 1821, 1201
1801, 1053, 1801, 1140, 29025560, 1, 6, 457, 576, 145, 1821, 1201
1801, 1053, 1801, 1161, 29025560, 3, 6, 302, 576, 145, 1821, 1201
1801, 1053, 1801, 1182, 29025560, 4, 6, 94, 576, 145, 1821, 1201
1801, 1053, 1821, 1201, 29025560, 145, 6, 145, 576, 145, 1821, 1201
1801, 1054, 1821, 1201, 29029632, 145, 6, 145, 576, 145, 1821, 1201
1801, 1140, 1821, 1201, 29030072, 145, 7, 145, 457, 145, 1821, 1201
1801, 1140, 1821, 1201, 29033832, 145, 7, 145, 457, 145, 1821, 1201
1791, 1198, 1821, 1201, 29034272, 145, 8, 145, 125, 145, 1821, 1201
1843, 1201, 1821, 1201, 29038472, 145, 9, 145, 337, 145, 1821, 1201
1801, 1083, 1821, 1201, 29058518, 145, 8, 145, 534, 145, 1821, 1201
1801, 1182, 1821, 1201, 29058880, 145, 9, 145, 94, 145, 1821, 1201
1843, 1201, 1821, 1201, 29063080, 145, 10, 145, 337, 145, 1821, 1201
