
SIGO,PDR
300,400,500,seed
0.6,0.6,0.8,10000
0.25,0.8,1.0,20000
0.4,0.6,1.0,30000
0.6,0.8,0.8,40000
0.8,0.6,1.0,50000
0.4,1.0,1.0,60000
0.6,0.6,0.8,70000
