
LSGO,PDR
0.025186874999999997,10040
0.026715000000000003,10041
0.028342444444444448,10042
0.033419125,10043
0.03926466666666666,10044
0.030741333333333336,10045
0.03256775,10046
0.023927285714285713,10047
0.031616124999999995,10048
0.035166111111111106,10049
0.027467444444444444,10051
0.026790428571428573,10052
0.02490842857142857,10053
0.0313625,10054
0.024084714285714286,10055
0.032087875,10056
0.02250433333333333,10057
0.0325075,10058
0.02624725,10059
0.031788333333333335,10060
0.03147,10061
0.0368094,10062
0.032021,10063
0.0313184,10064
0.02885328571428572,10065
0.03315957142857142,10066
0.028402833333333332,10067
0.02530828571428571,10068
0.023707166666666668,10069
0.03790866666666667,10070
0.03188844444444445,10071
0.037313374999999996,10072
0.0358147,10073
0.022005250000000004,10074
0.030657111111111118,10075
0.02950511111111111,10076
0.02644914285714286,10077
0.030490142857142855,10078
0.03113325,10079
0.021541777777777778,10080
0.034056857142857146,10081
0.029734875,10082
0.032612249999999995,10083
0.0308535,10084
0.02836375,10085
0.032307833333333334,10086
0.036157375,10087
0.027994142857142856,10088
0.0299345,10089
0.032153625000000005,10090
0.03143966666666667,10091
0.026674142857142858,10092
0.031679874999999996,10093
0.025142666666666664,10094
0.03268128571428572,10095
0.0327528,10096
0.025833250000000002,10097
0.029370375000000004,10098
0.021540777777777777,10099
0.028282124999999998,10101
0.027781555555555552,10102
0.021903,10103
0.028188999999999995,10104
0.026248999999999998,10105
0.03245683333333333,10106
0.03236575,10107
0.031892375,10108
0.029196714285714288,10109
0.03747375,10110
0.029273833333333332,10111
0.0330965,10112
0.020129625,10113
0.03936785714285714,10114
0.024467,10115
0.0162502,10116
0.026854428571428567,10117
0.027367,10118
0.03883422222222222,10119
0.02973075,10120
0.022474285714285714,10121
0.025901,10122
0.024015875,10123
0.035432375,10124
0.02599988888888889,10125
0.020108857142857144,10126
0.01945457142857143,10127
0.028457333333333334,10128
0.02819614285714286,10129
0.030293375000000004,10130
0.03193966666666667,10131
0.02728888888888889,10132
0.025960000000000004,10133
0.03252514285714286,10134
0.03169244444444444,10135
0.032070125,10136
0.025164142857142857,10137
0.03286914285714286,10138
0.0295095,10139
0.03690857142857142,10140
0.03770125,10141
0.03039028571428572,10142
0.036733125,10143
0.03585477777777777,10144
0.031960777777777775,10145
0.036884571428571426,10146
0.03582539999999999,10147
0.023956428571428573,10148
0.03200277777777778,10149
0.028680124999999997,10150
0.031473999999999995,10151
0.033504,10152
0.035428875,10153
0.03094642857142857,10154
0.041765,10155
0.02959625,10156
0.03222842857142857,10157
0.03220914285714286,10158
0.03034475,10159
0.036537,10160
0.031571666666666665,10161
0.0301439,10162
0.032175222222222216,10163
0.035205,10164
0.024606199999999998,10165
0.02512375,10166
0.033904222222222224,10167
0.0256265,10168
0.03388722222222222,10169
0.034143375000000004,10170
0.022718750000000003,10171
0.02283242857142857,10172
0.02260725,10173
0.023298666666666665,10174
0.026989000000000003,10175
0.03168466666666667,10176
0.0389835,10177
0.034778375,10178
0.024681857142857144,10179
0.026818428571428573,10180
0.029007333333333336,10181
0.033364500000000005,10182
0.025892666666666665,10183
0.02474975,10184
0.025483222222222227,10185
0.028653,10186
0.027906300000000002,10187
0.03494642857142857,10188
0.018346333333333333,10189
0.029371999999999995,10190
0.03367733333333333,10191
0.025727166666666666,10192
0.0334725,10193
0.025832444444444446,10194
0.039976444444444446,10195
0.022461444444444444,10196
0.027427833333333335,10197
0.02983442857142857,10198
0.03041871428571428,10199

LSGO,Overhead
200,300,400,seed
19.833333333333332,10001
19.285714285714285,10002
26.166666666666668,10003
19.125,10004
17.0,10005
20.375,10006
21.142857142857142,10007
18.571428571428573,10008
20.285714285714285,10009
21.75,10010
15.428571428571429,10011
15.666666666666666,10012
14.7,10013
15.625,10014
20.88888888888889,10015
16.857142857142858,10016
12.8,10017
17.88888888888889,10018
21.25,10019
19.5,10020
26.0,10021
19.125,10022
23.333333333333332,10023
18.75,10024
14.375,10025
15.222222222222221,10026
12.6,10027
13.777777777777779,10028
29.6,10029
20.571428571428573,10030
14.125,10031
18.5,10032
16.7,10033
16.333333333333332,10034
19.857142857142858,10035
22.444444444444443,10036
18.428571428571427,10037
22.428571428571427,10038
23.375,10039
17.0,10040
18.0,10041
14.88888888888889,10042
19.875,10043
20.88888888888889,10044
17.666666666666668,10045
21.0,10046
21.857142857142858,10047
14.625,10048
11.777777777777779,10049
13.11111111111111,10051
21.428571428571427,10052
16.285714285714285,10053
18.125,10054
25.142857142857142,10055
19.5,10056
16.0,10057
23.25,10058
15.25,10059
28.666666666666668,10060
16.11111111111111,10061
16.7,10062
18.88888888888889,10063
16.4,10064
23.285714285714285,10065
22.857142857142858,10066
26.333333333333332,10067
13.142857142857142,10068
21.5,10069
18.0,10070
15.333333333333334,10071
25.375,10072
18.1,10073
13.0,10074
19.77777777777778,10075
15.0,10076
16.857142857142858,10077
20.285714285714285,10078
16.375,10079
13.222222222222221,10080
18.571428571428573,10081
19.0,10082
22.875,10083
17.25,10084
15.5,10085
24.0,10086
21.75,10087
25.0,10088
15.25,10089
20.25,10090
19.88888888888889,10091
19.714285714285715,10092
18.0,10093
18.166666666666668,10094
18.142857142857142,10095
20.8,10096
19.25,10097
23.25,10098
16.22222222222222,10099
19.375,10101
15.444444444444445,10102
16.125,10103
20.0,10104
16.857142857142858,10105
19.166666666666668,10106
21.125,10107
20.375,10108
18.571428571428573,10109
23.5,10110
25.666666666666668,10111
22.625,10112
11.75,10113
28.428571428571427,10114
17.75,10115
23.6,10116
17.0,10117
22.11111111111111,10118
20.77777777777778,10119
17.75,10120
19.142857142857142,10121
17.285714285714285,10122
15.875,10123
23.125,10124
20.22222222222222,10125
16.428571428571427,10126
14.142857142857142,10127
18.77777777777778,10128
21.142857142857142,10129
20.5,10130
26.5,10131
13.333333333333334,10132
17.714285714285715,10133
22.857142857142858,10134
19.11111111111111,10135
18.125,10136
21.142857142857142,10137
15.857142857142858,10138
16.625,10139
25.0,10140
34.25,10141
21.714285714285715,10142
25.25,10143
23.444444444444443,10144
15.88888888888889,10145
22.285714285714285,10146
18.0,10147
14.714285714285714,10148
21.0,10149
20.5,10150
15.11111111111111,10151
26.333333333333332,10152
25.125,10153
21.571428571428573,10154
16.7,10155
20.25,10156
21.142857142857142,10157
22.857142857142858,10158
19.75,10159
20.285714285714285,10160
15.88888888888889,10161
15.1,10162
14.0,10163
20.375,10164
24.4,10165
23.875,10166
20.444444444444443,10167
17.625,10168
16.11111111111111,10169
17.75,10170
16.5,10171
21.857142857142858,10172
16.0,10173
22.166666666666668,10174
19.857142857142858,10175
23.333333333333332,10176
18.625,10177
16.75,10178
17.571428571428573,10179
26.285714285714285,10180
15.11111111111111,10181
17.1,10182
17.666666666666668,10183
15.5,10184
13.222222222222221,10185
19.5,10186
14.6,10187
20.714285714285715,10188
20.5,10189
17.333333333333332,10190
15.0,10191
21.833333333333332,10192
18.125,10193
17.22222222222222,10194
18.22222222222222,10195
15.666666666666666,10196
27.166666666666668,10197
18.0,10198
18.857142857142858,10199

LSGO,Hop
200,300,400,seed
10.583333333333334,10001
9.777777777777779,10002
9.945454545454545,10003
12.253968253968255,10004
10.016666666666667,10005
12.441176470588236,10006
11.586206896551724,10007
9.88888888888889,10008
11.48936170212766,10009
10.228571428571428,10010
9.794871794871796,10011
9.864197530864198,10012
11.483870967741936,10013
10.127272727272727,10014
12.85,10015
10.576923076923077,10016
9.795454545454545,10017
10.619047619047619,10018
11.625,10019
10.677966101694915,10020
10.5,10021
11.615384615384615,10022
9.2,10023
10.958333333333334,10024
10.275862068965518,10025
10.446428571428571,10026
9.627450980392156,10027
12.03076923076923,10028
12.722222222222221,10029
10.4,10030
8.911764705882353,10031
10.789473684210526,10032
11.603174603174603,10033
11.473684210526315,10034
11.46,10035
12.333333333333334,10036
10.307692307692308,10037
12.743243243243244,10038
10.222222222222221,10039
10.27450980392157,10040
10.787234042553191,10041
11.223684210526315,10042
12.102564102564102,10043
13.033333333333333,10044
10.423529411764706,10045
13.14,10046
10.806451612903226,10047
11.23913043478261,10048
10.696428571428571,10049
10.694444444444445,10051
11.258064516129032,10052
9.892857142857142,10053
11.418604651162791,10054
9.833333333333334,10055
10.76,10056
10.745454545454546,10057
11.813953488372093,10058
11.804878048780488,10059
12.0,10060
10.942857142857143,10061
10.521739130434783,10062
10.484375,10063
11.666666666666666,10064
10.382352941176471,10065
11.365853658536585,10066
11.0,10067
11.026315789473685,10068
11.694444444444445,10069
11.127272727272727,10070
10.87037037037037,10071
11.416666666666666,10072
11.229166666666666,10073
10.08695652173913,10074
11.528301886792454,10075
11.6875,10076
11.282608695652174,10077
11.377358490566039,10078
12.02,10079
9.835051546391753,10080
11.881578947368421,10081
10.916666666666666,10082
12.52,10083
11.235294117647058,10084
9.470588235294118,10085
11.576923076923077,10086
11.229508196721312,10087
11.425531914893616,10088
10.391304347826088,10089
9.782608695652174,10090
12.232142857142858,10091
11.5,10092
11.295454545454545,10093
10.162790697674419,10094
10.973684210526315,10095
11.23404255319149,10096
11.520833333333334,10097
10.726027397260275,10098
10.033333333333333,10099
10.764705882352942,10101
11.186046511627907,10102
10.621621621621621,10103
10.26086956521739,10104
9.579710144927537,10105
11.814814814814815,10106
10.534883720930232,10107
12.0,10108
11.676470588235293,10109
11.226415094339623,10110
10.951219512195122,10111
10.619047619047619,10112
8.833333333333334,10113
12.60344827586207,10114
9.80327868852459,10115
11.071428571428571,10116
11.282608695652174,10117
11.343283582089553,10118
13.674418604651162,10119
10.5,10120
10.581395348837209,10121
10.771428571428572,10122
10.453125,10123
11.677966101694915,10124
10.784615384615385,10125
10.125,10126
9.852941176470589,10127
11.929824561403509,10128
10.26,10129
10.925925925925926,10130
10.714285714285714,10131
9.282608695652174,10132
10.157894736842104,10133
10.72,10134
11.73076923076923,10135
9.959183673469388,10136
10.604166666666666,10137
10.49056603773585,10138
10.130434782608695,10139
12.136363636363637,10140
9.565217391304348,10141
11.32,10142
12.142857142857142,10143
12.808219178082192,10144
10.857142857142858,10145
12.80952380952381,10146
11.0,10147
10.590909090909092,10148
11.522727272727273,10149
10.0,10150
10.333333333333334,10151
10.615384615384615,10152
12.12,10153
10.941176470588236,10154
11.837837837837839,10155
10.907407407407407,10156
10.80952380952381,10157
12.075471698113208,10158
11.073170731707316,10159
10.911764705882353,10160
11.014492753623188,10161
11.807692307692308,10162
11.525423728813559,10163
11.470588235294118,10164
9.36111111111111,10165
11.558823529411764,10166
11.692307692307692,10167
13.055555555555555,10168
11.112903225806452,10169
11.291666666666666,10170
10.0,10171
10.272727272727273,10172
10.547945205479452,10173
9.27659574468085,10174
10.65079365079365,10175
12.093023255813954,10176
10.545454545454545,10177
11.717948717948717,10178
11.692307692307692,10179
12.042553191489361,10180
10.117647058823529,10181
11.564516129032258,10182
10.58695652173913,10183
11.064516129032258,10184
9.933333333333334,10185
10.764705882352942,10186
9.75609756097561,10187
8.833333333333334,10188
9.394736842105264,10189
10.666666666666666,10190
10.32,10191
10.735294117647058,10192
11.906976744186046,10193
10.329545454545455,10194
11.516129032258064,10195
10.846153846153847,10196
9.307692307692308,10197
10.806451612903226,10198
9.515151515151516,10199

LSGO,PDR-average
200,300,400,seed
0.7812182741116751

LSGO,delay-average
200,300,400,seed
0.029576392349528646

LSGO,overhead-average
200,300,400,seed
19.2202642816856

LSGO,hop-average
200,300,400,seed
10.95138711889525
