
lsgo,PDR
200,300,400,500,seed
0.3,0.3,0.5,1.0,10001
0.2,0.4,0.5,0.7,10002
0.4,0.4,0.6,0.7,10003
0.3,0.6,0.6,0.8,10004
0.1,0.5,0.8,0.7,10005
0.2,0.6,0.7,0.8,10006
0.3,0.4,0.8,0.9,10007
0.3,0.3,0.6,0.6,10008
0.2,0.4,0.7,0.8,10009
0.3,0.6,0.4,0.7,10010
0.3,0.4,0.6,0.9,10011
0.4,0.3,0.8,0.8,10012
0.1,0.3,0.9,0.8,10013
0.3,0.5,0.5,0.7,10014
0.3,0.5,0.7,0.9,10015
0.3,0.5,0.4,0.9,10016
0.2,0.4,1.0,0.9,10017
0.1,0.1,0.5,0.8,10018
0.1,0.4,0.5,0.9,10019
0.2,0.4,0.9,0.9,10020
0.2,0.3,0.6,0.8,10021
0.2,0.5,0.5,0.8,10022
0.2,0.6,0.7,0.6,10023
0.2,0.1,0.7,1.0,10024
0.2,0.4,0.7,0.7,10025
0.3,0.3,0.7,0.8,10026
0.3,0.4,0.9,0.8,10027
0.2,0.5,0.8,0.8,10028
0.2,0.4,0.4,0.8,10029
0.3,0.5,0.8,0.7,10030
0.1,0.2,0.6,0.8,10031
0.2,0.2,0.8,0.7,10032
0.2,0.6,0.5,0.9,10033
0.2,0.3,0.9,0.9,10034
0.1,0.3,0.7,1.0,10035
0.2,0.5,0.4,0.9,10036
0.3,0.3,0.8,0.8,10037
0.2,0.6,0.7,0.8,10038
0.1,0.2,0.8,0.7,10039
0.2,0.4,0.9,1.0,10040
0.2,0.5,0.8,0.8,10041
0.0,0.4,0.6,1.0,10042
0.1,0.4,0.9,0.7,10043
0.2,0.3,0.6,0.8,10044
0.2,0.7,0.9,0.7,10045
0.3,0.4,0.5,0.8,10046
0.1,0.4,0.4,0.9,10047
0.2,0.5,0.6,0.9,10048
0.3,0.3,0.8,0.7,10049
0.2,0.5,0.8,0.7,10051
0.3,0.3,0.6,0.9,10052
0.3,0.5,0.6,0.6,10053
0.3,0.5,0.7,0.8,10054
0.3,0.3,0.6,1.0,10055
0.2,0.4,0.4,0.8,10056
0.0,0.7,0.9,0.8,10057
0.1,0.5,0.8,0.9,10058
0.4,0.5,0.6,0.6,10059
0.2,0.4,0.7,0.6,10060
0.1,0.6,0.7,0.7,10061
0.2,0.6,0.8,1.0,10062
0.2,0.6,0.7,0.6,10063
0.3,0.4,0.8,0.9,10064
0.4,0.4,0.7,0.7,10065
0.3,0.3,0.7,0.6,10066
0.1,0.5,0.5,0.8,10067
0.2,0.6,0.7,0.9,10068
0.3,0.5,0.6,0.8,10069
0.4,0.4,0.6,0.9,10070
0.3,0.5,0.8,0.7,10071
0.3,0.3,0.8,0.8,10072
0.2,0.5,0.8,0.6,10073
0.4,0.4,0.8,0.7,10074
0.2,0.4,0.8,0.7,10075
0.2,0.5,0.7,0.7,10076
0.2,0.6,0.7,0.9,10077
0.2,0.6,0.5,0.8,10078
0.3,0.7,0.7,0.7,10079
0.1,0.4,0.6,0.7,10080
0.3,0.3,0.7,0.6,10081
0.3,0.5,0.8,0.9,10082
0.2,0.4,0.8,0.8,10083
0.1,0.4,0.6,0.9,10084
0.4,0.3,0.7,0.8,10085
0.2,0.4,0.7,0.8,10086
0.3,0.6,0.5,0.8,10087
0.2,0.4,0.8,0.8,10088
0.3,0.5,0.6,0.5,10089
0.2,0.5,0.6,0.6,10090
0.4,0.7,0.7,0.8,10091
0.2,0.5,0.4,0.4,10092
0.2,0.5,0.7,0.7,10093
0.2,0.3,0.7,0.7,10094
0.2,0.2,0.6,0.7,10095
0.1,0.7,0.9,0.7,10096
0.2,0.5,0.7,0.6,10097
0.2,0.5,0.8,0.7,10098
0.4,0.5,0.6,0.7,10099
0.2,0.4,0.7,0.7,10101
0.3,0.5,0.6,0.8,10102
0.3,0.5,0.8,0.7,10103
0.4,0.3,0.5,0.6,10104
0.1,0.6,0.6,0.8,10105
0.4,0.2,0.8,0.8,10106
0.0,0.5,0.5,0.8,10107
0.3,0.3,0.8,0.9,10108
0.2,0.6,0.8,0.9,10109
0.2,0.5,0.6,0.8,10110
0.2,0.6,0.8,0.8,10111
0.2,0.6,0.6,0.6,10112
0.3,0.3,0.7,0.7,10113
0.4,0.7,0.6,0.8,10114
0.2,0.2,0.7,0.9,10115
0.2,0.5,0.8,0.9,10116
0.2,0.3,0.6,0.9,10117
0.3,0.2,0.9,0.7,10118
0.3,0.5,0.8,0.7,10119
0.4,0.3,0.7,0.9,10120
0.5,0.4,0.6,0.7,10121
0.3,0.5,0.6,0.7,10122
0.2,0.1,0.7,0.7,10123
0.5,0.5,0.8,0.7,10124
0.3,0.5,0.6,0.7,10125
0.4,0.4,0.7,0.8,10126
0.1,0.4,0.5,0.9,10127
0.2,0.5,0.8,0.6,10128
0.2,0.2,0.7,0.9,10129
0.2,0.3,0.7,0.6,10130
0.2,0.5,0.7,0.4,10131
0.2,0.6,0.6,1.0,10132
0.1,0.4,0.7,0.6,10133
0.1,0.6,0.6,0.6,10134
0.2,0.4,0.6,0.7,10135
0.2,0.5,0.6,0.6,10136
0.3,0.4,0.8,0.7,10137
0.3,0.4,0.4,0.9,10138
0.3,0.4,0.5,0.8,10139
0.2,0.3,0.7,0.6,10140
0.2,0.3,0.5,0.7,10141
0.3,0.5,0.7,0.5,10142
0.3,0.5,0.5,0.6,10143
0.2,0.5,0.8,0.7,10144
0.2,0.2,0.7,0.7,10145
0.2,0.2,0.7,0.5,10146
0.2,0.5,0.9,0.9,10147
0.3,0.6,0.6,0.8,10148
0.2,0.5,0.7,0.7,10149
0.0,0.5,0.6,0.5,10150
0.2,0.3,0.7,0.7,10151
0.3,0.4,0.6,0.7,10152
0.2,0.5,0.7,1.0,10153
0.1,0.5,0.6,0.9,10154
0.2,0.5,1.0,0.8,10155
0.3,0.4,0.7,0.9,10156
0.2,0.5,0.6,0.7,10157
0.2,0.5,0.7,0.8,10158
0.2,0.6,0.4,0.8,10159
0.1,0.3,0.9,0.9,10160
0.3,0.5,0.7,0.7,10161
0.1,0.6,0.9,1.0,10162
0.1,0.3,0.7,0.8,10163
0.3,0.4,0.6,0.9,10164
0.2,0.0,0.6,0.8,10165
0.3,0.4,0.8,0.6,10166
0.1,0.3,0.7,0.7,10167
0.2,0.4,0.5,0.8,10168
0.3,0.4,0.9,0.9,10169
0.2,0.3,0.6,0.7,10170
0.2,0.4,0.7,0.8,10171
0.3,0.2,0.7,0.8,10172
0.3,0.4,0.5,0.7,10173
0.3,0.5,0.6,0.7,10174
0.4,0.6,0.5,0.9,10175
0.3,0.5,0.3,0.7,10176
0.3,0.3,0.5,0.8,10177
0.3,0.5,0.9,0.5,10178
0.3,0.7,0.6,0.7,10179
0.4,0.5,0.6,0.8,10180
0.1,0.2,0.8,0.8,10181
0.3,0.2,0.9,0.7,10182
0.2,0.4,0.6,0.8,10183
0.1,0.7,0.7,0.8,10184
0.3,0.6,0.6,0.8,10185
0.2,0.7,0.5,0.7,10186
0.0,0.5,0.8,0.9,10187
0.3,0.2,0.8,0.7,10188
0.1,0.5,0.8,0.5,10189
0.1,0.2,0.9,0.7,10190
0.4,0.5,0.4,0.7,10191
0.3,0.4,0.6,0.9,10192
0.3,0.5,0.8,0.8,10193
0.1,0.7,0.7,0.7,10194
0.3,0.7,0.7,0.8,10195
0.5,0.3,0.6,0.9,10196
0.0,0.5,0.8,0.7,10197
0.3,0.3,0.8,0.5,10198
0.3,0.7,0.6,0.6,10199

lsgo,delay
200,300,400,500,seed
0.025107666666666667,0.028692333333333334,0.028934599999999998,0.0294958,10001
0.015369500000000001,0.042054,0.025739399999999996,0.02933742857142857,10002
0.02102,0.03185675,0.02813816666666667,0.030501999999999998,10003
0.015050666666666669,0.024955833333333333,0.029210333333333328,0.0237415,10004
0.035502,0.0330378,0.02548425,0.03570942857142857,10005
0.0140585,0.020753999999999998,0.033813857142857145,0.03008725,10006
0.018851000000000003,0.0252075,0.034741499999999995,0.034437222222222216,10007
0.03912966666666667,0.024236333333333332,0.03557266666666667,0.026904833333333336,10008
0.016733,0.01409675,0.028787,0.0285525,10009
0.030892000000000003,0.02948116666666666,0.027133249999999998,0.018320714285714284,10010
0.021868666666666665,0.027102750000000002,0.030622833333333332,0.038297,10011
0.025555,0.01859,0.027913,0.02329075,10012
0.033633,0.04315433333333333,0.024431666666666668,0.03419675,10013
0.022781,0.042020800000000004,0.0191866,0.030555,10014
0.03560433333333333,0.0234908,0.022360142857142856,0.02358522222222222,10015
0.016717333333333334,0.025307200000000002,0.0271925,0.028119222222222223,10016
0.018275,0.034413,0.0221178,0.02399588888888889,10017
0.029448,0.063264,0.028090200000000003,0.035431625,10018
0.028923,0.013308249999999999,0.029821999999999998,0.03265011111111111,10019
0.017234,0.01768325,0.027513555555555555,0.02404333333333333,10020
0.02063,0.029350666666666664,0.030737166666666666,0.02424775,10021
0.017454499999999998,0.0309382,0.029188399999999996,0.036317375,10022
0.014956500000000001,0.026504833333333335,0.026416714285714286,0.03267933333333333,10023
0.0307135,0.047325,0.027207428571428573,0.0333712,10024
0.031017,0.03145525,0.026926857142857145,0.02464142857142857,10025
0.029171666666666665,0.019989000000000003,0.026316,0.027396250000000004,10026
0.020959000000000002,0.027869500000000002,0.030358888888888894,0.025474375,10027
0.0362245,0.0266646,0.026674125000000003,0.031718875,10028
0.0327155,0.02309525,0.0214595,0.034591250000000004,10029
0.028437666666666667,0.03246,0.030451625,0.026796285714285713,10030
0.069646,0.0536465,0.029293999999999997,0.0311805,10031
0.0201115,0.0358735,0.024579999999999998,0.02928657142857143,10032
0.02244,0.035062666666666666,0.036767,0.034688111111111114,10033
0.027467000000000002,0.03247766666666666,0.03139644444444444,0.03252588888888888,10034
0.013912,0.049539,0.023878285714285713,0.029976399999999997,10035
0.020939,0.026296999999999997,0.020173750000000004,0.036395444444444446,10036
0.021536666666666666,0.02878333333333333,0.0345225,0.029462999999999996,10037
0.033657,0.02052733333333333,0.026233,0.029512625,10038
0.023378,0.0237535,0.030518625,0.030932285714285718,10039
0.015934,0.020604499999999998,0.02918666666666667,0.0263957,10040
0.029956,0.024064000000000002,0.023529374999999998,0.039397875,10041
0,0.02619225,0.0270405,0.0310944,10042
0.04188,0.0275235,0.03198644444444445,0.034680142857142854,10043
