seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10058, 346, 1, 68, 77, 47, 47
10058, 29, 1, 69, 68, 47, 47
10058, 150, 1, 38, 70, 40, 40
10058, 365, 1, 21, 76, 40, 40
10058, 230, 1, 16, 69, 39, 39
10058, 235, 0, 11, 0, 36, 0
10058, 326, 1, 44, 69, 40, 40
10058, 249, 1, 24, 72, 42, 42
10058, 344, 0, 6, 0, 42, 0
10058, 60, 1, 25, 76, 42, 42
