seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10093, 8, 1, 36, 54, 36, 36
10093, 98, 0, 8, 0, 36, 0
10093, 32, 0, 7, 0, 29, 0
10093, 281, 0.551724, 22, 27, 29, 16
10093, 27, 0, 4, 0, 29, 0
10093, 123, 0.807692, 18, 44, 26, 21
10093, 29, 0, 7, 0, 26, 0
10093, 7, 1, 22, 54, 30, 30
10093, 240, 1, 25, 47, 32, 32
10093, 180, 1, 15, 57, 32, 32
