seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10062, 11, 1, 60, 75, 48, 48
10062, 326, 1, 19, 71, 41, 41
10062, 32, 0, 6, 0, 41, 0
10062, 165, 1, 12, 76, 40, 40
10062, 284, 0, 10, 0, 35, 0
10062, 270, 1, 35, 70, 35, 35
10062, 159, 1, 8, 72, 40, 40
10062, 230, 1, 21, 72, 42, 42
10062, 263, 1, 13, 76, 42, 42
10062, 235, 1, 12, 75, 44, 44
