seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10071, 98, 0, 10, 0, 22, 0
10071, 166, 0.529412, 12, 12, 17, 9
10071, 174, 0.529412, 12, 13, 17, 9
10071, 160, 0, 8, 0, 17, 0
10071, 29, 0, 2, 0, 17, 0
10071, 27, 0.8, 9, 22, 15, 12
10071, 171, 0, 7, 0, 20, 0
10071, 32, 1, 76, 32, 20, 20
10071, 8, 1, 47, 31, 21, 21
10071, 110, 0, 6, 0, 22, 0
