seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10083, 11, 0, 7, 0, 22, 0
10083, 32, 0, 6, 0, 22, 0
10083, 174, 0.529412, 13, 12, 17, 9
10083, 60, 0, 6, 0, 17, 0
10083, 160, 0, 8, 0, 17, 0
10083, 27, 0, 5, 0, 15, 0
10083, 17, 0, 6, 0, 15, 0
10083, 98, 1, 14, 37, 21, 21
10083, 116, 1, 13, 34, 21, 21
10083, 56, 1, 18, 35, 22, 22
