seed,source_id,PDR,geocast_packets,flooding_packets,mr_nodes,mr_recvs
10062, 11, 1, 38, 76, 48, 48
10062, 326, 1, 27, 77, 41, 41
10062, 32, 1, 19, 71, 41, 41
10062, 165, 0, 7, 0, 40, 0
10062, 284, 0.457143, 11, 30, 35, 16
10062, 270, 1, 19, 70, 35, 35
10062, 159, 1, 7, 70, 40, 40
10062, 230, 1, 7, 73, 42, 42
10062, 263, 1, 22, 76, 42, 42
10062, 235, 1, 7, 82, 44, 44
