source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5,pri_recover
19, 198, 45, 198, 10300200, 4, 1, 216, 230, 243, 598, 585, 56, 368, 17, 216, 32, 0
19, 198, 82, 198, 10300200, 1, 1, 56, 230, 243, 598, 585, 56, 368, 17, 216, 32, 0
19, 198, 1, 282, 10300200, 5, 1, 32, 230, 243, 598, 585, 56, 368, 17, 216, 32, 0
19, 198, 112, 201, 10300200, 3, 1, 17, 230, 243, 598, 585, 56, 368, 17, 216, 32, 0
82, 198, 112, 201, 10300859, 3, 2, 17, 56, 243, 598, 585, 27, 129, 17, 313, 238, 0
82, 198, 159, 201, 10300859, 2, 2, 129, 56, 243, 598, 585, 27, 129, 17, 313, 238, 0
82, 198, 181, 201, 10300859, 5, 2, 238, 56, 243, 598, 585, 27, 129, 17, 313, 238, 0
82, 198, 201, 212, 10300859, 4, 2, 313, 56, 243, 598, 585, 27, 129, 17, 313, 238, 0
159, 201, 198, 187, 10305518, 1, 3, 344, 129, 243, 598, 585, 344, 27, 71, 132, 159, 0
159, 201, 201, 245, 10305518, 4, 3, 132, 129, 243, 598, 585, 344, 27, 71, 132, 159, 0
159, 201, 241, 198, 10305518, 5, 3, 159, 129, 243, 598, 585, 344, 27, 71, 132, 159, 0
159, 201, 278, 198, 10305518, 2, 3, 27, 129, 243, 598, 585, 344, 27, 71, 132, 159, 0
198, 187, 201, 245, 10306177, 5, 4, 132, 344, 243, 598, 585, 366, 363, 13, 27, 132, 0
198, 187, 278, 198, 10306177, 4, 4, 27, 344, 243, 598, 585, 366, 363, 13, 27, 132, 0
198, 187, 198, 315, 10306178, 3, 4, 13, 344, 243, 598, 585, 366, 363, 13, 27, 132, 0
198, 315, 201, 412, 10314837, 3, 5, 363, 13, 243, 598, 585, 205, 299, 363, 311, 65, 0
198, 315, 201, 419, 10314837, 2, 5, 299, 13, 243, 598, 585, 205, 299, 363, 311, 65, 0
198, 315, 201, 446, 10314837, 1, 5, 205, 13, 243, 598, 585, 205, 299, 363, 311, 65, 0
201, 446, 201, 486, 10315496, 3, 6, 65, 205, 243, 598, 585, 45, 188, 65, 210, 222, 0
201, 446, 198, 564, 10315496, 5, 6, 222, 205, 243, 598, 585, 45, 188, 65, 210, 222, 0
1, 282, -1, 319, 10316859, 3, 2, 64, 32, 243, 598, 585, 348, 282, 64, 174, 43, 0
1, 282, -1, 355, 10316859, 4, 2, 174, 32, 243, 598, 585, 348, 282, 64, 174, 43, 0
1, 282, -1, 380, 10316859, 2, 2, 282, 32, 243, 598, 585, 348, 282, 64, 174, 43, 0
1, 282, -1, 387, 10316859, 1, 2, 348, 32, 243, 598, 585, 348, 282, 64, 174, 43, 0
-1, 387, 31, 398, 10317518, 2, 3, 221, 348, 243, 598, 585, 110, 221, 43, 191, 390, 0
-1, 387, 1, 446, 10317518, 4, 3, 191, 348, 243, 598, 585, 110, 221, 43, 191, 390, 0
-1, 387, 61, 398, 10317518, 1, 3, 110, 348, 243, 598, 585, 110, 221, 43, 191, 390, 0
-1, 387, 1, 474, 10317518, 3, 3, 43, 348, 243, 598, 585, 110, 221, 43, 191, 390, 0
61, 398, 121, 401, 10318178, 4, 4, 83, 110, 243, 598, 585, 311, 262, 274, 83, 157, 0
61, 398, 156, 401, 10318178, 5, 4, 157, 110, 243, 598, 585, 311, 262, 274, 83, 157, 0
61, 398, 201, 412, 10318178, 1, 4, 311, 110, 243, 598, 585, 311, 262, 274, 83, 157, 0
61, 398, 219, 398, 10318178, 3, 4, 274, 110, 243, 598, 585, 311, 262, 274, 83, 157, 0
278, 198, 323, 201, 10318837, 5, 5, 71, 27, 243, 598, 585, 244, 356, 314, 310, 71, 0
278, 198, 387, 201, 10318837, 4, 5, 310, 27, 243, 598, 585, 244, 356, 314, 310, 71, 0
278, 198, 412, 198, 10318837, 3, 5, 314, 27, 243, 598, 585, 244, 356, 314, 310, 71, 0
201, 412, 201, 446, 10318837, 5, 5, 205, 311, 243, 598, 585, 45, 188, 276, 65, 205, 0
201, 412, 248, 398, 10318837, 2, 5, 188, 311, 243, 598, 585, 45, 188, 276, 65, 205, 0
201, 412, 201, 486, 10318837, 4, 5, 65, 311, 243, 598, 585, 45, 188, 276, 65, 205, 0
248, 398, 283, 398, 10323496, 3, 6, 45, 188, 243, 598, 585, 372, 278, 45, 335, 168, 0
248, 398, 354, 401, 10323496, 5, 6, 168, 188, 243, 598, 585, 372, 278, 45, 335, 168, 0
248, 398, 379, 401, 10323496, 2, 6, 278, 188, 243, 598, 585, 372, 278, 45, 335, 168, 0
1, 474, -1, 587, 10326178, 4, 4, 340, 43, 243, 598, 585, 370, 267, 390, 340, 328, 0
1, 474, -1, 587, 10326178, 1, 4, 370, 43, 243, 598, 585, 370, 267, 390, 340, 328, 0
1, 474, -1, 587, 10326178, 3, 4, 390, 43, 243, 598, 585, 370, 267, 390, 340, 328, 0
1, 474, 1, 612, 10326178, 5, 4, 328, 43, 243, 598, 585, 370, 267, 390, 340, 328, 0
1, 474, 1, 619, 10326178, 2, 4, 267, 43, 243, 598, 585, 370, 267, 390, 340, 328, 0
-1, 587, 19, 598, 10326837, 3, 5, 259, 370, 243, 598, 585, 34, 134, 259, 374, 328, 0
-1, 587, 1, 612, 10326837, 5, 5, 328, 370, 243, 598, 585, 34, 134, 259, 374, 328, 0
-1, 587, 1, 612, 10326837, 4, 5, 374, 370, 243, 598, 585, 34, 134, 259, 374, 328, 0
-1, 587, 44, 598, 10326837, 2, 5, 134, 370, 243, 598, 585, 34, 134, 259, 374, 328, 0
-1, 587, 79, 598, 10326837, 1, 5, 34, 370, 243, 598, 585, 34, 134, 259, 374, 328, 0
