source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5,pri_recover
-1, 116, 1, 280, 10300200, 1, 1, 32, 29, 19, 598, 715, 32, 166, 160, 56, 64, 0
1, 280, -1, 318, 10300851, 1, 2, 64, 32, 19, 598, 715, 64, 10000000, 10000000, 10000000, 10000000, 0
-1, 318, 1, 476, 10301503, 1, 3, 43, 64, 19, 598, 715, 43, 145, 50, 10000000, 10000000, 0
1, 476, -1, 520, 10302154, 1, 4, 50, 43, 19, 598, 715, 50, 145, 28, 10000000, 10000000, 0
1, 476, -1, 556, 10302154, 2, 4, 145, 43, 19, 598, 715, 50, 145, 28, 10000000, 10000000, 0
-1, 520, -1, 556, 10302805, 2, 5, 145, 50, 19, 598, 715, 28, 145, 121, 34, 192, 0
-1, 520, 1, 680, 10302805, 1, 5, 28, 50, 19, 598, 715, 28, 145, 121, 34, 192, 0
198, 142, 201, 257, 11300200, 2, 1, 119, 143, 115, 653, 598, 23, 119, 27, 174, 165, 0
198, 142, 201, 298, 11300200, 1, 1, 23, 143, 115, 653, 598, 23, 119, 27, 174, 165, 0
201, 298, 198, 338, 11300851, 4, 2, 137, 23, 115, 653, 598, 195, 189, 165, 137, 186, 0
201, 298, 198, 371, 11300851, 3, 2, 165, 23, 115, 653, 598, 195, 189, 165, 137, 186, 0
201, 298, 198, 387, 11300851, 2, 2, 189, 23, 115, 653, 598, 195, 189, 165, 137, 186, 0
201, 298, 201, 412, 11300851, 1, 2, 195, 23, 115, 653, 598, 195, 189, 165, 137, 186, 0
201, 298, 201, 425, 11300851, 5, 2, 186, 23, 115, 653, 598, 195, 189, 165, 137, 186, 0
201, 412, 201, 425, 11301502, 5, 3, 186, 195, 115, 653, 598, 45, 135, 65, 149, 186, 0
201, 412, 201, 459, 11301503, 4, 3, 149, 195, 115, 653, 598, 45, 135, 65, 149, 186, 0
201, 412, 259, 398, 11301503, 2, 3, 135, 195, 115, 653, 598, 45, 135, 65, 149, 186, 0
201, 412, 201, 499, 11301503, 3, 3, 65, 195, 115, 653, 598, 45, 135, 65, 149, 186, 0
259, 398, 297, 398, 11306154, 2, 4, 45, 135, 115, 653, 598, 18, 45, 10000000, 10000000, 10000000, 0
259, 398, 301, 401, 11306154, 1, 4, 18, 135, 115, 653, 598, 18, 45, 10000000, 10000000, 10000000, 0
201, 272, 201, 312, 12300200, 5, 1, 23, 119, 128, 542, 801, 137, 165, 189, 149, 23, 0
201, 272, 198, 324, 12300200, 1, 1, 137, 119, 128, 542, 801, 137, 165, 189, 149, 23, 0
201, 272, 198, 361, 12300200, 2, 1, 165, 119, 128, 542, 801, 137, 165, 189, 149, 23, 0
201, 272, 198, 385, 12300200, 3, 1, 189, 119, 128, 542, 801, 137, 165, 189, 149, 23, 0
198, 324, 198, 385, 12300851, 5, 2, 189, 137, 128, 542, 801, 65, 149, 186, 195, 189, 0
198, 324, 201, 415, 12300851, 4, 2, 195, 137, 128, 542, 801, 65, 149, 186, 195, 189, 0
198, 324, 201, 433, 12300851, 3, 2, 186, 137, 128, 542, 801, 65, 149, 186, 195, 189, 0
201, 433, 201, 472, 12309502, 2, 3, 149, 186, 128, 542, 801, 65, 149, 45, 135, 67, 0
201, 433, 201, 512, 12309502, 1, 3, 65, 186, 128, 542, 801, 65, 149, 45, 135, 67, 0
201, 512, 201, 672, 12310154, 1, 4, 154, 65, 128, 542, 801, 154, 10000000, 10000000, 10000000, 10000000, 0
201, 672, 201, 719, 12310805, 2, 5, 67, 154, 128, 542, 801, 136, 67, 182, 10000000, 10000000, 0
201, 672, 201, 835, 12310805, 3, 5, 182, 154, 128, 542, 801, 136, 67, 182, 10000000, 10000000, 0
201, 719, 201, 873, 12315457, 2, 6, 136, 67, 128, 542, 801, 182, 136, 10000000, 10000000, 10000000, 0
201, 86, 201, 110, 13300200, 3, 1, 98, 110, 6, 723, 798, 23, 143, 98, 119, 10000000, 0
201, 86, 198, 116, 13300200, 2, 1, 143, 110, 6, 723, 798, 23, 143, 98, 119, 10000000, 0
198, 116, 198, 273, 13304851, 5, 2, 13, 143, 6, 723, 798, 119, 23, 174, 27, 13, 0
198, 116, 201, 325, 13304851, 2, 2, 23, 143, 6, 723, 798, 119, 23, 174, 27, 13, 0
201, 325, 198, 349, 13309502, 5, 3, 165, 23, 6, 723, 798, 65, 186, 195, 189, 165, 0
201, 325, 198, 380, 13309502, 4, 3, 189, 23, 6, 723, 798, 65, 186, 195, 189, 165, 0
201, 325, 201, 419, 13309503, 3, 3, 195, 23, 6, 723, 798, 65, 186, 195, 189, 165, 0
201, 325, 201, 444, 13309503, 2, 3, 186, 23, 6, 723, 798, 65, 186, 195, 189, 165, 0
201, 444, 201, 486, 13314154, 3, 4, 149, 186, 6, 723, 798, 65, 135, 149, 45, 67, 0
201, 444, 201, 526, 13314154, 1, 4, 65, 186, 6, 723, 798, 65, 135, 149, 45, 67, 0
201, 526, 198, 668, 13314805, 3, 5, 10, 65, 6, 723, 798, 154, 45, 10, 10000000, 10000000, 0
201, 526, 201, 686, 13314805, 1, 5, 154, 65, 6, 723, 798, 154, 45, 10, 10000000, 10000000, 0
201, 686, 201, 733, 13315457, 2, 6, 67, 154, 6, 723, 798, 182, 67, 136, 10000000, 10000000, 0
201, 686, 201, 845, 13315457, 1, 6, 182, 154, 6, 723, 798, 182, 67, 136, 10000000, 10000000, 0
201, 686, 201, 887, 13315457, 3, 6, 136, 154, 6, 723, 798, 182, 67, 136, 10000000, 10000000, 0
201, 57, 201, 99, 14300200, 2, 1, 110, 171, 16, 463, 601, 98, 110, 143, 10000000, 10000000, 0
201, 57, 198, 102, 14300200, 3, 1, 143, 171, 16, 463, 601, 98, 110, 143, 10000000, 10000000, 0
201, 57, 201, 122, 14300200, 1, 1, 98, 171, 16, 463, 601, 98, 110, 143, 10000000, 10000000, 0
201, 122, 198, 296, 14300851, 1, 2, 137, 98, 16, 463, 601, 137, 13, 23, 119, 10000000, 0
198, 296, 198, 374, 14301503, 4, 3, 189, 137, 16, 463, 601, 186, 195, 149, 189, 65, 0
198, 296, 201, 425, 14301503, 2, 3, 195, 137, 16, 463, 601, 186, 195, 149, 189, 65, 0
201, 425, 201, 456, 14306154, 4, 4, 186, 195, 16, 463, 601, 135, 65, 149, 186, 45, 0
201, 425, 201, 499, 14306154, 3, 4, 149, 195, 16, 463, 601, 135, 65, 149, 186, 45, 0
201, 425, 201, 539, 14306154, 2, 4, 65, 195, 16, 463, 601, 135, 65, 149, 186, 45, 0
135, -1, 252, 1, 15300200, 1, 1, 62, 8, 84, 731, 598, 62, 171, 7, 10000000, 10000000, 0
135, -1, 339, -1, 15300200, 3, 1, 7, 8, 84, 731, 598, 62, 171, 7, 10000000, 10000000, 0
252, 1, 339, -1, 15300851, 1, 2, 7, 62, 84, 731, 598, 7, 48, 61, 5, 10000000, 0
339, -1, 449, 1, 15301503, 2, 3, 61, 7, 84, 731, 598, 144, 61, 110, 5, 10000000, 0
339, -1, 502, 1, 15301503, 1, 3, 144, 7, 84, 731, 598, 144, 61, 110, 5, 10000000, 0
502, 1, 530, 1, 15302154, 2, 4, 185, 144, 84, 731, 598, 5, 185, 91, 46, 161, 0
502, 1, 555, -1, 15302154, 1, 4, 5, 144, 84, 731, 598, 5, 185, 91, 46, 161, 0
555, -1, 598, 42, 15302805, 5, 5, 12, 5, 84, 731, 598, 151, 46, 161, 48, 12, 0
555, -1, 647, 1, 15302805, 2, 5, 46, 5, 84, 731, 598, 151, 46, 161, 48, 12, 0
555, -1, 725, 1, 15302805, 3, 5, 161, 5, 84, 731, 598, 151, 46, 161, 48, 12, 0
647, 1, 690, 1, 15307456, 2, 6, 151, 46, 84, 731, 598, 161, 151, 10000000, 10000000, 10000000, 0
647, 1, 725, 1, 15307456, 1, 6, 161, 46, 84, 731, 598, 161, 151, 10000000, 10000000, 10000000, 0
598, 42, 601, 148, 15319456, 1, 6, 91, 12, 84, 731, 598, 91, 196, 175, 47, 109, 0
601, 148, 598, 250, 15320108, 1, 7, 47, 91, 84, 731, 598, 47, 10000000, 10000000, 10000000, 10000000, 0
598, 250, 598, 293, 15320759, 1, 8, 150, 47, 84, 731, 598, 150, 107, 21, 85, 131, 0
352, -1, 398, 29, 16300200, 3, 1, 100, 7, 94, 801, 741, 185, 144, 100, 61, 110, 0
352, -1, 436, 1, 16300200, 4, 1, 61, 7, 94, 801, 741, 185, 144, 100, 61, 110, 0
352, -1, 489, 1, 16300200, 2, 1, 144, 7, 94, 801, 741, 185, 144, 100, 61, 110, 0
489, 1, 518, 1, 16304851, 3, 2, 185, 144, 94, 801, 741, 161, 5, 185, 46, 91, 0
489, 1, 568, -1, 16304851, 2, 2, 5, 144, 94, 801, 741, 161, 5, 185, 46, 91, 0
398, 29, 398, 76, 16308851, 2, 2, 125, 100, 94, 801, 741, 48, 125, 194, 177, 180, 0
398, 29, 401, 153, 16308851, 1, 2, 48, 100, 94, 801, 741, 48, 125, 194, 177, 180, 0
568, -1, 598, 30, 16309502, 1, 3, 12, 5, 94, 801, 741, 12, 151, 161, 46, 10000000, 0
568, -1, 633, 1, 16309502, 4, 3, 46, 5, 94, 801, 741, 12, 151, 161, 46, 10000000, 0
401, 153, 398, 260, 16309502, 1, 3, 104, 48, 94, 801, 741, 104, 41, 10000000, 10000000, 10000000, 0
568, -1, 677, 1, 16309503, 2, 3, 151, 5, 94, 801, 741, 12, 151, 161, 46, 10000000, 0
568, -1, 712, 1, 16309503, 3, 3, 161, 5, 94, 801, 741, 12, 151, 161, 46, 10000000, 0
398, 260, 401, 364, 16310154, 1, 4, 41, 104, 94, 801, 741, 41, 10000000, 10000000, 10000000, 10000000, 0
677, 1, 712, 1, 16314154, 1, 4, 161, 151, 94, 801, 741, 161, 183, 73, 10000000, 10000000, 0
712, 1, 861, 1, 16314805, 2, 5, 73, 161, 94, 801, 741, 153, 73, 134, 10000000, 10000000, 0
712, 1, 883, 1, 16314805, 3, 5, 134, 161, 94, 801, 741, 153, 73, 134, 10000000, 10000000, 0
201, 157, 182, 198, 17300200, 5, 1, 56, 98, 176, 672, 798, 189, 137, 165, 13, 56, 0
201, 157, 198, 218, 17300200, 4, 1, 13, 98, 176, 672, 798, 189, 137, 165, 13, 56, 0
201, 157, 198, 255, 17300200, 2, 1, 137, 98, 176, 672, 798, 189, 137, 165, 13, 56, 0
201, 157, 198, 298, 17300200, 3, 1, 165, 98, 176, 672, 798, 189, 137, 165, 13, 56, 0
198, 255, 201, 345, 17304851, 4, 2, 119, 137, 176, 672, 798, 195, 23, 186, 119, 189, 0
198, 255, 198, 346, 17304851, 5, 2, 189, 137, 176, 672, 798, 195, 23, 186, 119, 189, 0
198, 255, 201, 379, 17304851, 2, 2, 23, 137, 176, 672, 798, 195, 23, 186, 119, 189, 0
198, 255, 201, 452, 17304851, 1, 2, 195, 137, 176, 672, 798, 195, 23, 186, 119, 189, 0
201, 452, 201, 496, 17305503, 4, 3, 186, 195, 176, 672, 798, 10, 65, 149, 186, 135, 0
201, 452, 201, 541, 17305503, 3, 3, 149, 195, 176, 672, 798, 10, 65, 149, 186, 135, 0
201, 541, 201, 581, 17314154, 2, 4, 65, 149, 176, 672, 798, 10, 65, 154, 45, 135, 0
201, 541, 198, 609, 17314154, 1, 4, 10, 149, 176, 672, 798, 10, 65, 154, 45, 135, 0
198, 609, 226, 601, 17314805, 3, 5, 20, 10, 176, 672, 798, 67, 154, 20, 182, 136, 0
198, 609, 201, 740, 17314805, 2, 5, 154, 10, 176, 672, 798, 67, 154, 20, 182, 136, 0
201, 740, 201, 786, 17319457, 1, 6, 67, 154, 176, 672, 798, 67, 10000000, 10000000, 10000000, 10000000, 0
