source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5,pri_recover
201, 244, 201, 284, 10300200, 3, 1, 23, 126, 234, 585, 801, 265, 13, 23, 174, 259, 0
201, 244, 198, 315, 10300200, 2, 1, 13, 126, 234, 585, 801, 265, 13, 23, 174, 259, 0
201, 244, 198, 351, 10300200, 4, 1, 174, 126, 234, 585, 801, 265, 13, 23, 174, 259, 0
201, 244, 198, 387, 10300200, 5, 1, 259, 126, 234, 585, 801, 265, 13, 23, 174, 259, 0
198, 315, 198, 387, 10304648, 5, 2, 259, 13, 234, 585, 801, 65, 186, 254, 265, 259, 0
198, 315, 201, 412, 10304648, 4, 2, 265, 13, 234, 585, 801, 65, 186, 254, 265, 259, 0
198, 315, 201, 418, 10304648, 3, 2, 254, 13, 234, 585, 801, 65, 186, 254, 265, 259, 0
198, 315, 201, 485, 10304648, 1, 2, 65, 13, 234, 585, 801, 65, 186, 254, 265, 259, 0
201, 485, 201, 646, 10305097, 2, 3, 191, 65, 234, 585, 801, 67, 191, 10000000, 10000000, 10000000, 0
201, 646, 201, 690, 10309545, 2, 4, 67, 191, 234, 585, 801, 279, 67, 10, 107, 10000000, 0
201, 646, 198, 713, 10309545, 3, 4, 10, 191, 234, 585, 801, 279, 67, 10, 107, 10000000, 0
201, 690, 198, 713, 10313993, 4, 5, 10, 67, 234, 585, 801, 223, 279, 107, 10, 55, 0
201, 690, 201, 812, 10313993, 2, 5, 279, 67, 234, 585, 801, 223, 279, 107, 10, 55, 0
201, 812, 220, 798, 10318441, 3, 6, 248, 279, 234, 585, 801, 3, 130, 248, 10000000, 10000000, 0
201, 812, 248, 798, 10318442, 2, 6, 130, 279, 234, 585, 801, 3, 130, 248, 10000000, 10000000, 0
201, 812, 275, 798, 10318442, 1, 6, 3, 279, 234, 585, 801, 3, 130, 248, 10000000, 10000000, 0
275, 798, 318, 801, 10318890, 5, 7, 95, 3, 234, 585, 801, 288, 204, 258, 196, 95, 0
275, 798, 354, 801, 10318890, 4, 7, 196, 3, 234, 585, 801, 288, 204, 258, 196, 95, 0
275, 798, 381, 801, 10318890, 2, 7, 204, 3, 234, 585, 801, 288, 204, 258, 196, 95, 0
275, 798, 387, 801, 10318890, 3, 7, 258, 3, 234, 585, 801, 288, 204, 258, 196, 95, 0
275, 798, 387, 801, 10318890, 1, 7, 288, 3, 234, 585, 801, 288, 204, 258, 196, 95, 0
387, 801, 483, 798, 10319338, 2, 8, 82, 288, 234, 585, 801, 294, 82, 33, 135, 296, 0
387, 801, 520, 801, 10319338, 3, 8, 33, 288, 234, 585, 801, 294, 82, 33, 135, 296, 0
483, 798, 520, 801, 10323786, 5, 9, 33, 82, 234, 585, 801, 234, 135, 271, 294, 33, 0
483, 798, 551, 801, 10323787, 2, 9, 135, 82, 234, 585, 801, 234, 135, 271, 294, 33, 0
483, 798, 578, 801, 10323787, 234, 9, 234, 82, 234, 585, 801, 234, 135, 271, 294, 33, 0
52, -1, 89, -1, 11300200, 3, 1, 8, 147, 238, 801, 618, 164, 38, 8, 285, 144, 0
52, -1, 95, 1, 11300200, 2, 1, 38, 147, 238, 801, 618, 164, 38, 8, 285, 144, 0
52, -1, 145, 1, 11300200, 5, 1, 144, 147, 238, 801, 618, 164, 38, 8, 285, 144, 0
52, -1, 212, -1, 11300200, 4, 1, 285, 147, 238, 801, 618, 164, 38, 8, 285, 144, 0
95, 1, 201, 12, 11304648, 4, 2, 278, 38, 238, 801, 618, 164, 212, 243, 278, 285, 0
95, 1, 212, -1, 11304648, 5, 2, 285, 38, 238, 801, 618, 164, 212, 243, 278, 285, 0
95, 1, 225, -1, 11304648, 3, 2, 243, 38, 238, 801, 618, 164, 212, 243, 278, 285, 0
95, 1, 261, -1, 11304648, 1, 2, 164, 38, 238, 801, 618, 164, 212, 243, 278, 285, 0
261, -1, 293, -1, 11305096, 1, 3, 7, 164, 238, 801, 618, 7, 143, 62, 275, 98, 0
261, -1, 305, 1, 11305096, 3, 3, 62, 164, 238, 801, 618, 7, 143, 62, 275, 98, 0
261, -1, 342, 1, 11305096, 2, 3, 143, 164, 238, 801, 618, 7, 143, 62, 275, 98, 0
261, -1, 401, 12, 11305097, 4, 3, 275, 164, 238, 801, 618, 7, 143, 62, 275, 98, 0
