source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,destination_x,destination_y,pri_1,pri_2,pri_3,pri_4,pri_5,pri_recover
159, 201, 201, 244, 10300200, 4, 1, 126, 123, 217, 614, 798, 178, 23, 27, 126, 153, 0
159, 201, 241, 198, 10300200, 5, 1, 153, 123, 217, 614, 798, 178, 23, 27, 126, 153, 0
159, 201, 278, 198, 10300200, 3, 1, 27, 123, 217, 614, 798, 178, 23, 27, 126, 153, 0
159, 201, 356, 201, 10300200, 1, 1, 178, 123, 217, 614, 798, 178, 23, 27, 126, 153, 0
356, 201, 387, 201, 10300733, 5, 2, 264, 178, 217, 614, 798, 280, 221, 292, 268, 264, 0
356, 201, 398, 187, 10300733, 1, 2, 280, 178, 217, 614, 798, 280, 221, 292, 268, 264, 0
356, 201, 412, 198, 10300733, 4, 2, 268, 178, 217, 614, 798, 280, 221, 292, 268, 264, 0
356, 201, 412, 198, 10300733, 3, 2, 292, 178, 217, 614, 798, 280, 221, 292, 268, 264, 0
356, 201, 418, 198, 10300733, 2, 2, 221, 178, 217, 614, 798, 280, 221, 292, 268, 264, 0
398, 187, 418, 198, 10301266, 5, 3, 221, 280, 217, 614, 798, 41, 112, 88, 111, 221, 0
398, 187, 448, 198, 10301266, 2, 3, 112, 280, 217, 614, 798, 41, 112, 88, 111, 221, 0
398, 187, 401, 287, 10301267, 1, 3, 41, 280, 217, 614, 798, 41, 112, 88, 111, 221, 0
398, 187, 398, 347, 10301267, 4, 3, 111, 280, 217, 614, 798, 41, 112, 88, 111, 221, 0
401, 287, 398, 347, 10301800, 4, 4, 111, 41, 217, 614, 798, 198, 255, 201, 111, 256, 0
401, 287, 398, 375, 10301800, 3, 4, 201, 41, 217, 614, 798, 198, 255, 201, 111, 256, 0
401, 287, 398, 387, 10301800, 5, 4, 256, 41, 217, 614, 798, 198, 255, 201, 111, 256, 0
401, 287, 401, 415, 10301800, 2, 4, 255, 41, 217, 614, 798, 198, 255, 201, 111, 256, 0
401, 287, 401, 431, 10301800, 1, 4, 198, 41, 217, 614, 798, 198, 255, 201, 111, 256, 0
401, 431, 401, 467, 10302333, 1, 5, 104, 198, 217, 614, 798, 104, 148, 24, 79, 10000000, 0
448, 198, 495, 198, 10305800, 3, 4, 88, 112, 217, 614, 798, 266, 216, 88, 41, 49, 0
448, 198, 513, 201, 10305800, 5, 4, 49, 112, 217, 614, 798, 266, 216, 88, 41, 49, 0
448, 198, 581, 201, 10305800, 2, 4, 216, 112, 217, 614, 798, 266, 216, 88, 41, 49, 0
448, 198, 587, 201, 10305800, 1, 4, 266, 112, 217, 614, 798, 266, 216, 88, 41, 49, 0
201, 244, 201, 285, 10312733, 3, 2, 23, 126, 217, 614, 798, 265, 13, 23, 174, 259, 0
201, 244, 198, 315, 10312733, 2, 2, 13, 126, 217, 614, 798, 265, 13, 23, 174, 259, 0
201, 244, 198, 351, 10312733, 4, 2, 174, 126, 217, 614, 798, 265, 13, 23, 174, 259, 0
198, 315, 201, 412, 10317266, 4, 3, 265, 13, 217, 614, 798, 65, 186, 254, 265, 239, 0
198, 315, 201, 419, 10317266, 3, 3, 254, 13, 217, 614, 798, 65, 186, 254, 265, 239, 0
198, 315, 201, 446, 10317266, 2, 3, 186, 13, 217, 614, 798, 65, 186, 254, 265, 239, 0
201, 446, 201, 486, 10321800, 1, 4, 65, 186, 217, 614, 798, 65, 45, 10000000, 10000000, 10000000, 0
201, 24, 201, 62, 11300200, 4, 1, 117, 212, 263, 598, 787, 180, 240, 98, 117, 60, 0
201, 24, 201, 87, 11300200, 3, 1, 98, 212, 263, 598, 787, 180, 240, 98, 117, 60, 0
201, 24, 198, 89, 11300200, 5, 1, 60, 212, 263, 598, 787, 180, 240, 98, 117, 60, 0
201, 24, 198, 140, 11300200, 1, 1, 180, 212, 263, 598, 787, 180, 240, 98, 117, 60, 0
198, 140, 201, 212, 11300733, 5, 2, 267, 180, 263, 598, 787, 13, 23, 126, 226, 267, 0
198, 140, 201, 224, 11300733, 4, 2, 226, 180, 263, 598, 787, 13, 23, 126, 226, 267, 0
198, 140, 201, 257, 11300733, 3, 2, 126, 180, 263, 598, 787, 13, 23, 126, 226, 267, 0
198, 140, 201, 298, 11300733, 2, 2, 23, 180, 263, 598, 787, 13, 23, 126, 226, 267, 0
198, 140, 198, 301, 11300733, 1, 2, 13, 180, 263, 598, 787, 13, 23, 126, 226, 267, 0
198, 301, 201, 412, 11301267, 4, 3, 265, 13, 263, 598, 787, 65, 186, 254, 265, 239, 0
198, 301, 201, 425, 11301267, 3, 3, 254, 13, 263, 598, 787, 65, 186, 254, 265, 239, 0
198, 301, 201, 499, 11301267, 1, 3, 65, 13, 263, 598, 787, 65, 186, 254, 265, 239, 0
201, 499, 201, 658, 11301801, 2, 4, 191, 65, 263, 598, 787, 67, 191, 10000000, 10000000, 10000000, 0
201, 658, 198, 698, 11306334, 5, 5, 10, 191, 263, 598, 787, 279, 223, 67, 107, 10, 0
201, 658, 201, 705, 11306334, 3, 5, 67, 191, 263, 598, 787, 279, 223, 67, 107, 10, 0
201, 658, 201, 812, 11306334, 1, 5, 279, 191, 263, 598, 787, 279, 223, 67, 107, 10, 0
201, 812, 227, 798, 11306867, 3, 6, 248, 279, 263, 598, 787, 3, 130, 248, 10000000, 10000000, 0
201, 812, 260, 798, 11306867, 2, 6, 130, 279, 263, 598, 787, 3, 130, 248, 10000000, 10000000, 0
260, 798, 289, 798, 11311400, 4, 7, 3, 130, 263, 598, 787, 196, 288, 258, 3, 95, 0
260, 798, 304, 801, 11311400, 5, 7, 95, 130, 263, 598, 787, 196, 288, 258, 3, 95, 0
260, 798, 342, 801, 11311401, 1, 7, 196, 130, 263, 598, 787, 196, 288, 258, 3, 95, 0
260, 798, 386, 801, 11311401, 3, 7, 258, 130, 263, 598, 787, 196, 288, 258, 3, 95, 0
342, 801, 375, 801, 11311934, 4, 8, 204, 196, 263, 598, 787, 82, 288, 258, 204, 31, 0
342, 801, 386, 801, 11311934, 3, 8, 258, 196, 263, 598, 787, 82, 288, 258, 204, 31, 0
342, 801, 387, 801, 11311934, 2, 8, 288, 196, 263, 598, 787, 82, 288, 258, 204, 31, 0
342, 801, 497, 798, 11311934, 1, 8, 82, 196, 263, 598, 787, 82, 288, 258, 204, 31, 0
497, 798, 538, 801, 11312467, 4, 9, 135, 82, 263, 598, 787, 217, 234, 271, 135, 294, 0
497, 798, 572, 801, 11312467, 2, 9, 234, 82, 263, 598, 787, 217, 234, 271, 135, 294, 0
497, 798, 587, 801, 11312467, 3, 9, 271, 82, 263, 598, 787, 217, 234, 271, 135, 294, 0
497, 798, 587, 801, 11312467, 5, 9, 294, 82, 263, 598, 787, 217, 234, 271, 135, 294, 0
497, 798, 624, 798, 11312468, 1, 9, 217, 82, 263, 598, 787, 217, 234, 271, 135, 294, 0
624, 798, 598, 787, 11313001, 263, 10, 263, 217, 263, 598, 787, 296, 263, 213, 294, 271, 0
162, 1, 201, 32, 12300200, 5, 1, 212, 247, 192, 872, 798, 7, 98, 117, 164, 212, 0
201, 32, 198, 73, 12316733, 5, 2, 60, 212, 192, 872, 798, 240, 180, 98, 117, 60, 0
201, 32, 201, 75, 12316733, 4, 2, 117, 212, 192, 872, 798, 240, 180, 98, 117, 60, 0
201, 32, 201, 98, 12316733, 3, 2, 98, 212, 192, 872, 798, 240, 180, 98, 117, 60, 0
201, 32, 198, 126, 12316733, 2, 2, 180, 212, 192, 872, 798, 240, 180, 98, 117, 60, 0
201, 32, 198, 164, 12316733, 1, 2, 240, 212, 192, 872, 798, 240, 180, 98, 117, 60, 0
198, 164, 201, 233, 12317266, 5, 3, 226, 240, 192, 872, 798, 174, 23, 126, 153, 226, 0
198, 164, 201, 272, 12317266, 3, 3, 126, 240, 192, 872, 798, 174, 23, 126, 153, 226, 0
198, 164, 201, 312, 12317267, 2, 3, 23, 240, 192, 872, 798, 174, 23, 126, 153, 226, 0
201, 312, 198, 384, 12321800, 3, 4, 259, 23, 192, 872, 798, 186, 65, 259, 254, 265, 0
201, 312, 201, 415, 12321800, 5, 4, 265, 23, 192, 872, 798, 186, 65, 259, 254, 265, 0
201, 312, 201, 434, 12321800, 4, 4, 254, 23, 192, 872, 798, 186, 65, 259, 254, 265, 0
198, 384, 235, 398, 12330333, 5, 5, 251, 259, 192, 872, 798, 172, 65, 45, 186, 251, 0
198, 384, 201, 473, 12330333, 4, 5, 186, 259, 192, 872, 798, 172, 65, 45, 186, 251, 0
201, 473, 201, 512, 12342866, 3, 6, 65, 186, 192, 872, 798, 191, 45, 65, 172, 10000000, 0
235, 398, 274, 398, 12346866, 3, 6, 172, 251, 192, 872, 798, 162, 45, 172, 18, 65, 0
235, 398, 284, 401, 12346866, 4, 6, 18, 251, 192, 872, 798, 162, 45, 172, 18, 65, 0
235, 398, 309, 398, 12346866, 2, 6, 45, 251, 192, 872, 798, 162, 45, 172, 18, 65, 0
