source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,destination_x,destination_y
205,298,290,298,27017520,2,4,97,490,313,898,363
205,298,298,349,27017520,4,4,237,490,313,898,363
205,298,298,372,27017520,1,4,397,490,313,898,363
205,298,334,301,27017520,0,4,43,490,313,898,363
334,301,403,298,27017908,4,5,755,43,313,898,363
334,301,415,301,27017908,3,5,604,43,313,898,363
334,301,442,298,27017908,2,5,686,43,313,898,363
334,301,500,298,27017909,0,5,555,43,313,898,363
334,301,538,298,27017909,1,5,378,43,313,898,363
500,298,538,298,27018468,2,6,378,555,313,898,363
500,298,568,298,27018468,1,6,256,555,313,898,363
500,298,591,298,27018468,3,6,11,555,313,898,363
500,298,609,301,27018468,4,6,117,555,313,898,363
568,298,591,298,27022668,4,7,11,256,313,898,363
568,298,609,301,27022668,3,7,117,256,313,898,363
568,298,630,301,27022668,2,7,274,256,313,898,363
568,298,656,301,27022668,0,7,459,256,313,898,363
656,301,806,298,27022927,2,8,537,459,313,898,363
656,301,830,298,27022927,1,8,351,459,313,898,363
830,298,878,298,27027127,2,9,162,351,313,898,363
830,298,898,311,27027127,3,9,131,351,313,898,363
830,298,898,350,27027127,313,9,313,351,313,898,363
1498,1575,1498,1544,28000200,3,1,246,390,387,2032,1498
1498,1575,1513,1501,28000200,2,1,87,390,387,2032,1498
1498,1575,1537,1501,28000200,1,1,275,390,387,2032,1498
1498,1575,1597,1501,28000200,0,1,467,390,387,2032,1498
1597,1501,1620,1501,28000471,4,2,619,467,387,2032,1498
1597,1501,1699,1498,28000471,1,2,587,467,387,2032,1498
1597,1501,1790,1498,28000472,3,2,58,467,387,2032,1498
1537,1501,1597,1501,28005559,2,2,467,275,387,2032,1498
1537,1501,1619,1501,28005559,3,2,619,275,387,2032,1498
1537,1501,1699,1498,28005560,0,2,587,275,387,2032,1498
1537,1501,1746,1498,28005560,1,2,434,275,387,2032,1498
1699,1498,1746,1498,28005831,3,3,434,587,387,2032,1498
1699,1498,1790,1498,28005831,4,3,58,587,387,2032,1498
1699,1498,1798,1539,28005831,2,3,283,587,387,2032,1498
1699,1498,1801,1435,28005831,1,3,418,587,387,2032,1498
1699,1498,1839,1501,28005831,0,3,307,587,387,2032,1498
1839,1501,1931,1498,28006102,2,4,706,307,387,2032,1498
1839,1501,1985,1498,28006103,1,4,553,307,387,2032,1498
1985,1498,2032,1498,28010303,387,5,387,553,387,2032,1498
1498,8,1498,105,29000200,4,1,563,33,455,1501,2015
1498,105,1501,208,29016400,3,2,550,563,455,1501,2015
1501,208,1501,270,29028600,2,3,371,550,455,1501,2015
1501,208,1501,295,29028600,3,3,200,550,455,1501,2015
1501,208,1509,301,29028600,1,3,111,550,455,1501,2015
1501,208,1501,317,29028601,0,3,74,550,455,1501,2015
